22823
AAAABBABABBBBBA BAAABAA
BA ABABBAABAAB
AAA ABABBA
B ABBAAAABAAAABBABAABAB
ABBBBAABBAAABAB AB
AABBBBAB BBBAAAABAA
ABAABAB BBAA
AABAAAABA BBAAB
$ BBBABABBAABA
BAAAAAABBABBA BBABBAAABBABBBBAAABBABBABABABA
AAAAABBBA BBABAB
AAA BABBAABAA
A BBBBBBAAABABAABBBB
AABAABABBABB AAABBABAB
ABABAABBBAB ABABBABBA
B ABAAB
BABBAAABABBBAAB BABBBBAABBAABAABABABBBAAB
BABBAAAAAABBBABB ABAABAABABBBBBBABAB
AAABAAAA ABBBBABAAAAABBABAAABB
ABABBBBAAABBBAB $
AB AAAABBABABAABABABA
AAAAABBABABAABBBB B
BBB BBBA
BBBABBABA AABBABABABABAABA
BABABB BBBAABBAABBA
BB BABBA
BABBAABBAAAABBBABABAAAABBBBBA BBBABABAAABAB
AAAABBBABABAABABB ABAABABBA
AABAAAABAAAAAB BBAABAAAAB
BBAB BBBABA
BAABABBABB AAAAAAABBBBBABBABA
BBBAABBBBABABAABAABBA $
AABAAAAABB ABAABBAABAABAABBBABBAABABBBABAABBABBAB
AAABBAAB $
BAAAAAAABABAAB AAAAABBAAAAB
BBB BABBAB
BAAAAABAAABBAA A
$ ABABABB
BBBA AABAAAAABBA
BBBBBABAAABABBBBBBABABAABAB BBBB
AABBBABAAB BBBBAAABAABBAAB
BABBBB BAABBABABBBBBAAAAAA
BAAAABAABBBAABBA ABBABBABBBBBAABBBBABABBBAABABABAABA
AAAAAAAABAABBAAAABA AABAB
BBBABABBBBBBBBBBABB BABABAAAAAB
BBBAAABAABBABB BAABAA
BBABBABBBBBABABBBBAABABABA BA
ABABAAABABAAAAA AABBABABBBABABABBA
ABABABBBAABBABAAAABAAB AAAAABBAAAAB
BBABBABBBBBABABBBBAABABA $
ABBBBAB BAAAAABBBB
BABABA ABBBBAAAAAABAAABAAAAB
AABBAAABBAABAAABAA BAAAABABA
AABAAABBBBBBAABAABBBBB AABB
AAB B
A BABABBAAB
ABABAABB B
ABBBAABBBABBAB BBAAAA
ABAABAAABBAABBB BABBBABABBAAAA
BAABB AABABABBAAB
$ ABA
AABBAAB BBBABBBBBAABAABBAAABBB
ABBBBAAABAABAB AABBBBAA
ABAAAABB BBAAAABBBBA
ABBABA ABBBAABBBABBABB
BBAABAABBBAAABAABBBBAAABBAAAAAAAABA ABAAAAA
BBBBBBBABBAB ABABBABBAAAB
$ BBAABBA
BBBBBBAAAB BBBBBB
BBBABAABB ABABAAABAAA
BABABBAB $
ABBABBAAAABABBBBAAABAAABBBAABBBAABAB B
BA AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBBAA
ABBAAAABAAAABBABAABAB B
AAA ABBBBABA
BBBBABBBBBAB BABBBBBBBBBBBABBABABBABAABBBBBAABAABBAAA
ABAABBAAABAAABBBABAAAAABAB AA
ABBABABBAAAAABBBBAA BABBB
AB ABABABBBBBAAA
ABAAB BBAA
AABBAAAABABAAAABBAABBBBBAAAA B
BABBBABABBAAAA ABAABAAABBAABBB
BABBAAAAABBABBA ABABAAAB
BBBBBBABAA BBABAABAAAAABBABBBABABBBBBBABAAABABB
BBBBAB ABBBA
BAAAAA BBBABABBBBBBBBBBAB
AAAABB ABB
AABBABAABBABA BBBBBBABA
BAAAAAABAAABAABAAAAABABBBABA BBBA
ABBBAAABABBAABBBB AABBBAAABAABA
ABAAABAABB BBBABAA
BBABB BAAAABABA
ABAAABAABBBAA AAAABBABAABBBBBBBB
BAB AA
ABAABAAABABBAA AABBABBBAABAAABAAABABAABABBBABAB
BBABAABAAABAB BAABBBBBBBAABABABABBABA
ABAABAABBBBAABABBBBBAB AABBBBBAABBAAB
A ABAABAAABBAA
A AAA
BAAAABAAAABBBB ABBBBBABABBAABAABBBBA
AAABBBAABB BBA
BAAB AAAAAABBBA
ABBBAABAAAABAAABAABBBBB BBABAABAAABAABBBBBBBBA
ABBAAAABBABBBBBABAAAAAAABBBB ABABAABAAAAAABAABBBBBBBB
BA AAABA
$ AAAABAAAABBBBBBBAAABAAAAAABBBBABBABABAABBBBB
AABBAAABAAABAAB BABBABBBAABB
AAABA BAAAABA
BBAAAABAB BBBAABAB
BAAAB ABBBAAAABAABABBBBAABBB
BBAA BBABABAAAAB
ABAAABB BABBAABAABBBBBBABBBBBA
AABBABAAAABBAAAAAA AAAAAAABBBABA
BBAABAB BAAAABA
BABABA ABBBBAAAAAABAAABAAAAB
BAABAAABAB ABBABAAB
BAABABBB AAAAA
BBBAABABAA BBBBABA
BABBBBABABAAABAB AABB
ABBABB AABBBBBABBBAAAABBBBAB
AABBBA BBBABAABAABB
BBAAABAAABAAABBAAAAAABA BBBABABABAABAB
ABBAAAABBABBBBBABAAAAAAA ABABAABAAAAAABAABBBB
A $
$ A
BAAABAAABA AAAAAB
ABBAA BAAB
BABBAAABABBB BAABABABBABAA
AAA AABBBABAA
A BBBAAAAABBAA
AAAABBBBAABAAAAABBBAABBABBBABA BABBBA
BAAAAAABBAAABBBBBB AABBABBB
ABAABBABBB AAA
AAAB $
BABBAAAB BABBBBAABBAABAABAB
BBBBBBABBABA BAA
BB ABA
ABBAAAAAABAAA BAABBBBA
AABAAABBAA BABAAABBABABAAAABA
ABA AABAABBAAAABBAABAAB
AA AABAAABBBBBBAABAABBB
ABAABABAAABA BBBBBB
BBBAAA BBBAAABBABABAB
BBA ABBBBBAA
BABAAAA BABBBBBBBBBBABAAABBBABAA
AABBBAAABA BAAA
AABBAABAB BBAABBBBBAAABBABBAAABA
ABA AABABABABB
AAABAABBBBA AABBBBAABAABABBBAABAABABAAABB
BABBBABAABBBBA ABABBAB
A BABAABA
BAAAAAABAAABAABAAAAABABBBABAA BAA
BABBBBB BBAAAABBBBA
AAAAAAB ABABABBBB
AAAA AAABA
BBABBAABBABBBAAAABAABBAAAABAB BAABB
BBBABBBA AAABBBAABAABBABBBBABBBA
BBABA AABBAABBBABABAAAABBBABAAABBBA
BAAB $
ABBBBBBAAABAAAAA ABAAAABABA
BBAABAA AABAAAABAAA
ABBBAABBBABBAB BBAAAA
ABAAABBAAABBBAAABBABBBAABA BAABABAABAB
A AABBABBAAB
BABBB ABB
BBB BAAAAAABBA
$ AAABBABBABAAAAABAABAAAB
BABBAAAAAABBBA ABAABB
ABBABBBAA ABAABBBAAAA
ABBABAAAA ABBBBA
AABBBAAAABAA BBBBABB
AABBABBBB $
$ BABBBBA
BABBBABAABBBBAB ABABBABB
AABBBABBABAAABBBBAA AB
BBBABBBAAB BABAA
BBBAAABAAABAABBBBABBBBBBBABBBBAABBAA ABABAAABA
BAAAAABBAA BAABBB
BBAAAABBB BBABBBBBBAAA
AAABABBBAAAABBBBBABABBAABABB A
BBABABABB AABBBBBABAAABBABABBB
BAABBBBAAABBBAAA BBBABABBBBBBBBBB
AAAAABAAAABBAABA AABAB
AABAAAAA B
BBB BBBAA
AAAAABBAAABBAABAAAAA AA
BBBBABBAABBBBBB BAAAAAABBAAABB
AABAAABBBBBBAABAABBBBBB AABBB
AB BBBB
AB ABBABBBBBAABBABBBABA
AAABABAABAAAAABBAAABBB B
BAB A
$ A
AABBBBAAAAA ABBBAAABABBAAABAAB
BAABAABA ABAABAB
AABBAAAABABAAAABBAABBBBBA ABBBBBB
BABABBBAABBAABAAAABBAAAAA AAAABABBABABAAABABAABBBABBABBBBAA
ABBA AAAABBA
BBBBBABBBBAAAA AAA
$ BABBBAAAAAAAA
BBBBABA AABAABBAAAABBAABAABB
BAAAABABAAB ABBAA
$ BAAAAAABAAABAABAAAAABABBBABAAA
BAABABAA BAAABBABAAABAA
ABA AAAAABB
ABBBAABBB AABABAABABA
AAAABBB AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBABA
BBABAABBA ABAAAAAAB
AABBABBBABBBB AAAABAABAAB
AAAAAA BAABABBBA
BBABB AABBBBBAAABBABABBBBABABBBBBABABBABAABA
AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBB BAABAB
AA BABBBBABABAAA
BBABBAAAABBBBAABAABAABABAABABBABBAA ABAAAB
BAABABABAAAABBBAAB BBBBAABABBBAAA
AABBAAABAAABAABBA AAAABAABAABB
A AABBBAABAB
ABABAABB B
ABABBBBBBAAAAB ABBAAAAAAA
BAB ABBBBBABBBBBBABB
AAAA BBBBBB
AAABABA AABBBABBBABABAABBABAABAB
AABB BABBBBBBBABBBBABBBBAABBBBAAABBAABBBAAABBAABBAA
BBABBBBBBBAB BBBAAAABBAAABBBBAABBAABBAAB
BBBAAABAABBABBA B
AABABBBAB BBABBBABABBBAABBABABABBBABBBABAA
ABABBBBBBAAAABAB BB
AABBB ABAAABABBA
BAA AAAAABAB
ABBAAAABAAAABBABAABABAAB BBBABBBABAA
A BABAABBBBAAAABABBAAA
BBBBABAB BABAA
BAABAA ABABBBAABABBB
AABAAB BB
AAAAABBAA A
ABBAAAAAAAABA ABABBBBBBAAAABABA
BBAAAB BBABBABABAAABBAABABB
BBA AABBABAAAAAA
BBABB BBBBBABAABAAAAA
BABBBBA AB
ABBBBBBAAABAAAAA AAAABBBB
B BA
BBBABBABAABAAAABABABAA ABABBA
BBBB AAABBAA
ABABBBBBBAAABAABBBA ABAAA
BAAA BAAAAABAAAAA
B BABA
ABBBBAABAABBBA $
ABBAAAAAABBBBAB BAABBBBABABBB
ABAA A
BAABBB BAABABABBABAAAABA
BAAAABABAA AABAABB
ABAAAAAA AABABBBABBBB
ABBBBABAABA BAAAB
AAAABBABBBBAABA BBABBAAA
BAB BBBAAABAAABAABBBBABBBBBBBABBBBAABBA
$ AAA
AAABAA BBBABAABAABBAAAABAAB
AABBAAB BBBAAABBA
ABAAA BBABBBAABBABBABAA
ABBAABBBABBABAB ABAABABAAABAABB
AAABABAABBBAAA BBBBABABA
AAAABABBABABAAABABAABBBABBABBBBAAAABAAB AABABAAAABABBABAA
AABAAABBBBBBAABAABBBBB AABB
BBABABA BAAAAABAAAAABA
AAA AAAABB
BAABAABBB $
ABABBABB BA
BABBBBABABA $
AAAAAAAABBABA AABBAAABBB
BAAAAAABBAAAB BBBBABBAABBBBB
BBABBAA AAABAABAA
BBBBABBABABB BAAB
$ AABBBB
ABBBBABAA BAAABAA
BBBAABBBAA BBBBAB
AABABABBAA BAAB
BABBAB BAAABBBAA
BBBBBAA ABBBAABBBBBABBABABBBABBBB
AAAAAA AAAAA
AABBBAABAAAA AAAAA
BAABABBBAB BABB
BAABAAAAABA AABBABBBAABAAABAAABABAABABBBABABB
ABBAAAAAAAAB BAAABBABBBBBABAAABABABBB
AAAAABABAAB BB
AABBABBA AABB
AAABABABAA BBABBABA
AAAABBB AAAAABBAAAABAB
AAAAA BBBBABB
$ AAABA
BBABABAAAABAAAA BAABBAABBBBA
AABAAAB BB
ABBABAAABA BBBAAABAAABAABBBBABBBBBBBABBBBAABBAABA
$ BABBBBA
BABAABBBAABAAAAAB AAAAAAABBBBBABBABAAABAAB
ABABBAABBBBABAABB AAAAA
$ BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABB
AABB AABABBAABABBBABBBBBBBBABBBB
BABBBBAABBAABAAB BABBAA
BB ABBABABBABBBBA
BBBBAAABAB ABBAAABBBBABBAA
AAABA AABABBBBABA
AABBAAABABABAA AABABAB
AABBBBAABAABBBA ABA
AABABBBABBBBBBB AAABABA
AAAAAAAAA BBABBABABBBABAAABBBAAAB
AABBAAABBAABAAAB AABBBABABAABABAABBAAABBAAAABAAABABABABABABABAA
ABBBBBBAAAAAA AAAAABAABBA
ABBBABAABAAAABB ABA
AAB B
AABBAAABAAABAABB ABBAAB
AAABA $
ABBAAABAABBBAAABAAA ABBBABAA
AABBABAABBABAA A
BAABBBABAAA $
ABBAABAAABBABABAAAABAAABBBAAAAA BAABAABBABABABBAAABAA
ABBAAAABBABBBBBABAAAAAAA ABABAABAAAAAABAABBBB
BAABBABBB AAAAAAAAABABBBBABBABA
AABAABBAABAAABBABBA BA
ABBAA ABBAAABAAABABBBBBABB
AABBBAABAAAABB ABBBABA
ABAABBA AAABBBBBABAAAABBABABABBA
AAABABBAABAAAAABAA ABABA
BBABBABBBBBAAABBBBAB BABBAAAAABBABBAA
A AAABA
$ A
ABBBBABBBBBBBBAABB BBBAABAAABBB
BABBAAAAABBABBAAAABB BBAABABBBAA
AABBBB BAAAAABA
ABAAB A
AABAAAABBAABABAA BBABBAABBBAB
AABBBAABAAAAB ABBBABABBAAAA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBA BA
BBABBBAABBABBABAAB ABAAAB
$ AAABBBBBABAAAABBABABABBA
AABABAAB AABAAABABBBBBAB
A BABBAABAABBBBBBABBBB
AABBBBBB AAA
BBAABBBBBAB BBBAA
BAABAABBABAABAAB B
AABBBA BAABAB
BBABBAAAAABAAAABBAAB AAAAAABB
AAAABA AABABAAABABAAAABBABABBBAB
ABBAABAA BAAAAAABAAABAABAAAAABABBBABAAA
AAAB BAAAAABAABBAB
AABBABAABAABABABAAAABAAABAB ABABABAAAAAABAAB
BBBAABABBAAAAABBBAAABAAAA BABABBBBBBA
BABBAA AABBABB
AB AABBABA
$ AAABBABAAABAABA
AAABBABBABAAAAABAABAAABA A
BBBBABABBBABB BBBBAAABBB
BBAAAABBBB BAA
A AABB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBAB AAAABBBB
BBBBABABA BABAAA
BABBABBBB BABAAABBBBBBBAAB
BAA BAABABAAAABBBABAABBAABBA
BABABAABABAAB $
BA AABBBAABA
ABBBABAAABAAABBB ABBBBAAABAABBBBBBABAAA
AABAABABBBAAABABB BBABBAABB
ABBB BAA
A BABABBAAB
BAABAB BAAB
AAAAABABAABBB BBBBBAAAAB
ABABBABBB BBBAABA
ABBBBBAAA AABABAAB
AABBAABAB BBBABBBBBAABAABBAAABBBAB
BBBABBBBABAABBAABBABBABAAAABB BBBBABABB
BAABAAB AABB
B ABBBBAAAABBAABBBBAABBBAA
BBBAAAABABABAAAAAAAAAB BAABABAAAABBBABAABBAABBAB
A BABBAABAABBBBBBABBBB
ABABBABAABABABABB $
$ BABBAA
A AABBBBAABAABB
B BAAAAAAAAAAAAABBABAAABBBBAABBBBBBBBBBABBABBBAABBBABB
AAAAABAABB BABBBBBABBBBABBBBBBAA
BBAB BA
BAABBABBB $
BBABAA $
$ BBBBAAAABBBBBBBAABAABBBAAAA
BAAAAAABBAAAB BBBBABBAABBBBB
ABAA AAAAABBA
BAABABA BAAABBABAAABA
AAAAABAAAB BAAABBBBAAABBAAAAABABABBBB
BBBAABBB BAA
AABBAAABBAABAAAB AABBBABABAABABAABBAAABBAAAABAAABABABABABABABAA
ABBBBAB BAAAAABBBB
AAAABABABAABBBB AAABBABABBAABAABAABBBABAAABAAABAAABABBABABBBBA
BBBABAABAABBAA ABABBBABAAABBBBBBABBAB
$ AAAB
BABAABABBBBBBBAABB AAABAABBBABAAABAABAAAAAAAAAAABAAAAAAAAAAABAAABAAAAAAAAAAABAA
BAA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAA
BABBBABAAB BBABBBBAAB
BBBBBBAAB AABBBAAAAAA
BBBBA ABA
AABBABBBBA A
ABBBBB A
AABBABABABABA BBBABB
ABB AAAAABAABBBAAABBBBBBABA
AABABAABABAB ABBBAABBBB
BBABAABAAAAAABBBB BABABBB
AAAAABBAAABA ABABBBBABBABA
AABBBAA $
BAAABABAABBBBBBBBA BABAAABABAAB
ABABAAAB BABBAAAAABBABBA
BBA AABABAB
A ABBBABB
ABABABBBBABAABBAABBA BBAAB
AABBBBBBABAAB BAABAABBABAABAABAAAB
BABBABBBBA BABBBABA
BA AABBABAAABAA
BB ABABBA
A BBBBBBAAABBAABAA
AABAABABBBAA AABBABBBB
ABABBA BB
A BBBAAABB
AABAAABAA BBBAABBAABB
BBAB ABAAAA
$ AABBBABBABB
BAAAABAAAAAAABAAAAABABABBAAABA ABBBABBBAAABBAAAABABABBBAAA
ABAABBA ABABABA
AABA AAABABABBAABAAB
ABABA ABAAB
ABAABABA BBAABABABBBBBBAAA
B ABBABBABA
ABBABBABAABA BABA
AABABBBBAB BABBABBABBBBBBBABBABBABBB
BBAABAAAAB AABAAAABAAAAAB
AAAABABBABABAAABABAABBBABBABBBB BABABBBAABBAABAAAABBAAA
AB AABBB
BAAAAAABBAAAB BBBBABBAABBBBB
BAAAABAAAAAAABAAAAABABABBAAABAABA ABABBBAAAABAB
BA $
$ AABB
AABBAA $
BBAB ABAAAA
AAAAAABBB AAAAABBB
ABBBBBABBAAAAABABBA BBBBAABAB
ABBBBABABAAAA BBBBBBAAABABA
ABAABAABAABBABAAAAABBABAA BBBABABBAABAAAAAAABABAAAABBABAB
AB AABBBAABABB
$ ABBBBAABAABBBA
AABBBABBBAABAAABBBABAAABA ABABAAAAAA
AABBBBA BB
AAAAABBAAAABABB ABABABBBAABBABAAAABAABABB
BABABAABABAABAB BABAABAA
BBAA B
BBBBABAB BBBABBBBABAABBAABBABBABAAAAB
BBBB BBBABABAAA
BAABBAABABBBBAAABBAABA AAB
AAABAAAAA BAABAABBABBBAABBBBABBBB
BABBBABAABA AAABAABBBAABABBAB
AABBBBB BABABBBAABBAABAAAABBAAAAAAABAA
BBBBAAABBBBBAABAAABBAAABAAAAAAABBABBABBAAABABABAAAA ABAABBB
AAABBBBBBA B
BAAA AABBBAABAAA
BAABBAABBBB BBABABAAAABAAA
AAAAABB ABA
ABB BBAA
BBABBBAABBABBABAABAA ABBAAAAABA
A AAAAB
BAAAAAABBAAABBBBB AABBABB
BAA BAABABAAAABBBABAABBAABBA
AB BBBB
BBBA ABBABABBAAAAABBBBAA
AABABBBBABAAAAAAA BBBABABBBABBBB
BABA B
BAABA A
BABAA BA
A BBBAABB
BABABBBAABBAABAAAABBAAAA ABBABBBBBBABBABA
BBB BABBAB
ABBAAAAAA ABBAAAABAAAABBABAABABAAB
ABBBABAAABA ABBABABB
BBBAAA AAAAAAB
AABA ABBBBBBBABAABABB
AABABABABBA ABBABBABABBBA
BABAAAABB BBBBABABAABB
A BAAAAABAAABBAA
BABBBBA $
AABBBBBABBAABAB BAAAABB
AABBABAABBA BBBBBBA
A BA
AAAAAA AB
AABBABAABBABAABB B
BBBAAAABBAAABBBBAABBAABBAA BBABBBBBBBA
BBAAAAABABBAAAAAABAAAABABBBB AABB
AAAAAABABBBAAABA BBBBAA
BBBABABBBBBBBBBBA BAABBBBAAABBBAAAA
AAA AAAB
BAAAABAAABABAAAA BAABBBBBB
BBAAABA $
BBAABBBBBABA BBBABABBBBBBBBBB
BAAAABBBBABBB BABBAABB
BB B
$ AA
$ A
AAABAAAA ABABABBAAA
AA A
BAAABAA ABAABABBB
$ BA
BBBBBBABABA BBBAAABBAB
BAAABAAA BABBBA
BBAAB BBBBAABAA
$ BAAAAAAAAAAAAABBABAAABBBBAABBBBBBBBBBABBABBBAABBBAB
AAA B
BAABBABABBBBBAAAAAAAB BABBBBAB
$ BBB
$ ABABBAAAAAAAABBB
AABBABAABAABABABAAAABAAAB ABABABAAAAAABA
BAAAAAAABBAABAAABAAAABBBBAABB BAAAA
AAAABBBBB ABBBBBBAAABAAAAAB
BAAAABAAAABBAAABBBABBBBAAAAAAB AABAB
BABBBBBAABBB BB
BAABBAB BBBBABABBAABBBB
BABA ABBB
BAAA ABBBBA
AAAAAAB AAAAAB
BBAAAAABABBAAAAAABAAAABABB AA
BBB AAABB
AAAAABAA AABBA
AABBBABAAAABABAABBBABAA ABBBABB
AAAABABA BBBAAABBAB
AABB ABAABAABAABBABAAAAABBABAAAB
AABAAAAAB ABAABBAABAABAABBBABBAABABBBABAABBABBA
BAAAABBBAB BBBBABABBBABB
BBB AABAAAAABB
BBBBBABBBBAAAABBA BABBAAABBABAABBAAA
BAAAAAABABBA BBBAAAAA
BBABAAABABABBBB A
ABABBABBAB ABBBBAAAAAABAAABAAAA
ABBA ABABA
ABBAAAAB BBAABAAA
ABAAABB ABBA
BBAABBABAAABBB AABBABABBAAABAAAB
AAABBABAAABAABA $
BBABABAAAABAAAB AB
BABBABBBBA BABAAABBBBBBBAABA
BBBABAAB ABABBAAA
AAAB AA
BABAAAA ABAA
BABA BABBAABAABBBBBBABBBBB
BAAAABAAA BB
BBAABAABBBAAABAABBBBAAABBAAAAAAAABAB ABABABAAAAABB
AB AABBBAABABBA
AABBABBBB AAABAABBBABBBAB
ABAAAABABBB AAAABBBBBBBBAABB
AAAAB AB
AB $
ABABABABABBBABAAABABBAAAAA BBAAAAABBBBABAABBBBBA
ABAABBAABAABAABBBABBAABABBBABAABBABBA AABAAAAAB
AABABAAAABBABBAA ABBBBBBAB
$ AAABBABBABAAAAABAABAAAB
BAAA ABABBBAABAB
AABABAABABABBAA ABBBAABBBBBAA
BBABABB BAA
AABBBAABAAAA BAAAA
ABBBBBBAAABABBABA BBAA
$ AAAABBAA
BBBB ABAAAAA
AA BABBBBABABAAA
A $
AAAAABA AABB
ABABAABAAAAAABAABBBBBBB ABBAAAABBABBBBBABAAAAAAABBB
AABBBABBABAAABBBBAABA ABBA
BABBBBBBBBBBABAAABBBABAA BABAAAA
ABBBABABBAABBAABBABBABAAAABBABABAAABABAAAAABAAAAABABABAAAAAAABAAAA BAABAABBBBABBABAA
$ AAABABBBAAAABBBBBABABBAABABBBA
BBAABBAABA B
AAABAABBAB AAABAAABBBAAB
AABBABAB BABAABABAAB
BBABBAABAAABABABABBBAAA AAAB
AABB AAAAABA
BABAAAA BAABAAAB
ABBBBBABBBBBBAAABABAABAAAAAAA ABBAABBBAA
AAABBAABABB ABBBA
AAAAABB AAAAAABB
AAAAABAAB BBBABABBAABAAAAAAABABAAAABBABAB
AAABBABBABAAAAABAABAAABABA ABA
BBBABBBABBAABBA BBABBB
BAA BBABBABBBBBABABBBBAABABABAA
BBABAAAAAB A
AABAAAAAB BB
AAAABBBBBBABAAABBBABB AABABA
BAABBBBABAB AABBBABABAABABBA
AAAABBAABB AAAAABBAAA
BBBBABBAABBBBBB BAAAAAABBAAABB
AAA BAAAABABBAB
AAABAA BBAB
ABAA BAAABBA
ABB BABABAABABAABABB
ABBBABAA A
B AABBBAAB
BB AAABBBAABAABBABBB
ABBAABABABAB AAABAAAAABABABB
ABBBBAAAAAABAAABAAAAB AAA
BBBBABABBBAB ABBABBABAAABBAAAAABABBAA
BAABA ABBBBA
ABBABABBBBBBABBBBAABAAABAABBABBAABB AAAAAABBBAA
BBBBAB BBBAABABA
$ ABABAABABAAAAABA
ABABAAABABABBABABA ABAABBABBB
BAABBAABAAB ABBBBBBBABAABBBABBAA
ABBA ABBBB
BAAB ABB
BAABA BABBAABBAAAABBBABABAAAABBBB
BABBBA AABAAABBBBBBAABAABBBBBB
ABBAAAABA AAAAABBBAAB
AA BAAABBAA
AABBBAAAA BAABBBBBB
BBBABABBBBBBBBBB BAABBBBAAABBBAAA
AAAAAAAABAABBAAAABA BB
ABAAB AABBABBBAABAAABAAABABAABABBBAB
AAA BBBABBBABBAAB
BBBBABABABBBAAAABABABABB BABBBAA
BABBBB ABBABABBAAAAABBBBAAB
BBBABABABBBBB ABBBBBBAAABAAAAA
BBBBABA AABAABBAAAABBAABAABB
AABAB ABBBBABAABA
AAABBBBAB BAAABABBBABBBBABBABABAAB
BABBAAAABBAB AAAB
AAAABABABAABBBB BBABAABAAAAABBABBBABABBBBBBA
ABABBABBBAABBBBABAAA AB
BAAAABAAAAAAABAAAAABABABBAAABA ABBBABBBAAABBAAAABABABBBAAA
AAAB AA
BABBB BAABBB
AABABABBAAABA BBAAABABA
BAABA AABABAABABBBBABABB
ABBABBBAAAAAABBBBAA AAAABBBBBBABAAABBBAB
ABBAAAAAAB BAABBBB
BBBABBABA AABBABABABABAABA
BAABBBBABABBBA BAAAABAAAABBBBAB
AABBBAABAA $
BBBAABABBAAAAABBBAAABAA BAA
B AAA
BAABAB ABABBAABBBBABAA
ABAAAAB $
AB ABBABBBBBAABBABBBABA
ABBBBBBAB BABABBAAAABBBBAA
ABBBBBBAB ABAB
AABAAAABBAABABAAAA ABB
BABAAAA AABABBBABBB
BBBBBBAAA BBBBB
B BBBAA
BBBBBABABABBA AABABAAAABAA
AAAAABAA AABBA
AAABBBBBB $
AAAAAABABB B
ABAA $
AAAAAAB BBBBABBAB
ABAAAABAABB AAABBAA
AAAA AAA
ABBBB BAAB
BAAAABBBABAABAAAB BABAAAA
AABBB AABAAABBBBBBAABAABBBBBB
BAABA AAB
AAA BABBABAAABAAABABBBAABAAABAAABABAAABBABAAABB
B BAAABABA
AABB BBAAAAABABBAAAAAABAAAABABBBB
BABBABBBA BBBBBA
BBBBBBAAAB BBBBBB
A $
AABAAAAAB BB
AA BABBBBBBAABBBAABAABABBBABABAABBBAB
ABABAABAAAAAABAABBBBBBBBBB BAAAABBABA
ABAA BABBBBBABBBBABBBBB
ABBABBAAAABABBBBAAABAAABBBAABBBAABAB B
AAABBA AABAABAABAABABBA
BAAABBBBABBBA B
AAAB ABAA
BABBBAAB BBBBABABABBBAAAABABABABBB
BBBBBBAA BBBAAABABBA
BBBBBABBBBA $
BAB AAABBAAAB
A BAAAAABBBBAABABABABBBAABBAAAAA
AABAAABBBBBBAABAABBBBBB BABBBA
BBABBBAABBABBABAABA BBBBAAB
BBABBAA BBAAAAAA
BA ABABAAAAA
BABBBBBBBBBBABAAABBBABAA BABAAAA
AABBAABBABBBAABB BABABBAAAABBBBAABAA
AAABAABA $
BABBBAA BBBBAAABAAB
BAAAABAAAABBBB ABBBBBABABBAABAABBBBA
ABAAAB BBABBBAABBABBABAAB
BAAAAABABAAB BABBBABAABBBBABABA
$ AABBBABBABB
A AAAB
ABAAA BBBB
BA ABAABB
BBBABBABA BAABBABBAB
AAAAABBAAABAABBAABA AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBBAA
BABBAAABAB BABBBBAABBAABAABABAB
ABBBBBBABAABBABBABABABAAAAAAAABAABABA BBABAABABBBBAABABBB
BAAB BAAABBABAA
BBAB BA
ABAB BBABBAABBABBBAAAABAABBAAAABA
BBBAB BABBABBBA
ABABBAB BBBABABB
AAAA BBBAABAAB
AAAAA BABABAABAABB
BAAB ABA
BBABABBBABBBABBB ABBAAAAAAAAAABBBBAABABA
BABBBBBBBABBBBABBBBAABBBBAAABBAABBBAAABBAABBAAB AABBB
ABBABBBBBABBBABABBABBABBBAAA ABAAAAABABBAAABBB
AAA BABBAABAA
BBBBB BBBABA
BAAAAAAABBAABAAABAAAABBBBAABBB BAAAAB
ABABBBBABB AAAAABBAA
ABAAAABAABB BAAABABBBABBBBABBABABAA
AAABAABAAB ABABBABBABBBBABABB
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABABB AAABAAA
ABBBABB BBBBAAABAABBAAB
BA ABAABB
BAAABA B
AAABBBBBABAAAABBABABAB ABAAB
$ AAAABBAA
BBABBAABAABBABAAB ABBABAABAAAABAABBA
BBABBABA AAABABABAA
ABBBBAAABAABBBBBBABAA BABBABBBAB
ABAB BBABAABABBBBAABABBBABB
BAAAB AAABBAA
ABAAABBABBABBABBABAAABB ABABBBAAAABBAABABAABA
BABBBABA BAAA
ABBABBAAAABABBBBAAABAAABBBAABBBAABABA ABBABBBBABABAABBB
B ABBABBABA
BBABAABAAAAAABB BABAB
ABAAA AABABABABBAA
AAAAAAAAA BBABBABABBBABAAABBBAAAB
AAA BBBA
BBA AABBABAAAAAA
B BABAAAA
BA BBABBABBBBBABABBBBAABABABA
BAABAAB AABABAABABBBBABABBAB
BBBAAAAABB BBBABBBAABBA
$ ABBBBAABBAAAB
BAAABBBAA AAB
AABAAAA B
ABBBBB A
BABA BBBBB
ABABB ABBBBBBAAABAAAAABBBA
