28044
DXAU` XPCm
PcalpPCU`Lap^]_N`ON ]lKf`^]_OOB]_N
r\`mVamLcP c
DBU`d XPCmd
cUr`EpVPCTGUg klTeU`qbXg
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU` KmUi`
WYmL [qjXjeFn^EW\Smq
e f`U`dfVRamiLV\
WXRm fFTqm^P]lelgm
fPVGeq ZTPZPSWTrYcN
D Mm\XpPeU`dn^n
K [hd_
F^eTMZ\ cFr
kTA cTRaVemQL_dd
KQnokTd akchTd
rV`QZ qjAZ]_flTGnYmLQa\An
mn cBXEYE^BoM
DDMpJI\l WXE`ErY[Sj_B]_f
GXYZ Z\pale^
cBof`U`dIPcQD[ o^\
Dh\lV\Ta^] Kh]GU
iIeUgGe ecGPch
L cB
klTWYKm\lVT`c Z\SV`
WDP PmLPM
]ldPlF rcV`mU`QaXgQ
iIOch ecE[ZInh
D ZZhmqSXSBU`Labo
e nHjOcEPVN
mn cBXEYE^BoM
inXXealeQ\ rC
W^C fFTqm^P]lelgm
cTYh cINPcl`
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
koUYma^] cFfYjedLVS
f`^]lPh\_OOOM Pc^]_OON`
MTjZe Z
WYAgQgeqcYWMM ecYM
MJcPTEW^idj cdj
]ldPTcAMTj[LIXB [qB
]lN akchTdPT
cBYXCU`mnoiVTKZ^UCD fGDm
\M\m^cU`qYNK m[a
KQnokTd akchTd
_dBFnY iYK_flTGIiV\\caVh
fP`mU`LMb\FVO Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB
f`^]lnD[FV W\F[OF
cUr`EpVPCTGUg^ ]jf`^
Z\SV`^ fTO]fDBJ^a
bm fMDWob
mh m
KamiLVEWT KMjXToPV
SWUigma cUPTPVMYKa
nHjOcEPVNc ec
akchT KQnokT
kTAZRQ[`YmL ZSD\AU`LabYcKQ[rc`ErTL
ZTPZPSWTrYcNcGPG ecG[T]
ZhmdrXRQUCmQrAQhaU`LaePPP ahdBF^U`K
ieX ZEWL
rCJF fPVIMbJF
rJkC^YK_B]_N ZeQejXBCm^]_N
ecE $
mn cBXEYE^BoM
fMTQXgU`aU`QAmQI m
WYmL [qjXjeFn^EW\Smq
e nHjOcEPVN
fP`mU`LMb\FVO Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB
ecE[ZInh cdEihNcE[
KQejJSIfaU`qYUcXR^]llEWR^ ilSWBYcmQfVpcA^
rTG echlBJkPRU`LaD
ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJ Im
kTAM ZWIc
cUr`EpVPCTGU klTeU`qbX
[qBZZSBQIZ\paYK ]Vp\PPLSLqBMRQj
[hTY^dS[C\ WJkCJkTF
f KMjXToPV
$ f`a
cF Qe
rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^ DhLUbXB
eDWdBPSfm\mQXqp WocUCofP
Dh\lV\Ta cUr`EpVPCTGUg
DDbYXS `an
]j elc
rcVPPhmqb inXXealeQ\
ecE[ZIn iIOc
\M\m^cU`qYNKa L[a
f KaIXBZgQLEJSn^SfTjD
W^LE\lVhmqDMT UKWT
ZeQejXBCm^]_ rJkC^YK_B]_
ecG[cE[TNN ecE[ZInhT
I^kk ecE[chTN
m bAI
j[jqqjAZC_B]lIidEPl KQfYje
WXR fFTqm^P]lelg
ginfTj Wo
rPEWgU`QcU`qYMJcGPlBYXZRmmalrSmaa P`ECa
MTj lGDD
$ SMX
akch KQnok
PAU`aU`LaYL Y
ZEYErDM \
ZEWhmaaIeUUP ZZ
F^eTMZ\ cFr
fP`mU`LMb\FVO Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB
KaIircP ]lNNA[Jqh
fMDWobj bmj
cBYXCU`mnoiVTKZ^UC kTdPTNdPchTdPlB
rJkC^YK_B]_N ZeQejXBCm^]_N
ZJ^ iV\pQflhc^
]lae^PN kTAKQ
WYAgQgeqcYWM ecY
ameTrScm^]UfVr Z\
cqh Mm\XpPeU`dn^n
cBo gc
rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^ DhLUbXB
imJhFRFnC^n [hBX^UrWFBTCpma[
O mA
elc ]j
ZSBH]U cUPEYEg^]_N`OB]_
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU` KmUi`
]lKf`^]_OOB]_ PcalpPCU`Lap^]_N`O
fGULrcPB^nlnIAnXrpQPA cdl^
MTqcGP_ rcXeQIMJchT
m`A il\Yb
ecjD ZhmdrXRQUCmQrAQhaU`LaePPPPPPP
kTAZRQ[`YmL ZSD\AU`LabYcKQ[rc`ErTL
PXgU`LaDiY jMQnobmiLG
rrVP`kP ]jrcVGU
mAj obj
kTAZRQ[`Ym ZSD\AU`LabYcKQ[rc`ErT
ZSXmQVMD]jrV`Qeji_ kldj_eme
Kh]GU_ iI\_
DXmq[F o^\F
DiB KU`La
ahdBF^U`KPP WoKQD\X\TaQDSmLamPP
jZY\\c ZT`mU`a
cBXEYE^BoMT mnT
kcS]l] A
fMDDXmLa[F rTFL
fMTQXgU`aU`QAmQIcd mcd
DANU`dhR rPganXmdLLnDDDXAQhL
ZLh mc
Z^TgQRkPhXEYECmaYqcSi K^]hf
ZYjlnB^W ]ldPchTNNAiIiBdEJBUVGZ
KaI MA
cINPcl`q PVPVM
kTd[T Q
MJcPTEW^id cd
ieX ZEWL
Bp`YXh ]lNAZLLl^TYDTaU`qTQmLaYPmQ
l m
m l
ilYfVp` KTjecPB
W DfW
RhSBUqg f`U`dfVRamiLV\Y
ecPMWmTaPaY PAaY
]lKf`^]_OOB]_ PcalpPCU`Lap^]_N`O
cFLhTTPC ^X^B
ZLqB\DDXAU` fPcV`mianWFDdhdrm
PAaY WA^emmMGY
cdjqrcScTr\mQXSiB mrYERg
kTd[ LSBjkTdP
iVrSV`amArmd[P\ WoDDT]q
ZT`mU`a jZY\\c
DB `
ZLCmaVe PAal
DANU`dhR rPganXmdLLnDDDXAQhL
ZZho`ag^]UVLBTSD cTYhq
fL W^LE\lVhmqDMTl
DijijqhTCma K^]hf
WoDDT]q iVrSV`amArmd[P\
ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJL gi
d il\Yb
P`EC rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma
KameB B
rCJ MmpQ^J
cUVgG DijJqjeF
ZEWnm\ P
mn cBXEYE^BoM
fFTqm^P]lelgm WXRm
f`Smm^anh ZrpQLE
aSfPPY]jN ]lAL[aaaaa
$ kcEP
[ cFfnhXjA
ecEIcGPlTRalhm KmU`QcalCmU`QXemU`dh
ecPMWmTaPaY KanDpanXcaY
]lNAZLLl^TYDTaU`qTQmLaYPmQV Bp`YXhV
$ SMX
KU`aQhQcalRU`dR cBJg
rCJFg fPVIMbJFg
cUr`EpVPCTGUg^ ]jf`^
]ldPc kS
cINPcl` cTYh
K^]hf Z^TgQRkPhXEYECmaYqcSi
encSKmman ZS
ZTPcXhmaamiBBD ahdBF^U`K
fPT a[^ERihrTP[
kTADhAjllT`U` [DZNcMSPm
cNchcG[lBJk klT\TLQfeTZTGDTQpEWp
DfW W
KalLLlhXhrY kTA
`RaSiaaa ileU`La\XhmL
Dfc cNc
fPcA^]_OOOO f`^]lPh\_OOOMO
KameB B
klTWYKm\lVT` iV\pQflh
rh ZnIi_
rcV`mU`QaXg cTC
rCYc ZJ
KmUi ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU
ecE[ZInhT klTYIkT
[h eKhi
kldhF r^KXeamA
[hUrW^UcXLrchG n
PXeQURalYnXCQD ecEIcGPlTRalhmLa
]lNNA[Jqh KaIircP
`a imJhFRFnC^n
ZeQejXBCm^]_ rJkC^YK_B]_
fPVIMbJF rCJF
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBr r`mFVO
Zr f`Z^]KlVHTM
rPganXmdLLnDDDXAQh ecEIcGPlTRalhm
Sc fPVGeqc
cINPcl rccU
rPgaVCamXjeTZR^ klTWYKm\lVT`c^
fGD cmaal\`
rrW^dBUcc fFTqm^P]lelgm
DWTTGIech Dfch
ecE nHjOcEPVNcE
D rPLE
a[^ERihrTP[ fPT
iVZZE`ESWF[TF jZY\\cU`q[F
ZmgqmUQea cUrYER^]_B]lniBrb^Y
ZEWhmaaIeUUP ZZ
Ni ecY]
DANU`dhRa Z\
Kame $
[hBJkT MmpQ^JkT
WoDDT]qS klUc
_dBFnYA fPPR
m fMTQXgU`aU`QAmQI
DiB[ WocU`\
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHeH UCJFgeH
[hB MmpQ^
DD ecEIcGPlTRalhmLa
DDDZaal^YTgQ cFhd
mAj rVGecSbj
]Mchc Nopa
KQnokTd akchTd
UCJFge MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe
]j [\mlo
ZEWL ieX
$ Df
ecPMWmTaP PA
PAalhA f\DaEm
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe UCJFge
DD[FVOBB cRXRBPlEWr\VPTFVOrBrBrBr
KU`La\c^]lnf KalLLlhXhrYM
iYjAIic`nh im
rCoD j
mh ecSmA
PXeQ[CKP ]hl
DB `
e f`U`dfVRamiLV\
Kma]Vga MJcE[ldEiEJE
]Vp\PPLSLqBMRQj [qBZZSBQIZ\paYK
rPganXmdLLnDDDXAQh ecEIcGPlTRalhm
ilYfVp` KTjecPB
]lKf`^]_OOB]_N` K^]_OON`OO
f`^]ll XX\paVnV
KU`La\c^]lnf FW
cmaal\` fGD
]lKf`^]_OOB]_N PcalpPCU`Lap^]_N`ON
GXY im\_fnXVG
mE[ Naaaaaaaaaa
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe UCJFge
KZg c
b[aa klFh
Ah_]Ve DWdqjA[P\bJkPpccaI\_fVp
rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^ DhLUbXB
]ldPc kS
ecE[ [
iVZZE`ESWF[ KU`ImQFqborQ
iIeUgGe ecGPch
Kma]Vga MJcE[ldEiEJE
cUr`EpVPCTGU klTeU`qbX
cNch M
]Vp\PPLSLqBMRQjl [qBZZSBQIZ\paYKl
a[^ERihrTP KU`La
r^KXeamA MmDMTMcSMWmpmmQ
kch`l fPrWCQULEe
]lN akchTdPT
rPLEJ DJ
WoDDT]qS klUc
P`EC rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma
c MJcPTEW^i
cFflnniBZRQrAFej KmQn^TMb^\\VMpaI
ameTrScm^]UfVrb Z\b
bm fMDWob
WJFgeQmo rr`ErDKU`dRFgeKeKeQReKeQmo`QmK
iROcb cTRaVemQL_d
cUTFV [BF[E`Er[V
rcmqpU`Qmq kS
rcU`aQ[PZcWY] kcY]]]MM]M]]
eY f`U`dfVRamiLV\Y
$ f`a
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBrB fP`mU`LMb\FVOrB
Zr f`Z^]KlVHTM
DWTTGIec Dfc
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReH UCJFg
iIOc ecE[ZIn
akchTdPT ]lN
cBo[q BjLq
`an PAQDYWJkCJkVMDD
ZZhmqSXSBU`Labo Mj
ecE nHjOcEPVNcE
ec nHjOcEPVNc
MmpQ^ rC
Kmm _dBFnYA
ZeQejXBCm^]_ rJkC^YK_B]_
ZeQejXBCm^] rJkC^YK_B]
ZZeanh KU`dRFnPZlRM^]lN
c MJcPTEW^i
ZLqB\DDXAU`a DqB
[qjXjeFn^EW\Smqb eEPTSKmaYqcENcE[lB
K^]hf Z^TgQRkPhXEYECmaYqcSi
MmTaU`ammmU`amaIOc echTd[TdPcR
MmTaU`ammmU`amaIOc echTd[TdPcR
cTR^] KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE\
WocUCofP eDWdBPSfm\mQXqp
KaINiSFRkPnniWj [EA[CYXL
Km[mUa[GV DD[FV
DXAmm^]lnfTMSmj LAj
inXAaYqcScF GXY
MJcPTEW^i c
[Jhd W^nlhV`^]lYjJ
\M\m^cU`qYNKaa ]lAL[aaa
]Vp\PPLSLqBMRQj [qBZZSBQIZ\paYK
ec nHjOcEPVNc
UCJFge MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe
DANU`dhR rPganXmdLLnDDDXAQhL
ecSimAIKmam iYjAIic`nh
fFTqm^P]lelg WXR
KaI cFflnniBZRQrAFej
ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJ Im
cBXEYE^BoM mn
K^]_OO ZgQURmQLhDFjlmJLI\_
KaIlEWLEAL_M DXcaIJ_
ZgQURmQLhDFjlmJLI\_N`OO fM\c^]_OOO
rr`ErDKU`dRFgeKeKeQReKeQmo`QmK WJFgeQmo
WoDDT]qS WoDWTh
ZEWL ieX
nPT PXRalg
Q^`j cUPTPVMYKaI
KQnok akch
fPVIMbJF rCJF
FGMcSY]]MMM]Z]M kcY]]]MM]M]]
iY rC
fMrYECrEpcAU`LY ZemU`L
m fMTQXgU`aU`QAmQI
kTAZRQ[`Ym ZSD\AU`LabYcKQ[rc`ErT
ginfTjWD f`aVCU`LaePPPPPP
WW DfWW
Dfch kcEP
Df $
PAQrcalnIX rCYA^]_oflganhd\llnl^dBdq
kcSk encSKmmanf
[BF[rWhcm^ qjAZ]_flTGnYmLQa\An
cFflnniBZRQrAFej KmQn^TMb^\\VMpaI
jZY\\cU ZT`mU`aU
rV`aI\lVgaYKlleaYj WmA
klTpPSWUPre cBYXCU`mnoiVTKZ^UCDPPP
ilY DTjZ]glCURdejOcPfn
kMT kcGPT
$ Kame
ZT`mU`aU` jZY\\cU`
DB^] PXT`_U`a^R
]jb[aaa [
fPVGeq ZTPZPSWTrYcN
m mh
mAj fPWnFV
RhSBUqg f`U`dfVRamiLV\Y
PcmmU`amaIiLnXc Z
rrW^dBUc XRQRFVOGrmd[rYER]ll\SMmp
iIeUgGe iYq
kTAZRQ[`Ym ZSD\AU`LabYcKQ[rc`ErT
biol W^Z
fMDWobj mh
j[jqqjAZC_B]lIidEPlU MmY
ahdBF^U`K ZTPcXhmaamiBBD
inhJrc XX\paVnVE
M]j ]lA[rcS
rCJ fPVIMbJ
MKTj[SnoV`U`amaZ KQUT`^
M UK
aSfPPY]jNaaa N
WJFgeQmo rr`ErDKU`dRFgeKeKeQReKeQmo`QmK
ZJ f`
P`EC rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma
Kmm _dBFnYA
Z\[F o^\F
VYBU ZEWnm\j
iYK_flTGIiV\\caVh _dBFnY
Kame $
kTAK^p]lYkjeUi f`mmaYK_flYRk
_dBFnYAQ MmDMTMcSMWmpmmQ
rccU` cINPcl`
fM\c^]_O ZgQURmQLhDFjlmJLI\_N`
ecj r`
UKWT W^LE\lVhmqDMT
Kame $
mhj ecSmAj
kM kcGP
D rPLE
kTdPcPTeU`a^]lYK_fmXBhcaIARkCYV`U`QVP`oWoKQL_ee cTZ^B\J
P`EC rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma
]McYM]MM DJWNcYM]M
WJkTFVOB rV`U`kcanWUTFVOrrrBBBBr
]lN akchTdPT
fM\c^]_OO ZgQURmQLhDFjlmJLI\_N`O
DBQLh fP`mU`LMb\FVOrBr
il\Yb XWC
rCJkVPV [jqhUPL
[qBZZSBQIZ\paYK ]Vp\PPLSLqBMRQj
jZY\\c ZT`mU`a
rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^ DhLUbXB
rcV`mU`QaXg cTC
KmQj_N`OfYjXjiLYKl DmlB^]KllpcBV`^]_Bl
f`Xm iVCU`
WocU`\F a[^ERihrTP[F
kcGPcSNa L[Oa
DWTTGIe r\`mVamLcPN
cUr`EpVPCTGUg klTeU`qbXg
f`mmaYK_flYR MmpQ^J
MKTj[SnoV`U`amaZ] KQUT`^]
eY f`U`dfVRamiLV\Y
iYK_flTGIiV\\caVh _dBFnY
BL inhAI
rJkC^YK_B]_N ZeQejXBCm^]_N
ZWIc kTAM
e f`U`dfVRamiLV\
]jrcVGU rrVP`kP
[hB MmpQ^
m` ]lA]lAKU`QAaIiEOcEPTAb
fPVIMb rC
DDMpJI\l Woi
K^]_OON`OO ]lKf`^]_OOB]_N`
KmUi`d iIiBdS
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
MTj lGDD
ZEYErDM Di\bom
nHjOcEPVNc ec
Di\bo f`U`dfVRamiLV\Y
cC^HL cd
[q ]ldPTcAMTj[LIX
cUPEYEg^]_N`OB]_O rJkC^YK_B]_N`
^X^B ]lAklUPhcU`dfmeNcGPcPF[`
rCYA^]_oflganhd\llnl^dB rP^NcP
fMDWobj bmj
f`U`dfVRamiLV\Ym K^]lnH
rCKPP PmLPM
ZeQejXBCm^]_ rJkC^YK_B]_
iIOc ecE[ZIn
[LIJhBYmLa DWoj_N`Ofnfm
[BF[E`Er[V cUTFV
[S[ Bp`YXh
ilY DTjZ]glCURdejOcPfn
ZgQURmQLhDFjlmJLI\_N`O K^]_OON`O
ZSD\AU`LabYcKQ[rc`ErTL kTAZRQ[`YmL
KQrVP fGRHL
RhSBUqg f`U`dfVRamiLV\Y
cC^HLj cdj
rP^NcP rCYA^]_oflganhd\llnl^dB
rCZNcS[ fMTQXgU`aU`QAmQIcd
LA[aa rVGecSbjfaa
ameTrScm^]UfVr Z\
fM\c^]_OO ZgQURmQLhDFjlmJLI\_N`O
rrYERmmaYjXjeB^YUea SWUigma
fPVIMbJFge rCJFge
PmdZ]lnhedqjARF cBJgF
rC fPVIMb
rrWLEOcSklTrpU`dh b[aa
rTFVOBBr DfmHVPTFVOrrBrBrrrBBrBBrrrr
bS MTMch
WYAgQgeqcYWMM ecYM
imJhFRFnC^n `a
rPganXmdLLnDDDXAQhL ecEIcGPlTRalhmL
FPca bAjfaaaaaaaa
]LjH ZLBUrYE\
K^]_OON`O ZgQURmQLhDFjlmJLI\_N`O
MmpQ^ [hB
bYMaa N
Mm KmkQRkcmd[`lXe^TlnXVM
o^\F Z\[F
_dBFnYA Kmm
DD DANU`dhRa
ilCmaY ]Vp\PPLSLqBMRQjlY
id fGULrcPB^nlnIAnXrpQP
K cUrYER^]_B]lniBrb^Y
bm fMDWob
iVn WA^emmMG
m fMTQXgU`aU`QAmQI
WYmL [qjXjeFn^EW\Smq
DD kUU`Jkr`ESffTjL
DXAU`aaIXjAhdRkcXCU` ]PqS
irhXT` [qBC
NaaaPa mjfaaa
cUVgGn ]lAklUPhcU`dfmeNcGPcPF[`
rcAQej\llr WE[lUCoqfPVMbYcUJf
[DZNcMSPmdDm ]McYM]MM]
`JX^kaTRj PAU`a
cC^HLj cdj
r\`mVamLcPN kch
fPcA^]_OOOO f`^]lPh\_OOOMO
rCJ fPVIMbJ
iIJS SPrYELTRQ
DBQUR^]_B MKTj[SnoV`U`amaZ
cd cC^HL
Bp`YXh MTjPVMpU`aU`QVP
DDSVGhq[FV [hTY^dS[C\V
rr`ErDKU`dRFgeKeKeQReKeQmo`QmK WJFgeQmo
[qBZZSBQIZ\paYK ]Vp\PPLSLqBMRQj
b DXAmm^]lnfTMSm
]ldPTcAMTj[LIX [q
O mA
klTYIkT ecE[ZInhT
cFf WZ
rCJ fPVIMbJ
kcSD_Xm inXAU`QVM\cmQnYmaU`QcmmU`
f`Xmq ZgU`QmLa
KTe^]_fVVS PXnnD
fPVIMbJ rCJ
]e DDbJFn`\FV
imJhFRFnC^n `a
[qjXjeFn^EW\Smq WYmL
inXXealeQ\ rcVPPhmqb
f`a $
PcalpPCU`Lap^]_N`O ]lKf`^]_OOB]_
rcAQej DDMpJI\lI
fMDWob bm
bm fMDWob
rVGecSbj mAj
fGRHLT iVZZE`ESWF[T
Z MTjZe
Z\[ o^\
Ae PmdZ]lnhedqjARF
nHjOcEPVN e
]lKf`^]_OOB]_N` fM\c^]_OOO
WoDDT]qS WoDWTh
c r\`mVamLcP
K^]_OON`O ZgQURmQLhDFjlmJLI\_N`O
DWoj_N`OfnfmeP WDPPPP
cFf WZ
kcSD_Xm fMT
$ echlBJkPRU`La
rTFVOBBr [BF[E`Er[VO
[jeFKrccQflTGfmcD Mm
m fMTQXgU`aU`QAmQI
ZLBUrYE $
m fMTQXgU`aU`QAmQI
DiBRmXBhQAU`La fM
inXXealeQ\ rC
rrYERmmaYjXjeB^YUeaI WXpcXeaVZR
f`Z^]KlVHTM Zr
rcmqpU`QmqY ZR^]lVZR^]_B]_
akchTdPT] KQnokTdPT]
Bp`YXh KQr
KamiLVEWT `rrWeQZcVTEp
UCJFge MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe
kMTd kcGPTd
fPVGeqcG ScG
ZnVrp^]lYj iYjAIic`nh
DXmQcaIedrIcYg MJcY
fPVIMb rC
DDMpJI\l WXE`ErY[Sj_B]_f
iIeUgGe iYq
rcVMYC cTp`
PXnnD KTe^]_fVVS
cFf MKTj[SnoV`U`amaZ]
PcalpPCU`Lap^]_N`ON ]lKf`^]_OOB]_N
ecEIcGPlTRalhmL KmU`QcalCmU`QXemU`dhL
WYVMY CDb
WocUCofP eDWdBPSfm\mQXqp
cUPTPVMYKaI WXpcXeaVZR
kTA SU
mAj rVGecSbj
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
UTFFH Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBrBr
cINPcl rr`EeU
]jrrWE`EnVhA^]F iIiLYj\
f`Xmq ilemmQUSBU`La
cUTF [BF[E`Er[
Bp`YXhV KQrV
ZeQejXBCm^]_N rJkC^YK_B]_N
o^\F Z\[F
MJcPTEW^id cd
[h eKhi
f`m^]lYKlV\\mLacilYfI\lmAc PXgU`LaDiYqi
$ Kame
rrWLEOcSklTrpU`dh b[aa
$ Kame
iIeUgGe MTM
b AJ
kldj_emee cd_
r^KXeam imJEArXpPRU`a^]llT`manh
f`U`dfVRamiLV\Y Di\bo
iIeUgGech ecGPchch
XX\paVnVE DfJcEPchc
MmYramFh cFIkTdPcS
K^]_OON ZgQURmQLhDFjlmJLI\_N
pNiSWdBA inW
MWT kN
ZLh [kcPa
fGRFn`JFnV ZYRFnPEWTMSkHcm^]_fmXBcSfl\
bmj fMDWobj
Km[mUa[G DDbJFn`\F
cmaal\`mP rCKP
KmU`QcalCmU`QXemU`dh ecEIcGPlTRalhm
echTd[TdPcR MmTaU`ammmU`amaIOc
WYAgQgeqcYWMM kcY]]M]]]M]]]
]jrrWE`EnVhA^]F_ KmmaYK_
ScGPG kG
Pmn\FN inhAIM
]j[rcEPTdP r\`mVamLcPNch
ZY [
DhAUEWrYf`aVhAQ GXY
klUcX^FhdLhd KaINiSFRkPnniWj
[Jhd rP^NcPd
kch`ld iIJ
UKW W^LE\lVhmqDM
rPEWgU`QcU`qYMJcGPlBYXZRmmalrSmaam DDMpJI\lI
DfmHVPTFVOrrBrBrrrBBrBBrrr rTFVOBB
WoDDT]q iVrSV`amArmd[P\
PcU`LaePPPUFP ]j
ZSD\AU`LabYcKQ[rc`ErTL kTAZRQ[`YmL
ahdBF^U`K WD
FGMcSY]]MMM]Z]M kcY]]]MM]M]]
MTMchG ibBe
mhj mj
f`U`dfVRamiLV\ e
KQnok akch
cTSiBRU`q \
K^]_OON ZgQURmQLhDFjlmJLI\_N
e nHjOcEPVN
V`QZ]lIYJ DhJqj
mA ob
kTAZRQ[`YmL ZSD\AU`LabYcKQ[rc`ErTL
ecSmAj mhj
f`Xm iVCU`
F^eTMZ\ PAalh
`an KaIXBZgQLEJSn^SfTjD
ZeQejXBCm^]_N rJkC^YK_B]_N
Z^FjlnBaYqcY DWBocMTdhaaIOncYM]]RRMMM
cUTFV [BF[E`Er[V
MmpQ^J f`mmaYK_flYR
ecYM WYAgQgeqcYWMM
K^]_B]lY jMQnobmiLG
ZCmMhhF^ PmdZ]lnhedqjARF
cUPTPVMYK SWUigm
fP`mU`LMb\FVO Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB
kTd[coTTK^]lIO MTM
cFha^]lm Kma]Vga
r`mFVO Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBr
kN MWT
Z\YXK^]li KU`La\c^]ln
KUF`aWc^ PAU`LaYW\FVOr
fM\XSW eEPTSKmaYqcENcE[l
cdEihNcE[T] ecE[ZInhT]
im iYjAIic`nh
ZRmmU DDpU`a
kUU`Jkr`ESffTj Z^NcG[Td[TA
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBr fP`mU`LMb\FVOr
ecEIcGPlTRalhm KmU`QcalCmU`QXemU`dh
ecEIcGPlTRalhm rPganXmdLLnDDDXAQh
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
rPeU`qpU`dhQc U
DXX\paIiLmOcPUPYnXEYEYRk klT\TLQfeTZTGDTQpEWp
kcY]]M]]]M]]] WYAgQgeqcYWMM
fPVIMbJ rCJ
K^]_OO ZgQURmQLhDFjlmJLI\_
Zr f`Z^]KlVHTM
ZLqB\DDXAU` fPcV`mianWFDdhdrm
rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^ DhLUbXB
rCJFg fPVIMbJFg
o^\F cBof`U`dIPcQD[F
[DZNcMSPm kTADhAjllT`U`
rJkC^YK_B]_ ZeQejXBCm^]_
WYAgQgeqcYWM ecY
DXAU` XPCm
$ kchch
DDSVGhq DiB
PmLPMP rCKPPP
WoDDT]q iVrSV`amArmd[P\
o^\ Z\[
KaI cFflnniBZRQrAFej
FDImU`dE cFhd
f`Smm^anh WoiI
ZTPZPSWTrYcNcGP k
inW fGRkPEYESBm^]_OOflpVMjaaIASc
S fPVGeq
fMTd DiBRmXBhQAU`LaTd
[qj D
klBo ZAgaYcS
]Mchc Nopa
cFflnniBZRQrAFej KmQn^TMb^\\VMpaI
Df $
DDMpJI\l WXE`ErY[Sj_B]_f
iIeUgGec ecGPchc
eDWdBPSfm\mQXqp WocUCofP
]jf`^ cUr`EpVPCTGUg^
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU` KmUi`
DXAU`aaIXjAhdRkcXCU` ]PqS
[LmOIi f`^]j
ZLBUrYE\ kUU`Jkr`ESffTjL
KQUT`^] WZ
KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE Kmm^]lI
f`^]lPh\_OOOM fPcA^]_OOO
ZYRFnPEWTMSkHcm^]_fmXBcSfl\ PVPV
ZS encSKmman
inhJrc `W
DXX\paIiLmOcPUPYnXEYEYRk klT\TLQfeTZTGDTQpEWp
nHjOcEPVN e
XPCm DXAU`
[S[ Bp`YXh
Dq PAU`aU`LaYL
WoDDT]q iVrSV`amArmd[P\
PXdrcGPTAim\llSD Mm
ZT`mU`a jZY\\c
kTAZRQ[`YmL ZSD\AU`LabYcKQ[rc`ErTL
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
]jrcVGU rrVP`kP
WW DfWW
MJcYM MQVjegSYp]
rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma P`EC
ZrpQLE P`ECam
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBr fP`mU`LMb\FVOr
ginfTjW WoW
kTAZRQ[`Ym ZSD\AU`LabYcKQ[rc`ErT
elcK rrWe
WX[eQ kTdP
KmU`QcalCmU`QXemU`dh ecEIcGPlTRalhm
ZSD\AU`LabYcKQ[rc`ErTL kTAZRQ[`YmL
DBU`La[F MmpQ^JkTF
fGD cmaal\`
ZYRFnPEWTMSkHcm^]_fmXBcSfl\ fGRFn`JFnV
a[^ERihrTP[ DDSVGhq[
WoW rCo
Kame $
_dBFnY iYK_flTGIiV\\caVh
rrVP`kP ]jrcVGU
