26583
BAABABAA ABBABABABBAA
BBBABBA ABABBB
ABBAABAABBABAAAABB BA
ABBABBABBBABBBBB ABAABBAABA
AAB BAABBB
AAAABBBB BAAABBBAABABAABAABA
ABAAABB AAABABABAAABBBAABB
BBBBBBAAAA $
$ BBBBB
A BAAABBABAAABAAAAAABABBABAAABBB
BAAA AAABABAA
BABBBAAABABBBBBBB AAAABAAABAB
AABABBAAA ABABABABBBBBAABBBBBBBB
BABABABBBBAAB AABAAABABABAAAABAA
BAABABAA ABBABABABBAA
AABABBAABBB ABABBABABBBBABAAAABBA
BA A
AAABBBBBB B
AB AABABBB
BAA BABABABBAAB
AAAABAB BBBAA
BBBBA BAABABAAAAAAABABBAA
ABBBBBA AABB
BBB ABBBBBA
BAABBBABBAAAABA BABABABBAABB
AAAAAAB BAAAABABBBAAAAA
AABBA BABABABBBBAABB
AB AAAAAABABAABBB
BBBABBAAB BAAAABAABABABBA
ABBAABB B
AABABBBABBBB ABBBAABB
BBBAAB AAAABBBABBABAA
ABAB AAABBBBBAABBBBABB
ABABBAAABABAAAA BBBAAABABAABBBABBABBB
ABAABB AABA
ABAABAA ABABBAA
ABA BABABABAAB
BA AB
BBBAAAA ABAABBAAA
ABBAAAA BABAAAA
BBBAABBAABAAB BABBABAAAB
AB BBA
BBBBBBA BBAABAAAA
AAABABBBA BB
AAAAA BAABAAB
BAB BBB
ABAB AAABBBBB
$ ABBBBBAAA
BAA AAABABA
A BABAABBBABABBA
AABBA BABABABBBBAABB
ABAABABABBBBBABBBB ABBBABABBBA
BAAABBBAABABAABAABA AAAABBBB
BABAABAABAB B
BBBA BBBABAABAAA
AABBAB BBBA
ABBBBBAB $
AABAAB BABAABBA
AAAABBAAAA ABBABBABABABAABBAABAB
ABAAABBAA ABBBBBBABBBABABBB
BABABABAABAA ABAAA
ABB AABBB
ABAABABBAA AAAABBABBAAABABB
AA AB
ABABBBBAABBBAAA BAAAB
ABBBABBBABAAABABBBBBAB ABB
ABABAAAABBAB AAABAABBBA
AAAAAABB ABB
AB AAAAAABABAABBB
ABAA BAAAAAB
AAAA ABBABBBB
BBABBBBBAABAAAAAABBABBAAABBBA ABBBAABBBBBAABA
BBBBBAABA BAAABBBA
BAABABAAABAB ABBABABABBAAABAB
BAABBBB ABBBABB
BABABBBAABAABBBBBBBBBABAB BBABBBABABBBBABBBB
BAABBBABBAAAA AAB
ABBBBBABABAB ABBABBBABABBBABAA
BABBB AAAABBAABBAAAABA
BBAAABAB AB
ABAAAABBAA ABBBBBBABABBABAABABBBA
BBABAAB BA
BBBBBB BA
AAAB ABBBBABBBB
AAAABBAABBBABBAB BABBBBA
BBABA BABAA
ABBAABABABB ABBABBABABABAABBAABABAAAA
BABAABAA AAAAAABABAABBBAAAA
BBBBBBAAAAAA AA
AAAABABBBAB BBBA
AAABAA BAABBBABBAAAAB
AAAABAAABABAB ABBBAAAABBBABAB
AAABBBAA BBBAABAABAABAAB
A ABBBABABBBBABB
ABBBBB AAAAAB
AABA ABAABB
$ BBBBB
ABAABBAABABA ABBABBABBBABBBBBBA
BBBABBABA BBB
ABABABABBBBBAABBBB BB
A BA
BABBABA AAAAAAB
AAAABBABBA BBBBBBAAAAAAABAABB
BBBBBBAAAAAAABAA ABBBAAAAABBAAB
BAABBA ABA
ABAB BAABBAB
$ BBABBBABBAABABBA
BBAABBBA BAABBAABAAA
AAAB BAA
ABABABABBBBBAABBBBBBB BBBBB
ABAA BABBABBBAB
AAAABBBABBAB BABA
BABB BBBBABBBBAAAAAA
BABABABBBBAAB AABAAABABABAAAABAA
ABABAABABABBBABAB BBBABAABAABABB
B $
BABABBBABBBBBBAABAAAA BBABBBA
ABBBABAAABBBBAABA ABBAABBAAAABBABBBAAAB
BABAABBAAAAABAA AABAAAAAABABBBAAB
BBABBAAB ABBBBBBA
BBBAABBAABAA BAABAABABAA
ABABBBBAABAABAABAAB ABBAAA
ABBAAAAAABAB BAABABBBABBABBBABAABAA
BA A
ABAAAAAAA BABABBBAABAABBBBBBBBBABABAA
AABBBABB ABABABABBBBBAABBBBBBBBA
AB ABBBABABBBBABBB
BBBB ABABB
BBAAABAB AB
AAAB BAA
ABAABAABABB BBAA
$ BAAAABAABABABB
BBBABAAB ABBBAA
AA BAAABBABAAABAAAAAABABBABAAABBBA
AB BAB
BBABBAABBB ABABBA
AA BBBBBBAAAAAA
BABAABBBABABBA A
$ ABAAB
ABAABBBBABA BAABABBB
BB BA
BBB BAB
ABABBBB ABBAAA
AABBAAAABABAABAAABAB ABBABBB
AA ABB
BAABABAAA ABBABABABBAAA
BABAABBA AABAAB
$ BAAAAA
ABBBBBABABABA ABABA
ABABB ABBAABBAAAABBAB
BABAABAABA $
BABBBBAA BAABABAABAB
AAAAA ABBABBBBA
BBABBBBBAB ABABBBAAA
BBBBBAAB AAAABBBABB
ABABAABABABBBABA BBAAA
BAAABA BBBABABBAAAAAAB
ABAAAABBAABBB ABBBBBBABABBABAABABBBABBB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBBB BABAAAAAB
ABAB ABAABBBB
BB AABBABBAAB
ABBABBABBBABBBBBBA ABAABBAABABA
ABABABABBBBBAABBBBBBB BBBBB
ABAAAB BABABABAABAAB
BABABABAABAA ABB
BAAAABAABABABBAA BBBAABAB
AAA ABA
BBBBABBBBAAAAAA AAAABB
ABBAA BABAA
BBBABABBAAAAAAB BAAABA
ABAA AA
BAABAABABAABBABAAAB ABABBBAAABAA
AABBAB BBBA
ABBBA BAABB
ABA AAABBBB
AABAAAAAABABBBAA ABAABB
AABABBBBAAAAABABABBBBB AAB
ABABBB BBBABBA
BA ABBBABBBABAAABABBBBB
BBA BBABABAAABBBBA
BABBABA AAAAAAB
ABAABBBBABABB BAABABBBBB
AABAAB BBBABABBAAAAAABBABBBAAB
$ ABABABABBBBBAABB
BAAAABAABABABBAA BBBABBAABA
BAAAABABBBAAAAA AAAAAAB
ABAABBBBBBB BBAABAAA
A BAAABBABAAABAAAAAABABBABAAABBB
AABAAABB AAABA
BABBABBBA BBBB
ABA A
ABAAA AAA
BBABBABAABABA BBBBBBABABB
AABBABBAABABB BBBAAA
ABABBB ABBBABABBBBAB
ABABBA ABAABA
ABBABABABBAAAB BAABABAAAB
BBBAAB ABAA
ABAABB BAA
ABBAB AABBBAB
BABAAABBBABBAAAABBAAA AAABABABB
BABAABABBAABABBB BAAAAAB
AABBBA BAABBBAABBAAABABB
BAABAAABBAAB BABBBBA
BAABBBBBBAAA ABBBABBBBAAA
AABAAAAABBA ABBBBABBAB
AAABABABAAABBB ABA
BBABBABBBBABBBAABABBBBBAABBBAAABAAAA BAABBBABBB
BAA AAAB
BBB BAB
BBABBAABB BBBABAABAAA
ABBBBBBABABBABAABABBBABB ABAAAABBAABB
BB ABABABABBBBBAABBBB
ABBBABBBABAAABABBBBB BA
AAABABABAAABBB ABA
ABBABBABBBABBBBBB ABAABBAABAB
ABBAAA BABAAA
AAB ABAABAABA
ABAA ABBAA
ABABBB ABBBABABBBBAB
BAABBA AABBABBAABA
ABAAB ABABB
BABA ABBA
ABBBBAABBAAA BAABABBBABBABBBABAABAAB
BAAAB ABABBBBAABBBAAA
ABABAAAAB ABAABABBBA
BAABBBBBBAAABBABAAA AAAABBBBAAB
BB ABBBBAABA
BAAABBB AAAABABABAABBBABBBAABABABBA
BAABBBBB ABBBABBB
BBBABBAA ABBAAAAAABABBAAA
AAABABABB BBBAABBAABAA
BA BB
ABA A
AAAABB BAAAABA
ABBBABABBBBA BABAB
A ABBABBABABABAABBAABA
BBAAABAB AB
BAAA AAAABABBBBAABBBBAABABA
ABABB ABAAB
BABBBA AAAAABBAABAAABBBAABBBBBBAAAAA
AABABBB AA
BAAABBA BAABAAB
ABB AABBB
AAABAAA BAAB
AABABBB AABABBBBAAAAABAB
ABA BB
ABABAABBABB BBABABAAABBBBA
AAAABABBBBAABBBBAABABA BAAA
BABBBBAAAAB AAAABBAABBBABBABAAAB
ABBABABABBAAABA BAABABAAABA
ABABB ABBBABABBBBA
BABBBAA AABA
ABAABBBBBBB ABABBBB
ABABABABBBBBAABBBBB BBB
ABABBAA AABAABB
AAABBBA ABBABBABABABAABBAABABAAA
BAAAABAA AAAABBA
AAA BBBBBBAAAAAAA
BBBBBBAAAAAAA AAA
AAABBBAAABBBB AAA
AABBABBAAB BAABB
ABA A
BAABBAABAAAA BBAABBBAA
BABBBAAABABBBBBB AAAABAAABA
AAABABABAAAABABAAABABBBAB ABAAA
ABBABABABBAAA BAABABAAA
BBAABBAABBABBBBAABA BBBAABAABAAB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBBB AAAABABBBABA
$ ABBABBABABABAABBAAB
ABBABABABBAAA BAABABAAA
AABBBBAAA BBBBABBBBAAAAAAB
ABBAB BABBBBBAABBBBBABBBBBBBBABAAABA
AAABBBAAABBABAAABB AABAAABBAB
BABAABAABABBAABAB BAABAABABAABBABAAABBBBA
ABBBBABBBBAA BABABBBAABAABBBBBBBBBABABAA
BAAAAAB B
A BA
BA AAAB
AAAABAA ABBBBBBBBBAABBB
BABBABA BABAAABBBABBAAAABBA
A BA
ABBABABABBAAABABBAABBAB AABBABABA
ABABABABBBBBAABBBBB BBB
BBB BBBABAABAA
BBBB ABABABABBBBBAABBBBBB
BABBBBAAAABAAA BAAAAABBAABA
ABABBAAABA BABAAB
AAAABAAAAAABBBBBBBBA BAABBAB
BAABAABAB BBBAABBAAB
BA ABBBABBBABAAABABBBBB
B ABABABABBBBBAABBB
ABBABBBA BAABAAABBAABA
BAABABBB ABAABBBBABA
BAAABBA ABBBBBAABBABB
AABBAABBB ABABBBAA
ABB BBAB
ABAABBBBABABB BAABABBBBB
AB AA
BAABABAAABAB ABBABABABBAAABAB
ABAB BAABBAB
BAABBBAAAABBAAB ABBBB
ABBBBBBABBABB ABABAABABABBBABABBAA
BABABBBAABAABBBBBBBBBABA BBABBBABABBBBABBB
ABBABABABBA BAABABA
BBABBBABABBBBABBB BABABBBAABAABBBBBBBBBABA
ABAB ABAABBBB
ABBBABBBABAAABABBBBBAB ABB
BA AB
A BA
BBBBBBAAAA $
A BA
AAAABABBBABA ABBAAAAAB
BAAABBBAABABAABAABAA AAAABBBBA
BAAABBBAABABAABAABAA AAAABBBBA
BB AAABABBBA
ABAABABBA ABAB
ABBABBABBBABBBBBBA ABAABBAABABA
AAAA ABBABBBB
$ AAAAA
BBBB ABABB
$ ABBBBBAAA
BBBB BBBBBABA
BBBAAAA AABAB
BABABABBBBAABB AABAAABABABAAAABAAB
BBBBBA BBABBBABBAABABB
BAABABBBABBABBBABAABAA ABBAAAAAABAB
BABAABBAA ABBBAABBBBBAABAAA
BAABBBBBB ABBBABBBB
AA AB
AAAABB BBBBABBBBAAAAAA
ABAABBB BAB
BAAABBBAABABAABAABA AAAABBBB
BAABBBBBB ABBBABBBB
BAAA ABAABB
AABAAABABABAAAABAA BABABABBBBAAB
ABABBBAAABAABB BBBBBB
ABA ABBA
ABBAAAAAABAB BAABABBBABBABBBABAABAA
AAAAAA BAAAAB
AAAABAAABABA ABBBAAAABBBABA
ABBBABABBBBABB A
ABBBBBBABABBABAABABBB ABAAAABBA
BAAAAAA ABBABB
ABBAABBAAAABBABB ABABBB
BAAAAAAB BABABABBB
BBBBBA BBABBBABBAABABB
BABABABBABBBBAABAABBAA BBABABAAABBB
BBBABAB BAABBAABAAAA
ABBBBBBABBBAB ABAABABBA
A AAAAAA
BABAABAABABBAA BBABBAABBBAB
ABBBBAA BBABBBBBAB
ABBBABABBBABA ABAABABABBBBBABBBBBA
A BBBABBAB
BAABBBABBAAAABA BABABABBAABB
BABAAA ABBAAA
BABAABBAAAAABA AAA
ABBA AAAABBAABBAAAAB
BAABABAAABAB ABBABABABBAAABAB
BABABBBAABAABBBBBBBBBABA ABBBBABBB
ABBBABABBBBA BABAB
AB BAABB
ABBAAAAAABAB BAABABBBABBABBBABAABAA
ABABABABBBBBAABBBBBBB BBBBB
ABB BBAAABABB
ABBBABABBBBA ABABB
ABABBBAAABAABB BAABBAABAAAB
BABABABBBBAAB AABAAABABABAAAABAA
BABAAABBBABBAAAABBAA BABBABAA
ABBBBBBABBBABA BBBBAB
AABABBBBAAAAABAB AABABBB
ABAA AAAAAABABAABBBAA
AAABA AABAAABB
ABBAAAABABABBAA AAAABABBBBAABBBBAABABABAAABA
BBBAABBAABAAB BABA
B $
AAAAAABABAABBBA ABA
BABBBAA ABABBBBBAAAABB
BBBAABAABAAB BBAABBAABBABBBBAABA
A ABBBBBABA
AABABBA AB
AABABABBBBABABBAAB BABBABBBABA
ABBABA BABAABBBABABBABBBAABB
ABBBBBAABBABBB BBBABBAAB
BBAAABABBA BAABBABB
ABABABABBBBBAABBBBBBBB AABABBAAA
BA AAB
ABAABAABABBAAABABBBB AABABBBBAAAAABABAB
AABAAB ABABABABBBBBAABBBBBBBBA
ABAAABBA BBABBBBBAABAAAAAABBABBAAABBBAAAAA
ABBABABAB BAABA
BABBAB BABAAABBBABBAAAABB
ABA AAABBBB
BAAAABAABABABBA BBBABBAAB
ABBBABBBB BAABBBBBB
ABAAAABBAABBBA ABBBABAAABBBB
BABABBBAABAABBBBBBBBBABAB BBABBBABABBBBABBBB
ABBAAAABBBABBBABBBBAAA ABABABAAABABAAABA
ABAAAABBAAB ABBBBBBABABBABAABABBBAB
ABA AAA
BBBBBABA BAABAABBBBA
BBBABAABAAA AAAAABBAB
BBBABBAB A
BAABA ABBABABAB
AABAABA ABABBAABABBAA
BBBBBA BAABAABBB
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
AAAAA ABBABBBBA
AAAAABBA ABBBBBBA
$ AABBA
ABBBA BAABB
AAAAAA A
AAAAAABABAABBBA ABA
ABAB BBABBABBBBABBBAABABBBBBAABBBAAABAAA
BAAB BB
AAABAA ABAABB
AAABB BAAABBA
ABABBABAABAA AAAABBB
ABAABBAA BBB
ABBABBBB AAAA
ABA BABABABAAB
ABBABBBB AAAA
AAAAABBBBAAABBABAAABB BBAABBBAA
ABAABABBA ABBBBBBABBBAB
AAB BAABBB
BAABABAAABAB ABBABABABBAAABAB
BBBB ABABB
AAAABAABBAABBABBBABAABBBBB BBBAAABBAAAB
BAABBBBAABBABABBABAABABBAAAA ABBBABABBBBABB
ABAABBBBABABBBBB BAABBABBAAAAA
AAABABBBAA BBA
BAABBABBAAB ABABBABABBBBABAAAABB
BBAABBB BAABBAABAA
BABAABAABAB B
BAAABBABAAABAAAAAABABBABAAABBBAABAA BBA
BAA BAB
ABABABAAABABAA A
B ABBAABB
BAABBBBB ABAABBBBBBB
ABABBBBBAAAABB BABBBAA
BA AAABAB
ABBAAAAAB AAAABABBBABA
BABAAB ABABBAAABA
ABBB BBBABBABAAA
AAAAABBAABAAABBBAABBBBBBAAAAA BABBBA
BAAAABAAABBBBA BBBBBB
AAAABBAAAA ABBABBABABABAABBAABAB
AAAABABBBAAA ABBAABBBABABA
BAABAABABAABBABAA ABBBBB
BAAAABAAABBBBA AAABABABAAABBBAABBB
ABAAB $
BA ABBBBAAAAABBABB
BBBAABBABA ABBBABABBBBABBB
BBAAAB ABABAABABABBBABAB
ABBBAB BAABBB
ABABABABBBBBAABBB B
A AAAAAA
ABBABABABBA BAABABA
ABBABBABABABAABBAAB $
ABABABB AABBABA
BAAAB BBABBBBBAABAAAAAABBABBAAABBBAAA
ABBABABABBAAABABB ABBBBA
ABABABABBBBBAABBB B
BABAABBA AABAAB
BAB AAABBBAAABBBBA
BAAAAAB B
ABBA AAAAAABBA
ABAAB BABBBBAA
ABBAABBAAAABBABBB ABABBBBAABAABAABAAB
ABAAB ABBAAB
$ BAAAABAABABABB
AA BBBABABBAAAAAABBABB
AABABBAAAA ABBBBAABAA
ABBBBBBABBBABA ABAABABBAA
AAAAAAB BABBABA
ABBBABBBBA BAABBBBBBA
AAAAABB ABBBBBB
AA BBBBBBAAAAAA
BAABBBBBBAAAB BAAABBB
BAABABBBABBABBBABAABAABAAA BBBB
ABBB BAABBBAAAABBAA
BABAAAAAB BBBAA
$ ABBAAB
ABBABABABBA BAABABA
BA AAABAB
BAA ABBAB
AAB BAABBBABBAAAA
ABAB AABABBBAB
ABBABABABBAAABAB BAABABAAABAB
BABAAABBBABBAAAABBA BAABAABAB
ABBBA BBABBABAA
ABABAAAABBA BAABAAABBAABAAA
BAAAABAABB ABBBBAAAAABBABBBA
BABAA ABBAA
ABAABABABBBBBABBBBBA AABBABBB
ABBBABBBABAAABABBBBB BA
ABABBBBBBB ABBAAA
BBBBBA A
BAAABBBAABABAABAABAA AAAABBBBA
ABAAABB AAAAABB
BABAABBA ABBBAABBBBBAABAA
BAAAAAB ABAABBBBABABBBBB
BABAAAABAAAAAAAABAAAA AAAABAAABAB
AAABBBAABBAA ABABBBBAAABB
ABBBA BAABB
BBAABBBAAB BAABBAABAAAAB
BA ABBAABAABBABAAAABB
ABBAABBAAAABBAB ABABB
BAABAAABBAAB ABBABBB
BAB ABBAABAABBABAAAABBB
AAB ABBB
ABBBAB BAABBB
AABAAABBABB AAABBBAAABBABAAABBB
BAAB AABBABBAA
ABAABBBBABA BAABABBB
BAABABA ABBABABABBA
ABAAABBAABBAABBAABAABBABBABAABB BAAABBA
ABA BAABBA
A BAABBBAAAABBAAB
BABAABABBAABABBBB ABBAABAAAB
BAABAB ABBABABABB
ABAAB AA
BAABBBBBBAAA ABBBABBBBAAA
ABAAB $
AA ABABABAAABABAAABAA
ABAABABBBABA ABAABAABAB
ABBAABBAAAABBAB ABABB
BBBBB $
BBBAABABAA AABABBBABBB
AAAAABBAABAAABBBAABBBBBBAAAAA BABBBA
BABABABBBBAAB AABAAABABABAAAABAA
AABBB ABB
BABABABAAB ABA
BBB BA
BBABBAAB ABBBBBBA
BBAAAA BBB
BBBABAABAAABA AABBBA
ABBBA BBABBA
BBABBBABBAABABBA ABABBBAABBBBABAB
ABAABBAABABAB AABABABBBBABABBA
AAAABABABAABBBABBBAABABABBA ABBBABBBBAAAB
BA ABBBABAAABBB
BB ABABABABBBBBAABBBB
BBAABBAABBABBBBAABA BBBAABAABAAB
ABBBABBBBA BAABBBBBBA
ABBBAAAABBB AAAABAAAB
BAAAABAAAB AAAAABBBBAAABBABAAA
ABBA ABA
BAABAAB BBBAABBA
AABABBBA ABA
BBABABAAAB AAAA
AABAAABB BBBAABBAABA
AAAAAB ABBBBB
ABAAAA AABA
BABAAABBBABBAAAABB BABBAB
ABAABBAAABA AABBBAAABB
ABABB $
AABABBAAA ABABABABBBBBAABBBBBBBB
BAAB A
AABAB AAAAAA
$ AB
BBBBBA BBABBBABBAABABB
AB AABB
ABBAAAABBBABBBABBBBA BBBBB
AAABA BAAAAA
ABAA ABAB
BABAABBBBBABABBBBBAA BBAABAAAA
ABBAABBBBBA BBBBA
BBBAABA ABABBBAAABAA
$ AB
$ ABA
ABB AABAAABABABAAAABAABBA
AAAABABBBAB BAAABAAAABA
BAAAAAB B
BAAABBABAAABAAAAAABABBABAAABBBA BABABBBAABAABBBBBBBBBAB
BBABABBAABBB ABAABBAABABABABA
BBBABAB AAAAABBBBAAABBABAAABB
AB ABBBBBABAB
ABAA AAAAAABABAABBBAA
AAABABABAAAABABAAABABBBABAA AABABABBBABBBABABAABBBBBABB
AABABABBBABBBABABAABBBBBABBA BABBABBBABAAA
ABBAAAAA AAAABA
ABB ABBBABBBABAAABABBBBBAB
BABABABAAB ABA
AAAAAABABAABBBA ABA
ABAAAABBAABBB ABBBBBBABABBABAABABBBABBB
AAAAA BAABAAB
ABABBAAABAB BABAABB
BBBB BABBABBBA
ABABABABBBBBAABBBBBBB BBBBB
ABB BAB
AB $
ABBABBAABB BBBAABBB
AAAABABABAABBBABBBAABABABBA BAAABBB
ABBBABABBBA ABAABABABBBBBABBBB
ABAABBAABABA ABBABBABBBABBBBBBA
ABBB ABBBABBBABAAABABBBBBABB
BBBABAABAAA AAAAABBAB
BBBABAB ABBAAB
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
BBBABBAA ABABBBBABBAAAAA
BBBABABBAAAAAABBABBBAA ABAAAABABA
ABAAAA BABBABBBABA
AAAAAABA BAAABBBAABABAABAABAABB
AABBABBAABAB BAABBAB
AABABB AABABBBBAAAAABA
BAABBBABB ABAABABBAA
BAA AAABABA
ABBAABBAAAABBABB ABABBB
BBBBBBAAAAAAA AAA
ABBAABB B
AB BBA
ABBBA BAABBAA
ABBBABBBABAAABABBBBBA AB
BAABBBBAABBABABBABAABABBAAAABB ABBBABABBBBABBBB
ABBBBBABAB AB
AA ABAA
BABBABA AAAAAAB
AAAB BA
ABBABABABBAAABAB BAABABAAABAB
ABABAABBBAB BABABABAABA
BAABAABABAABABA BAABBBBAABBABABBABAABABBAAAABBBAB
AAABAAAABBBAAABBABBBAAB ABAABBBABAB
AAAAB BBABABAAABB
AAABABBBAAA BBAA
BBBAA BBBB
BBBBABBBBAAAAAA BABB
ABABB ABBBABABBBBA
AABBBABB BABAABBAAAAABAAAB
ABABBBBABBAA BAABABBBABBABBBABAABAAB
A BBAAABA
AABAABB ABABBAA
ABAAAA BBAAABB
AAAAAABB BAAAABABBBAAAAAB
BABAAA ABBAAA
ABABABABBBBBAABBBBBBB BBBBB
BAABBA ABBB
$ BBBBBBAAAA
BBABABAAABBB BABABABBABBBBAABAABBAA
ABBBBBABAB AB
ABBABABAB BAABA
B ABABABABBBBBAABBB
BBAABBAABBABBBBAABA BBBAABAABAAB
ABABB ABBA
ABAABBBBABABB BAABABBBBB
BBBA AABBAB
BAAAAAB AAAAABBBBBA
ABBBAA ABBBABBBABAAABABBBBBABBAA
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
BAABABBBBB BABAABABBAABA
BABABABBBBAABBBAA AABBABAA
ABAAAB BABAABABBAABABBB
BA ABBBBAAAAABBABB
ABBAABBBBB BBBAABBAABAAB
ABA BABABABAAB
AAAAABBBBBA BAAAAAB
BAABBABBB ABBAAAA
ABAABA ABABBA
AAB ABAAB
AAABBBB ABA
AABABBBABBB ABAAAABABAAAAAAABABBA
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
ABAABBB ABABABAAABABA
ABABBBBA ABABBB
AAAAABBBBBA BAAAAAB
BBABBABBBBAABABBA BBBAAABABAABBBABBAB
BABAABBBBBABABBBBB B
BBBABBABA BBB
ABBAAB $
ABABABABBBBBAABBBBBB BBBB
AABAAABABABAAAABAABB BABABABBBBAABBB
$ BBAABAAAAABAABAABABB
BA ABBBABBBABAAABABBBBB
AAAABAAAAAABBBBBBBBA BAABBAB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBB BABAAAAA
AAAABAB ABBAAAAAB
ABBABABABBAA BAABABAA
AABAB AAAAAA
AABAAAAABB BBBBBA
BABABABAAB ABA
AA ABAAB
ABAAAA AAABABABAAAABABAAABABBBABA
$ BBBBBBAAAA
AAB ABBBBBABABABAA
ABA BABABABAAB
ABB AB
BAABBA ABA
ABBBA BBABBA
$ BBAAAB
BABA ABBA
AAABBBAAABBB B
BBAB ABBBBAABA
BBBA ABBBBBABABAB
ABAAAABBAAB ABBBBBBABABBABAABABBBAB
BBBAABBAABAA BAABAABABAA
BAAABBABAAABAAAAAABABBABAAABBBA BABABBBAABAABBBBBBBBBAB
ABABBAABA BABAAABBB
BAAABA BBBABABBAAAAAAB
AAAAABBBBAAABBABAAAB AAABAAAABBAAA
ABBBABAAABBBB ABAAAABBAABBBA
ABBBA BAABB
ABBA BBAAABABBA
ABBBBBBABABBABAABABBB ABAAAABBA
ABBBBBBBBBAABBBA AABABAA
ABBBAABBBB AAABAABBBAAAA
AAAA BBABABAAAB
BAA AAAABABBBBAABBBBAABAB
ABBABBABBBABBBBBB ABAABBAABAB
BAAAABAAAB AAAAABBBBAAABBABAAA
BAABB AB
BAABAABABAABBABAAAB ABABBBAAABAA
BABAABBBBBABABBBB $
AABBABBAABABB BAABBABB
ABABAAAAB ABAABABBBA
AAABAABBBABB AABAAB
ABBABBABABABAABBAABABA AAAABBAAAAA
AAAA ABABABAAABABAAABA
B ABBAABB
AABAABBB ABABBAAB
AB AAAAAAB
ABBBBBBABABBABAABABBBABBB ABAAAABBAABBB
BAAAABAAAB AAAAABBBBAAABBABAAA
BABAAAABAAAAAAAABAAAAA BAABBBAABBAAABAB
ABBAABAAABBABB ABABAAABAABBABA
BBBBBA A
BAA BAB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBB AAAABA
ABAAAABBBBAABBBBBA AABAAAAABBABAA
ABBBBAA BBABBBBBAB
ABBAAA BABAAA
AAAAAAB BAAAABABBBAAAAA
A BBBBB
A AABABB
BBABBABBBBABBBAABABBBBBAABBBAAABAAAA ABABAB
ABBBBBBAB BBBA
ABB BAB
ABBBBAA BBABBBBBAB
BAA ABBAAAABBBABBBABBBBA
BAAB AABBABBAA
ABBBABBBBAAABBA AABBABAA
A ABA
ABBBA ABBBABBBABAAABABBBBBABBA
ABBBABAAABBBBAA ABBAABBBBBA
ABBBAAA AAAAA
BBBABABBAAAAAABBA BABAAA
ABABBAAB AABAABBB
ABBBABABBBBABB ABABBBB
AAAB ABAABAABABBAAABABBBB
BBBBB $
ABABBB AABB
ABABBA ABAABA
AAAABABABAABBBABBBAABABABBA BAAABBB
AAAABBAABBAAAABA AABBBBAAA
AAAABAAABAB BABAAAABAAAAAAAABAAAA
BAABAAABBAAB BABBBBA
AB BBBBBABABA
AAABBB AABABBBABBB
ABAABAABABBAAABABBBBB ABABB
ABBBA AABA
$ BAABBBBBBAA
AABABA BAABBBAABBAAABABB
BABBAAB ABBAABAABB
BBABBBABBAABABBA $
BAAAABA AAAABB
AAB BA
AAABBBAAABBBBAAB BBBABABB
B $
ABBABABAB BAABA
ABA A
ABA BABABABAAB
BBBABABBAAAAAABBABB BAABBAAABBBA
ABBBBBBABBAB BBBAABBBAB
BAABBBAAAABBAA ABBB
BBABABAAABB $
BBABBABBBBAABABBABB ABAABBAA
AA BABAABBAAAAAB
BAABBAABBBB BBBAABBAABAABABAB
AAB ABAAB
ABBBABBBBA BAABBBBBBA
ABBABBB AABBAAAABABAABAAABAB
AABABBBABBB BBBAABABAA
BBBABAABAAA AAAAABBAB
AAAAABBBBAAABBABAAAB AAABAAAABBAAA
A ABA
BAA BBBABBABAAA
BBB BBBABBABA
ABBBAB ABBAABBBBBABA
BABABBBABBBBBBAABAAAA BBABBBA
ABBAB BABBAABA
ABBAAB $
BABBBBAAA AAAABBBBAABBA
ABA AAABBBB
BABABABBBBAABB AABAAABABABAAAABAAB
AAAAAABBA ABBA
ABAABAA ABABBAA
ABBAB AAAAAABBAB
AAAABAABBAABBABBBABAA AABABBBABB
BAABBBAABBAAABABBAABB ABBBAAAABBBABABAABB
BABAA ABBAA
ABABB ABBAABBAAAABBAB
BAAAAAB AAAAABBBBBA
BBABABAAAB AAAA
A AAAAAA
BAA AAAABABBBBAABBBBAABAB
ABAABA ABABAAAABB
B BAAAAAB
AAABAB BA
BAABBABBAAAAAB BABAABBAAA
BAAABB ABBAABAABBABB
AABBB $
BBABBAABBB BBBABAABAAAB
BAABABBBB ABAABBBBABAB
BBBAABBB $
ABAAAABBAA ABBBBBBABABBABAABABBBA
AAAB BAA
BBB BAABB
BABBA BABAAABBBABBAAAAB
BBAAABABB ABB
BAAAABAABABABBA BBBABBAAB
BABAAABBBABBAAAAB BABBA
BBBAABBBAB ABABBAAB
AAABBBAAABBABAAA ABAAAABBBBAAB
AABABABBBBABABBAABAAA ABAABBBBBBBAAAB
BBBAA ABAABABABBBBBABBBBB
BAABABAAABA ABBABABABBAAABA
AAB BAABBB
BABAA BBBABABBAAAAAABB
ABAAA B
BBAAAAA BBBA
ABABAABABABBBABA BBAAA
$ ABBAAB
AAABBBB ABA
