34005
IHQWl CgdKTK]REAI
VCgKd Cg
IRWVXiP[M`\TOTDq[]QR IEjfZgpSeG_SGGSDY
IH_`\SiWeRV\E C_WeMe
C_W ^ISITA`\MRQWBW
\Y IjGQUE
\QPAINUA`CE E
C_L_WWWcL_WWW \_fgWL_L_cL_cL_WW
\SUA \MrOT`C_EAIHQWSP
^ISITA`\MRQWB IR
IRjhqIEEkE \aEWeaCARjhqA
CXLRpITT CZpRp
IeQi]lOTDiPFeQj \lQPhEQqG
IHS`CEAHGpkqZBrpp \TpSCXipROZT
\TTRVB[f Ih
INi \MLYlRAllp
\_ \SGp]OTkL
Hg CEe
CZR IHMQfrAZ
CGDiA\TpCp] IPlSGUPBV[B[CQffiiGe
\TlpCQ_E \MrlCTV\Z]Q_ilRjBbh
\QPA fC_S]QPF]Rf
\_e \amamQWe_`\_
C_L_cL_cL_cL_cL IHTpr_L_cL_c`L_cL_cL_cL_BcL_cL
MRNjLf INipiWSUUZ
\al a
IRPPBU`Ugpg Ih`UgpUgpUgpUgpUgpUgpUgpUgpUgpUg
C_L_cL_ IPFMLXfW
IeU a
\aCU \GUP
XL CEAHGjKGp^jJppLKGpkjZGqbiWBg
I g[
Ih \QAQTPF
\SGQUf ISBZMPUm
IjGGZrG I
K\Qj \aEj
CX OCX
I IShIY
k CEY
\MhBACDpT CXLRpnTTTTT
\aEApYMB INirfTAGB
ISrlQRVRi_CG IRjj
cHTTGBRV[ \TQV
CgRE L
fC_S]QPF]RfC \amMG^
IRjhqIEEkE \aEWeaCARjhqA
\QAlOT ISBZMPUmQP
IeB[[Mf^ CgSM`L
\SUA I
IHMrlpY \Qme
\S`CR C
IHfTQ`C CGfCQAC
C_ IHaE^lpfgQfQ
\WlOhTA\cp IjGrOTP[
INGL^GVW\eTQDiRVBFnF Ij`
CXmGWV CXmGW
\Y IjGQUE
\_fgWL_L_cL_c C_L_WcL_cL_WcL_Wc
\MRQWBSPB CGUC`_
CBG \_
\TlOTRV[\^ \BMLC`INiro
\ama^EWM \_P[Lf
IeQ`IjF \QAOTQ
I IA
CXi VJ
IjUAU IeSFeMrllpfEAQQU
IjUAi \MLYlRAllp
IRjQP[ _`TppOTf
IRjhqIEEkE \aEWeaCARjhqA
I IShIY
\U_ \_fM
IN\ \cPn`\Q_C\
\aE K\Q
INUAUAi]lQ`C CEeRSlQmP[qXqFY
ma I
\TpJQcZH \QAlOT
C_WMS \Tq
K\Q \aE
Ik I
\amQWlH IjGGeZ
CGTCrXTYV\Z IRAp
ISrallllQFML_WcL \TpLfL_WWWcL
\TOTDiUEj \_U`UgpUgp
\TpMA\QAl IN
IBMRQABpVDifrg Ij`CgK]
IRAlpWN\AAA IHQPAIj]ipPYVBHXYVBBQ\
Rj CEeREP
\amamQWe_`\_ \_e
C_EV\l GI
\pr[ C
C_L_c C_L^__qc
\S`C_L_WWWcL \_fgWL_L
\_UmQP_lh \TTRVB[f
IRAQ`\_RV \TQ^cV
IHMhUcI eRVTnPRqFc
]glp]pr CEAHGjKGp^jJppLKGpkjZGqbiWB
Iha INGLagpUgpUYgpUgpUM
IhDg \__agpUgpUgpUgpUgpU
dMLjf \QPA\
\TR_ IRAQ`\_R
ISL`UgpUgpUgplUgp Ie`\S
\MrOTP $
I CGPB
CXLRpnTT CXLRpT
JC_EDiXm`PCZl CEiWU
IkN \S
Cp CXL
\afTlpCOTVRqFVeSMo IN`\gffmaO`AUg
Rj CEeREP
K\Qj \aEj
IShIYEXqH XVqU
Ie`\ IjGGeZ
\QWoE IG
\\ \MGhQWBVYf]OTR
C Ie
CgKTeREUfQPRV\eS`CX UCX^
ImWhTQ`I I
\a CXRWha
\a I]R[a
V\QPUUXQrZ IhTA`CXmGWmGWi
U \aUZX`IjiMQG
\hQWM \__fMrQ
CoinoGjffE C_W
a IeU
IAh Ih
Ik I
IjUAGrAA IN\AAAAAAA
UMFl CXmkWmkWmkW
INiMU Ha
IjUAim \QjQ`\_A\afQWeTp
IeQi]lOTDiPFeQj \lQPhEQqG
IeUl $
CEOC] CEXqHi
\QW^gKdSl`MfrZR V\QPUUXQrZ
\_VBH bhIN`C_S`foVWYE
$ BS
\QPimS\ IN\
_`TppOTf IRjQP[
ITSQPFYZp \Si]pY__fQW^Zp
\_Uf $
CGf]lpClp IRAllQfYMLKlji
YIhW \TQPBA\TlpLoRWVeS
mCg \TlQP[Lf
^ISITA`\MRQWBW C_W
IR IhEWEQV\hTlOT
IN`IRPRV[BBDi`MGEQ_ IRWlRPU
\MQPBUU MRNjLfZ
CEOBFeMh ZR
IHTpr_L_cL_c`L_cL_cL_cL_Bc C_L_cL_cL_c
CZlpTTTTT CpRpT
C_WFI IjUAimW
IeQiA $
\OrlQiUHm \afQWSA\
\MQ \WSM
\hQW \TpM_leVB[fCiS\Tp
C_WlSQDi`C IeHC
CGP[CppiPDiDq[fUZZZZZ MRNjLfZ
CG`OZMiOT C_E
Nm\ C_EQ\A
Ij IeQ`IjF
IN`IHM afWOfK]l
U IH_P[flNG
\_fS\_ C\a`C
\MQWHWSPF IRWlh
\afTlpCOTVRqFVeSMo IjUoAil
C_D CgR
CEOBFeM IRjj
\ p
IH_`CXi Z
\_A\ \U
CBGf \_f
\TQPBA\TlpLoRWVeS YIhW
\SiCTPFUDqFSfWRW \QWZWRAQQGG
afWOfK]l \Mr
\aUX_EjQPFUP[]OT IeJ
\TpagpOpUg C_EU
LZ C_SC
\_VBH CGcVRq
IjGQUEP \ac\_
\_fgWL_L_cL_c \S`C_L_WWWcL_cL_c
\ U\
\afMRo IRAlpYaE
\S`C_L_WWWcL_ \_fgWL_L_
IT]ppXiV\ CgRW
Ie`\jQllQ \QAQ
ITSQPFYZpR CZRl
Ie \lOT
C INGL^GVW\eTQDiRVBFnFC
IHS`CEAHGpkqZBrpp \TpSCXipROZT
\QApMQ`IRWUj Ih
IHTpr_L_cL_c`L_cL_cL_cL_B IHQWY_L_cL_
dI C_We
CGUi]OT \_`Iji]Q
IN`IRPRV[BBDi`MGE IHTl
C_L_WW \_fgWL_L_cL_cL_
YSRLD IRAOTRV[
CZpRpTTTT \_VA\YZRpRp
IN`IRPRV[BBDi`MGE IHTl
IRjQDY _IeWZ
IRjQ \QEeFK]S_E
I H]\ShIl
IePB_fTQfC afD
\Mr afWOfK]l
WN IHTlOTDY
IePF^ZpRpTT CXpTT
CXLR CD_
IZ \Tp
ITSQPFYZ CXmGWi
CG \amTpO_DiUTAGrOT`IH_
C_SSC_WE Ij`\_fWG
IeQ`IjF \TQQ
CG_E IPiMf]lpff_fYS`ISL
IHTQQUAGGoL_cL_WcL_WWWW \_fgWL_L_cL_cL_
\a CXRWha
C BSC
IN`IRPRV[BBDi`MGE IHTl
C \_VA\Y
\_U`UgpUgp \SGBbQP_C`I
EIWeM Ie
I\ \TpW
m IRPACG`
BIZ^nLPA \_V\lN`
$ C_SWR
CEXqHo CEXifYQAQD
\QW \rRVRqHR
\MQVBBDqFBM \MOreL
CgS_EUTA`CGUUZZXfYa IjWfmSGL
Ie`f_ C_WF\aCUAGBb
\Tqr Ij`CgK]S
IShB C_DE
I\ IRWlhl
IHMX IhCG
CEAHGjKGp^jJppLKGpkjZGqbiWB ]glp]pr
$ U
C_L_WWcL_c_WWW \MhIoL_cL_
SaP \TpfUXPFEL
g \TOT`
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgp \__Dgp
\QW \rRVRqHR
U $
WS \TQ
\pr[ C
\_`CMRiAC \QWY
IHTpr_L_cL_c`L_cL_cL_cL_Bc C_L_cL_cL_c
C INiYCMhIM
\aE K\Q
IU $
OC C
IRWlh \MQWHWSPF
Hg CEe
\aUZX_Ci Cg_Wh_fT
I ma
IePBf CBGf
ISBZMPUmQ \SGQUfQ
\_P[rDp \MhU\hIYDpTTT
\MG Snh
IhmQP`C $
UNV \QWUQ`CGRVBFZCQQ
\QPRVB[ff_P[YS\ IeVIBU_faUZXQ\A
IpiSI CGA\__l
\MhBACDpTTTTTT CXpTTTT
CGQUA IeQ`IjF
CEifWUA\`BbQWAErpS \MLlN`
IHTlQ \iLfEi
$ IHMhUcI
C_L_cL_WcL_WcL C__cLW\cqL_WcL_WWWWWTcL
$ \_VB
\SUA IHQPAIj]ipPYVBHXYVBBQ
\_RV[ CG`OZMiOTV
jaV IHTlpCOTVB
IdIZ`IT ISQDiP[rGUCi]
\QjQ`\_A\afQWeTp IjUAim
$ INGL^GVW\eTQDiRVBFnF
IRW f
\amQApMRVBDY CGfrX
C_L_cL IPFMLXfWcL
\QPA fC_S]QPF]Rf
C_WeMe IhEAl
CgKeSloSl`CllpS c
ISQDifp QnjrlQPBA
CZRPRR INirXi
\MQWHWSPFl \TpW
Ij`\_fWG C_SSC_WE
IRWlh \MQWHWSPF
CG \Q
Ie`\jQllQ \QAQ
_lTA ISrlQRVRi_C
CgS_L_cL C_L^__qcL
IR IhEWEQV\hTlOT
ISBZMPUm \SGQUf
IH__UZ NiQApp
IhlRjrOT`C \YI]aACEY`OC
IHTOTf]QUE IRlpQj
IRj \Q
\iabWE C_WhSUAUAUAG
\aC`IN`\a \cPn`\Q_
\SiCTPFUDqFSfWR CGPHPiUUZXPFoSYS`IRjGo
IA I
Ij` c
\pr[ C
CEXqHo CEXifYQAQD
IPFMLXf \TpLfL_WW
IDhlH_L CEApk
IRjhqIEEkE \aEWeaCARjhqA
C k
CG K\QjL
U \TQ`
\\ \TQP[M
C_L_WWcL_c_W CgS_L_cL_
Cn C_WU`C
INiMUag Haag
I UC_EUQ
\SGQUfQ [SGm_
\MQVBBDqFBML ISrallllQFML_WcL
IHS`CEAHGpkqZBrpp \TpSCXipROZT
\T U\T
K\Q \aE
\MQ \G_
C_L_cL_WWWWcL_cL_WWcL C_L^__qcL
OCXL IhlRjrOT`CZp
CEY_UXnUAi]O \am
$ U
IR \Tllll
I CgKe
\TlQ W\QAjG^GQ`\[hcBkgRi
\UAGN CEXqFMSfCiYMB
\TpM_leVB[fCiS\Tp \hQW
IRAOTRV[ ICjO
CX OCX
VJ CZR
CG`OZMiOTV \QjGY_SWjUAGQV[
\QWZpXi YGDYVBNBRV[flo
cHTTGBR IjGQ
CX`F CXmGWm
\_P[Lf \ama^EWM
JMU IRPQ
IN`\aUZ CGDHFlcjiMUZ
\MhIhTpSSRSrpf IHTOTA\a
IqH \
IHTlpCOTV \bWP_
\U \_A\
\YI]aACEY`OC IhlRjrOT`C
\SA \SUA\AA
CgSM`r Z\Pfr
C_SS\MRQjR QAlp]G]pY
\__Dg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUg
\T`lOTR \TlQ_UXV
\_fgWL_L_cL_ C_L_WcL_cL_WcL_W
CDpTT CXLRpnT
YIhW \TQPBA\TlpLoRWVeS
F__UlVZZZZZXQi]l IhCGrl
IjGLmSUA`C Q
CXLR IHMQfrAZpR
IpiS \S`
\a IhE
CEeKT HgK
\MQ` \G_`
Haagp CEYfMACG_`UgpUgpUgp
IN \QKLTA
\Tll T
\QPAINUA`C $
CZRpR \_VA\YZRpR
GI \TOTAI
\Mb \
\SUA\ IHQPAIj]ipPYVBHXYVBBQ\
CZ C\G
C_EQ`CZ rB
\MG Snh
k Ie
IRjQP[ bSrQ
\TQ`IN`CGW \MrlpflN`\MhIe_
CXiRRR Z
CXLRpnTTTT \MhBACDp
SaP \TpfUXPFEL
PMBZ CZRRRR
\TOTUT \GUP
INiYCMhIM C
KCXmGW IN
\S` IpiS
]baEjGQ Ij`\TQA\_
CGRVRiDqHPMFYXmGSWBmkWopTTT \TllOTUC`CXmkWmGWopTT
$ C
CXmGWi ITSQPFYZ
Ie`\jQllQ \QAQ
mhj ISR
CgSM`r \fMG^
CGRVB[f Ha
ISrlQRVRi_C _lTA
IN \cPn`\Q_C
\S`C_L_WWWcL_c \_fgWL_L_c
\TOTDiUEj \_U`UgpUgp
a \MQPB_
ICjO IRAOTRV[
CgRW $
\T \
\QWZWHhTll`QffDQg \__agpUgpUgpUg
N`\EQmWoW^ C
CXi^pRpDTR CgRWVXi`CDpTTTTTTT
BSC C
IHaE^lpfgQfQ C_
\TQQ IeQ`IjF
m IRPACG`
IH_`\SiWeRV\E C_WeMe
CXLRpnTTTT \MhBACDp
IH_V\eQWL \a
\_QUA`\QP_`UgpUgp IH_V\eQWL`Ugp
\TQfWRC CG_E
\_eR \MGU
IRPACG` m
Ij`\_fWG C_SSC_WE
O \QApr
INiYCMhIMD CD
\afS IjU
ITSQPFYZp C_E`\QW^Zp
IPFMLXfW \TpLfL_WWW
CGA\__l IpiSI
CEeREP Rj
\MhU\hIYD CZl
CpRp ISRQWMS]lOTQiYQjhIYDpTT
CX CZpR
CgSM`MDqH hXpp
IPiMf]lpff_fYS`ISL CG_E
I H]\ShIl
\Tq C_WMS
\_DqH fC_S]QPF]RfCE
IhfSUAGh E
\SA Ie_m_Q\AAA
ITSQPFYZp \Si]pY__fQW^Zp
YIhW \TQPBA\TlpLoRWVeS
CXLRpnTTTTTTTTTTT \QjQACXopTT
\_VA\YZRpR IHS`CXo
\QjQff $
R\QW_mXM \SirX
\QPim IeQGrQA\
\QjrOTACGUT C_SpcIUA
IRWY_Sf`UgpUgpUg \TTRVB[fDgpUg
C_EACZRp ITSQPFYZp
INiCOT`\QPDY CGUi]OT
\afTlpCOTVRqFVeSMo [
IShqIkkkEEkkEkEkEkkEEkEkEEk \apfMhqIkkIkp
CEXqFMSfCiY IAlHQPfY
IefYaDgpUgpUgpUgpUgpUgpUgp Haagp
\bWP_ IHTlpCOTV
CG_DY CD
CX IhCGrlO
CgRSr CEY_XmQADkpr
HSP IjG
IRjhqIEEkEE \aEWeaCARjhqAE
INipiWSUUZZZ MRNjLfZZ
C_WMSr IBMRQABpVDifrgS
CoinoGjffE C_W
IeUl $
INGL`UgA^Rg \MhB_`UgpUg
CEifWUA\`BbQWAErpSCZp \_`CEOBFEGB^Xip
\ama^EWM \_P[Lf
IhUX_ IAh
o \TpMDqFZfljUA\AA
HaagpUgpUgp Ihfa`
CGDHFlcjiMUZ IN`\aUZ
\QjQffC` \OrlQiUHm_Q`
K\Qj \aEj
\QApMQ`IRWUj \TOTU
m\[_U IhfM
\TOTA G
CG`C CEeRSlQmP[qXqFY
L IjGLmSUA`C
\pr[ C
C_WhQ \SiCTPFUDqFSfWR
IefYaDgpUgpUgpUgpUgpUgpUg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\g
ISrlQRVRi_C _lTA
\Qme \_fS\
IhCi \QEeFK]S_Ef
\MGBEQRVBB`C_ ISrallllQFML_Wc
Ie_EP`C_WSP[Cpf \QApMQ`IRWUj
\QApMV ISGZiQV
IRWME_agpUgpUgpUgpUgpUgpUgpU IhUgpU
IeVBFU_agpU INGLagpUgpUYgpUgpUMgpU
C_We X
IHQAQf IAlHQPf
\MGUA\_ \ama^EWME
HaagpUgpUgpUgp INUAGLlhDgp
CXLRpnTTT CDpTTTT
IAlHQPfY CgS_Wh
W C_SWRW
Y \_P[S\QAQ
IShqI \aEWeaCARjhqAEk
W C_SWRW
CGEUXDi_TAGLagpUZp \TQU`
IRjj ISrlQRVRi_CG
Ie hml
C k
\QApMV ISGZiQV
CgSM` Z\Pf
IcG IRWFI
PMB C_EQ`C
Ie`C UC
C_W ^ISITA`\MRQWBW
\amMG^ fC_S]QPF]RfC
IRP \hQWM
_lTA ISrlQRVRi_C
I UC_EUQ
ISGZiQV \QApMV
IRAllp]OT L
IN`\aU CGDHFlcjiMU
\QWh_afWNiMV\Blj` IeA
IHQAlpL`p \MGZClQ
M \TlQU
F__UlVZZZZZXQi] IRAl
IHTpf EI
Ic \_
C N`\EQmWoW^
U $
C_E`\QW^ZpR INGL^GVW\eTQDiRVBFnFCZRl
CZRRp \MLEqlQfS\aUX_UX
IhUX_ A\SjEI
XCXZ CXiRR
IHMX IS
C_WeMe IhEAl
CXpT CXLRpTTT
IeQGrQA\S C_SpcIUAA
n Ij`\
mp C_SY
\TpM_leVB[fCiS\Tp \hQW
\TR_V IRAQ`\_RV
\_CAUiHj C_
\a CXRWha
CG CEiAO
IdIZ`IT ISQDiP[rGUCi]
CG o
CXmGWVi C_SL`rXiR
\QA Ie`\jQll
$ O
$ \afTlpCOTVRqFVeSMo
\TpSCXipROZT IHS`CEAHGpkqZBrpp
\aEWeaCARjhqAE \SGhqI
\MrlCTV\Z]Q_ilRjBbh \aUXRVBHi
CG IePF^OFl
\ CXRWh
B \QWZWRAQQGG
CEAj \apfMhqIkkIkpE
\_ IRP_UXiMffZZZXUmTQH
\SGQUfQ ISBZMPUmQ
C $
IeVIBU_faUZXQ IN
CGDHFlcjiMUZ IN`\aUZ
IHT IdIZ`ITl
SaP \TpfUXPFEL
\SiCTPFUDqFSfWR CGPHPiUUZXPFoSYS`IRjGo
\TlppAqbiWBA ofTppAp
Ij`CGfCQD $
X\_VYV IHTlOTD
C_L_WcL_cL_WcL_WcL_WWc IHTpr_L_cL_c`L_cL_cL_cL_BcL_c
\Tp]llOTQiMQGrQBUEP` Ij`CEe
IN INirfTA
IhmS \lQPhEQq
\TiOTU C_
IN\ \cPn`\Q_C\
IHQWY_L_cL_c IHTpr_L_cL_c`L_cL_cL_cL_Bc
\apfMhqIkkIkpE IShqI
CXGi^KNpRpbTT IjGQU
CD ICDl
C INGL^GVW\eTQDiRVBFnFC
ke \TlQP[Lf
CGfClOTPF^X CXmGWV
V[ \TppAjEZGHGprLJpT
CgRWVXi`CD \MhU\hIYD
fC_S]QPF]Rf IH_`
\QKLTA C_WBVY_TA
\_` CGfMQUASUAUAUAUA`
CD_ CXLR
\_P[S\QAQ Y
IN`CGUmQ IRjQDiRV[RHPqBP[YG
nNlR` \_RVBFoE`
\aEAlpYQP_ CGUm_QHIRPI
CSQiWW CGPHX
CGm IRWeSGLf
IN`\aU CGDHFlcjiMU
\TpJQcZH \QAlOT
U $
\TQ SWVOBB
\a CXRWha
\MQPB_ a
IRI IHM
afWOfK]l \Mr
\SGp]OTkL \_
IeRVBB`IR \Qg
Ij`\_fWGr \M
\lQPhEQq \QApfC
IeVIBU_faUZXQ CgRWMWU`\S
C_SpcIUA \QjrOTACGUT
\GiePg CGP
Ie`\jQllQRV \QAQRV
\hQW \TpM_leVB[fCiS\Tp
$ O
\Qjrp]lQ`IN \TpSCXipROZTT
IeJ IRjQDYVBHPY
ImWhTQ`I I
C_L_cL_W C_L_WWcL_c_WW
C_L_WWWcL_WW \_fgWL_L_cL_cL_W
CGPHX CSQiWW
\YI]aACEY`OC \MLlN`C
C_W IHaE^lpfgQfQW
CG_E IPiMf]lpff_fYS`ISL
C_L_WWcL_c C_WoL
I CGV[\FC
IHTlpCOTVB \bWP_B
Rj CEeREP
\TlQUmSiMQiL ISprfXLf
Y Ie
IjGQ cHTTGBR
C__cLW\cqL_WcL_WWWWWTcL_ IjGGoL_WWWcL_cL_cL_
\\ \MGhQWBVYf]OTR
\_RVBFoE` nNlR`
IjGGeQPDi IG
CG_U Iq
CGUU MRNjLf
CgS_EUTA`CGUUZZXfY EIH
C_L_WWcL_WWWcL_cL_WcL_cL C_L^__qcL
Ih IAh
CE N`\EQmWoW^E
\alSGFCEPqBAIN\A \cPn`\Q_C\A
IN`\a CGDHFlcjiM
ISB CGmMB
IH_P[flNGh Uh
CgRL_cL IjiCpffQWEGFFGA\_RV[RioQirgRL_cL_cL_cL_cL_CL_WWWWWWcL_WWcL`_cLF
Ie \\
ISrlQRVRi_C _lTA
JIeV[\hfMUmQPfp CGPH
IRPACG` m
IHTpr_L_cL_c`L_cL_cL_cL_BcL_c \S`C_L_WWWcL_cL_cL_WWc
$ kj
IHQAOTUmalRApSIeU IQ
CXLRpnTTTT \MhBACDp
\MrlCTV\Z]Q_ilRjBbh \MRQ
IRAOTffEAO \q
C_SSC_WE Ij`\_fWG
CgRSMV\URV\BS R\_
CX OCX
V\QPUUXQrZ CXiRR
IRW f
Sn CGAIRWS`
\SGr \TppeSil`]lQQ`\_TA
nNlR \_RVBFoE
\Sif \aph
\hQW \TpM_leVB[fCiS\Tp
GI C_EV\l
\ H]\ShIlH
CZRPR \S`CZ
IN\AAAA IeVIBU_faUZXQ\AA
IdIZ`IT ISQDiP[rGUCi]
\iLfEi_ INGL
IHS`CGQ` \_RVRiVIi`
CGUC`_ CGPB
\MhU\hIY CgRWVXi`C
YIhW \TQPBA\TlpLoRWVeS
\S`C_L_WWWcL_cL_cL \_fgWL_L_cL_cL
IHfTQ` CGfCQA
INUAGLlhD IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgpU
IRWUPBA\QAlpr_WlRA U\T
CXmkWmGWL OCXL
\aC`C $
\Q CG
\TOTA G
$ \MrOTP
\TpLfWZY_ YGDYVBNBRV[flo
\Si]pY__fQW^ ITSQPFY
IRWSP[f`U \QPUDGpU
CZpRpTT CXGi^KNpRpbT
IN`IRPRV[BBDi`MGE IHTl
CEYffC`\TQ`IHMQffmTQUa IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpU
XMQCU INipiWSUUZZ
CG`OZMiOT C_EVRY
\MQ \G_
ISrallllQFML C_L_cL_WcL
X\_VYV IHTlOTD
INirfTA IN
C_WBUP[COTf]ll afD
\ama^EWM \_P[Lf
Ij`CgK] IBMRQABpVDifrg
CG_DYp \MhBACDpTTTTT
\QPAINUA`C $
CXL IHMQfrAZp
IH_` fC_S]QPF]Rf
IjU \afS
CgT CGPHe
Q C_WF
\QApM ISGZiQ
CEXqHo CEXifYQAQD
[SGm_ \SGQUfQ
HaagpUgp \_QUA`\QP_`
C_ H
CG_DY \TOTACD
Haa \QjLD
C_WeMeQ \QAOT
IT IRPQ
\_A ImWhTQ`
CXmGWip ITSQPFYZp
IN IkN
C_EACZR ITSQPFYZ
\U \_A\
IeHC \QPfr
INipiWSUUZ MRNjLf
\_AIe CGUi]OT
\TlpY_`IHQPA \TpYTpfWRAQ`
$ U
IRP WN
CU_D \_fL
\Qr ING
\\EAllFmpCp Iji
CG \Q
IRAOTffEAO \q
C_L_cL_Wc ISrallllQFM
\TQfSC_L_WcL C_L^__qcL
C_WU`C Cn
Cn C_WU`C
DP IHMhq
IeQ`IjF \QAOTQ
OBB CG
\rRVRqHR \Tpr_W
IRAlpYaE \afMRo
CZRp CXb
\SiCTPFUDqFSfWR C_
\TQ_agp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgp
CGPHPiUUZXPFoSYS`IRjGo \SiCTPFUDqFSfWR
\ YHTp
UMFl \QAprX
IeUl $
IeUUX`C_EQiSCGVBFoWSRVBFF\S \TOTDqYhMrllpS\lafg
IZB C_WE
m IRPACG`
\ U\
CGRVRiDqHPMFYXmGSWBmkW IePF^X
\QPAINUA`C $
QAlp]G]pY \SGGVijR
C N`\EQmWoW^
IRWMfE \QW^
CGmM \SG
\TlpY_`IHQPA \TpYTpfWRAQ`
\QWZWHhTll`QffDQgp \SiClOTVRq[WHaDgpUgpUgpUgpUgpUgpUgp
CXLRpnTTT CXLRpTT
hX C_SC
C_EfM_lHS`CX dX`
$ U
Ha CGRVB[f
CKo CgSloK
\_V[\oWFED\hQjRW Ij`\
IeA IHfTQ`
ISBZMPUmQ \SGQUfQ
IeUl $
C_ERVBFoL IPFMLXfWcL
IjGQV cHTTGBRV
QAlp]G]pY \SGGVijR
IH_V\eQWL Ihfa
\SiCTPFUDqFSfWR CGPHPiUUZXPFoSYS`IRjGo
\TQ`\ U\
CgRW $
C_f[M \TlQ_UX
IS CGmM
\TQ YqG
MT[ ISQDifp
C_ERVBFoL IPFMLXfWcL
UCZpR CGQGLTA`IH_`\QAprE
CXilpTTTT CLRpTTT
Iji $
\_e \amamQWe_`\_
\aEWeaCARjhqA IRjhqIEEkE
Icf IHSi
\BMLC`INiro CGfr
CEY_XmQADkpr CG`C
IeQ`IjF \SUAifCUA
\aEWeaCARjhqA IRjhqIEEkE
\_DqB`IRWFC IeHC
Ie` U
CD ICDl
\QAQRV Ie`\jQllQRV
\bWP_ IHTlpCOTV
am \QjGF\TQA\
$ \MrOTP
CGfMQUASUAUAUAUA \_
\lQPhEQq IhmS
\TpWSRQAll CQrpCOTnf]
\Sir_SSIRPP CGOPBV[BUE
IN`\gffmaO`AUg \afTlpCOTVRqFVeSMo
\QPim IeQGrQA\
$ \MrOTP
IRWME_agpUgpUg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\g
\lQPhEQqG \SUAG
INGL^GVW\eTQDiRVBFnF Ij`
C`QdhS \MGBEQRVBB`C_L_c
Z CXiRRR
Ih IHQWl
\_Dq qCGSLXRSM
C_We_`IhU NiQApp
\S`I gdi
CXLRpnTT CDpTTT
\\EAllFmpCp Iji
IefC \MLYlRAllp]
IRPQ IT
HaagpUgpUgpUgpU \aagpU
CGD C_WYEa[fUZZXVR
IHTOTf]QUE IRlpQj
IhTA`CXmGWmGWi XCXZ
Z \TOT`
I Ik
UC IeUEW^
IR \VQ
\_Dq qCGSLXRSM
CLR CZl
\Sir_SSIRPP CGOPBV[BUE
Iq CG_U
\cPn`\Q_C\AAA IeQ\
U $
nNlR \_RVBFoE
\cPn`\Q_ \aC`IN`\a
\SiCpfDg \aEWlh
CgKTeREUfQPRV\eS`CX UCX^
IRP \hQWM
\_`C_EfCQ IRP_UXiMffZZZXUmTQH
IeQG \m
CEeREP Rj
CgK]SMoRSCQ I
IN\A \SA
\__ CGfMQUASUAUAUAUA`C
\_P[Lf \ama^EWM
Haa CEYfMACG_`UgpUgpU
_`TppOTf IRjQP[
O \Sir
\QAQ Ie`\jQllQ
OBBD \QAQVR
CgSM`MDq CXmkWoTTTXT
IjGQ cHTTGBR
a \MQPB_
HaagpUgpUgp \TQ_agpUgp
\aDgpUgpUgpUgp \QWZWHhTll`QffDQgp
IH_`CXi Z
IRP \hQWM
FbN\ IHQPffU
\MGBEQRVBB`C_ IPFMLXfWc
\_fgWL_L_cL_cL_W C_L_WcL_cL_WcL_WcL_W
\_ \SGp]OTkL
ISGZiQ \QApM
Ih \QApMQ`IRWUj
[SGm_ \SGQUfQ
\apfMhqIkkIkp IShqIkkkEEkkEkEkEkkEEkEkEEk
\TTRVB[fDgp \QjL`UgpUgpUgp
CZpRpT CD_p
ISBZMPUm \SGQUf
\Q CG
\TOTDqHO\V CGcVRq
\alSGFCEPqBAIN\AAAAA IcN
H]\ShIl I
$ \_VB
CgK]SMoRSCQ I
Z CXmGW
BS C_WeaC`
IRj \Q
C_SSC_WEr Ij`\_fWGr
IPFMLXfWc C_L_cL_WcL_Wc
IHQAlpL`p \MGZClQ
OCX CX
Ij`\TQA\_ ]baEjGQ
ZR \_ACZ
KCXmGW \SUA
IS CGmM
\aE K\Q
C_f[M IHMGSR
\DQP C_E
PMB C_EQ`C
\MhBACDp CXLRpnTTTT
\cPn`\Q_C Ie_m_Q
\T \M
\Tlllll Ph
IHTpr_L_cL_c`L_cL_cL_cL_BcL_cL C_L_WcL_cL_WcL_WcL_WWcL
\QWh_afWNiMV\Blj`Cg IeACg
Ij`\TQA\_Q q\\_cQJIj
K\Q \aE
f C_We
\TppAjEZGHGprLJpT XNkW
INijeA \TpMDqFZfljUA\AA
\EQRVBFC CGV[\FCE
\cPn`\Q_C\ \alSGFCEPqBAIN\
k \_PFV
I Ik
\SiYTOTU CGUm_QHIRPI
IRPACG`CgS IBMRQABpVDifrgS_
_ IjGLm
PMB C_EQ`C
YIhW \TQPBA\TlpLoRWVeS
IhCGrl F__UlVZZZZZXQi]l
CZ C\G
C_L_c C_L^__qc
\G_ \SiM
Ij`C INGL^GVW\eTQDiRVBFnFC
\aDg HaagpUgpUg
r Ij`
YSRLD IRAOTRV[
Y Ie
CGmM C_WF\aCUAG
CXRWha \a
C_SL`rXiR TCZbU
CgKe I
