30382
DABD ECDB
BDDE CDBEE
$ BDC
BCDAADEDAE AAEDCAE
BCAAAADCACB C
BCDAADED AAEDC
AEB DAEC
BDECAAAA AEACCABECADAA
DE DDCCACEBABADBD
ACAAC AAA
BD CDC
EAEAB EBAEDCC
BDDBECCDB DACD
BADBB DDCCACEBABADBDACED
E DCCAEEB
CDCBDC C
BDDC BDAC
CDECB DECB
AAEDCAEDCC BCDAADEDAEDCC
BAD DCDADCCBAE
BA DECB
CDECBDADAA DCCBEE
CBB DDDACABBDBCDBBDCD
CBCEDDABBECCBADBBAD BDBDDBDDCDB
ADECCAAB CDCCEABEAEAEAEA
BCC BB
C CDEE
DABDECAAEDA EEADADA
ACCABA ACADADAAAA
BDECCADAACAAAC BEEACAAABCAE
DBBDABBBDDADABCEB DE
AEB DAEC
A DBBECDDCEBA
DABDD BBDDACBD
AADAAE CDEEEBD
DCCBECDDCADDDD DBAEDABDBDADCDDACDD
BCDAADED AAEDC
AADEB DBDBEBCACAD
BDB $
DBDBACDAD BBDECE
BCCDCD CCDCAC
AAEDCAEDC BCDAADEDAEDC
BDDBDACDBDDCDBCACAEBA DBBBCECABDDADCEBADA
DABBEDAEBCABBEDEBBADDADBBDADAA DDBACA
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
EEADAD DBECCDBEEAEAB
DABBDEC ACAE
AE BDDEC
BB DAEDADCCCDDACCCCCBEBCACBDABBB
DA DDCCACCACCACCACEBADADAAD
DBDCAEBCAECDABBDBABADCCAC DABEBECD
DDCDAD CDECBAEA
BCEDCCACEEBDCEBAACACE DBAEDABDBDADCDDACDDC
DCABAADCDDCCDDCCCCCBBCADCBE CDEBACDABCDCEEEBEEAC
DEBDC BCCD
DABBDE EA
DBCDEBCEEBAEDDCBCEADCCBEDAE BCCDAAAE
CDBBDBDB CDEC
DABBBEBE C
DCABAADCDDCCDDCCCCCBBCADCB C
AD BDEBBEDC
DADDCEDDB CABDBEBCBACDBBACACEED
DABBDE EA
BCCD DEBDC
EACA DECACAA
CAECCCBCDAE DAEDBBECCDCCCBA
DBBBCECABDDADCEBADAAC DDCCACC
ACCABAACAC AAA
BCCD DEBDC
CDBBDACCCCA ECCAAAAACAC
BEEACAAABCAEA BDECCADAACAAACA
DCCBEBEEEBEEA $
DBBA A
ACADADA DDACCABBDCCDD
DABBEDBADCBEBECDDAAEBBBDAECDAECC DDAABBEBBC
CDEBDCABADCBBDADAAACCBDCDBE CDCBDBECDCCAEECCBEBE
CDECB DECB
DCDECDDACBCDBB DCCBEEDA
CDEBDCABADCBBDADAAACCBDCDBE BDBCDCDECEBCD
EEADADA EAEDCCCAEDCCAEDAEDA
CD D
D ECC
BDDBDACDBDDCDBCACAEB DBBBCECABDDADCEBAD
DCDBDADDCD DDDBD
DCCBEDDCDDCCDDCBCBDDECB EACCCAEDCA
CCB E
DBBDABBBDDADABCEB DE
DBAE CED
CB DABDD
ABEBDCCE DDDACABBDBCDBBD
$ BDC
DADDAAEEADCBDAEEDAEAEDDCBCDADBDAD ECCCC
AA EEB
DBAEDABDBDADCDDACDD BDCCADDDCC
CDDE DECCDBDCCB
BCC BB
DDBEBBCEEACDA BCAA
DBCDEBCEEBAEDDCBCEADCCBED BCCDAA
BDC $
DBECAE DA
BD CDC
BCAA DDBEBBCEEACDA
ECAAAA CDEBACAAC
ABCCCD BDECCADAACAAACAC
DCDADACCBA BBDDACBD
BEEACAAABCAEACAC DDBEBBCEEACDAD
CDCEAB DCADACACACCAAE
DECEBADBC DCCAEEDADD
BB DAEDADCCCDDACCCCCBEBCACBDABBB
DCABDBADACCDABBD DCDADCCBAE
DBB $
DECBEDCDDBDAEE DABDECDAECACBECABE
DBA AAEDCA
DDDB DBDBEBCACA
CDEE C
DABBEDAEBCABBEDEBBADDADBBDADA DDBAC
AAEDCAED BCDAADEDAED
E DEEED
BDCDABEAEAEAEAE ADECCAABE
DCDECDDACBC DCDCCBDBADCACDAECC
$ DBB
ACAACAAACACA ECAAAB
E BDCD
CDECB DECB
BCDAADEDAEDCCC DDECEAED
EAEDCCCC EBDDEB
DEC DCABDBADACCDAB
ACCCCCC D
ADDBECAD ACAACAAAC
CDBBDBDB CDEC
DEC CDEC
ECCC C
CB BC
BEEACAAABCAE BDECCADAACAAAC
BC DEDB
BDBDDBDDCDB DCADD
AAE EEBE
DCDC DCABAADCDDCCDDCCCCCBBCADCB
BCDE DCDADACCBA
DDCCACEBABADBD DE
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
BB DAEDADCCCDDACCCCCBEBCACBDABBB
BBDDACB DABD
DADDAAEEADCBDAEEDAEAEDDCBCDADBDA DCEECADAD
DABBDE EA
$ BDC
C $
BA CDCB
$ ECC
DECDBBABEEE DCCBECDDCADD
CDBBDBDBD EAC
CDCBDBECDCCAEECCBEBE CCDCACC
D DABB
DABEBECD DBDCAEBCAECDABBDBABADCCAC
ADECCAABEA CDCCEABEAEAEAEAEA
DDDB ACCCCCCA
DABDD C
DBDCAEBCAECDABBDBABADCCAC DABEBECD
DDB AA
CD CDECBCCB
BEEACAAABCAE BDECCADAACAAAC
BBDABEA CDEABEA
DABB D
BDCD E
DCCCB DABBE
BCAAAADCACB C
EDECAAA DECACAA
CEABAAAAA BCDECAACAAAC
BCCDAA DBCDEBCEEBAEDDCBCEADCCBED
BECDCC DADDAAEEADCBDAEEDAEAEDDCBCDADBDAD
DEC CDEC
BDDEC B
$ CDCBD
DBEEBEDC $
BCA DBDBACD
CABDBEBCBACDBBACACEED CDBBCDDDCEDDB
CDECBCCB DBDECE
D CDCEA
BDCDBDDA BDACD
AEACCABECADA BDECAAA
DABBEDAEBCABBEDEBBADDADBBDADAACAC DADC
DBAED BDBDBDECA
EBAEDA EACCCA
$ BDC
DE DDCCACEBABADBD
AAAAAAC DBDBACDADAC
DAD AEAC
DABDDB EDDCAAAAA
BCDAADEDAED AAEDCAED
AAE EEBE
C $
DCDECDDACBCD DCDCCBDBADCACDAECCD
CDEBDCABADCBBDADAAACCBDCDBE CDCEBCDE
BDCDEC CDEBDCABADCBBDADAAACCBDCDBE
CBCEDDABBECCBADBBADD DDCCACCACEB
C BCAAAADCACB
DA DDBAC
BDECCADAACAAAC BEEACAAABCAE
AAEDCAEDCCC BCDAADEDAEDCCC
AAEDCC AE
CABDBEBCBACDBBACACEEDDB CDBBCDDDCEDDBDB
DCDCCBDBADCACDAEC DCDECDDACB
C DCDADACCB
CDBBCDDDCEDDB CABDBEBCBACDBBACACEED
CCEBEAA BCCDA
EB CCBB
BCEDCCACEEBDCEBAACAC DCCBBABEEBCD
AD CDBBCDDDCEDDBDBDBD
DCEECADAD DADDAAEEADCBDAEEDAEAEDDCBCDADBDA
EEAEACC EDDEBAEDCAED
BDD DABDDBACD
DABDECAAED EEADAD
DBCADDCDDACBBACBBADDCCCDDCCBCBCCBB EDEB
BDCDBDDAE BDACDE
E DE
DABBEDAEBCABBEDEBBADDADBBDADAACA DAD
DDCCACEBABADBD DE
BCCD CDABE
BCAA DBDBACDA
$ DAEDADCCCDDACCCCCBEBCACBDAB
DADC DBBBCECABDDADCEBADAA
CD CDB
CDEBECEDCA E
C $
DBBECDDCEBA DECEBADBCD
EAEAB EBAEDCC
DBECCDBBDDCA DAEE
DCCBEED CDECBDADAAD
$ DBBCABDAECBBCCABECDAEE
CEABAAAAA DBDBACDAD
ACCDAABCADB DADCCACCACCACCA
AAEDCAE BCDAADEDAE
ECAAAACAEC ACCABAACAC
C $
CDCBDBECDCCAEECCBEB CDEBDCABADCBBDADAAACCBDCDB
BEEACAAABCAE BDECCADAACAAAC
DCACBEAB CDECBDADAAD
DDC ACCA
BCDDAE AD
E DE
DECCDBDCCB CDDE
DBDBACD BCA
BDDBDACDBDDCDBCACAEBA DBBBCECABDDADCEBADA
DDDACABBDBCDBBD ABEBDCCE
AEACCABECADAA BDECAAAA
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
DEDB BC
DECB CDECB
CDACEEAEA DBDBEBCACAD
ACB DABBDE
DCCBECDDCADDD DBAEDABDBDADCDDACD
D DABB
EBDDEBCC EAEDCCCCCC
EA DABBDE
DDAA DD
ABCCCD BDECCADAACAAACAC
BEEACAAABCAEA BDECCADAACAAACA
DAB C
BBC BDECCCCABCAACCAAEA
BA DECB
E CDECBDADAADA
CD CBE
DBB $
DBBBCECABDDADCEBADAACA DDCCA
B DCDADCCB
BDBCDDADBBDADAACACCACEBAD $
EB ACECDEEB
BE BCCDC
BED E
CE BDBCDCDECEBC
CABDBEBCBACDBBACACEEDD DADDCEDDBD
DAE CABDBEBCBACDBBACACEEDDBD
DBCADDCDDACBBACBBADDCCCDDCCBCBCC DAEDAECCDA
DCDCCBDBADCACDAECCD DCDECDDACBCD
D DABB
CDBBDACCCCAA EAEAB
DDDAC CDECBDADAAD
BDBDCD CC
BDECCCCABCAACCAAEA EC
DCDADACCBA CA
DABBE DCCCB
DECDBECC CDBDBDCCB
BDBDCDC CCC
AAEC DABDDBACDA
CABDBEBCBACDBBACACEEDDB C
DCDECDDACBCD DCDCCBDBADCACDAECCD
CA DABDD
DEEED EBAEDC
CABDBEBCBACDBBACACEEDDBD CD
DAE CABDBEBCBACDBBACACEEDDBD
DDACCABBDCCDDA EDEC
CDECCEEEABE CDCBECAEAEE
DADE DCDECDDACBCD
AAEDCA BCDAADEDA
AAEDCAE BCDAADEDAE
DABBBEBE C
CDA CDCE
DBCDEBCEEBAEDDCBCEADCCBED BCCDAA
DCDECDDACBC DCDCCBDBADCACDAECC
DDAAB DCADDCCBAADACBC
DBDBACD BCA
AAEDC BCDAADED
DABBEDBADCBEBECDDAAEBBBDAECDAEC DDAABBEBB
DCCCB DABBE
AEACC CDEBACDABCDCEEEBEEA
DBCDEBCEEBAEDDCBCEADCCBEDA BCDDC
DDB AA
CDA CDCE
EACCC AB
AAEDCAEDCC BCDAADEDAEDCC
DBCDEBCEEBAEDDCBCEADCCBED BCCDAA
CDBBDACCCCA ACAAAACEAAEACACCAC
C BCAAAADCACB
DABDECDAECACBECABE DECBEDCDDBDAEE
ABCCCD BCDECAACAA
CD D
DBC EB
DDAABBEBBCB AEAEAE
BEEACAAABCAEACA BCDECAACAAA
DBBBCECABDDADCEBADAACA DD
DBECAEAB DE
DAC CDEE
CCDCAC BDCDE
CDE DE
DABBDE ACB
BCCDAAAE DBCDEBCEEBAEDDCBCEADCCBEDAE
ACBC CDBBDBDBD
CDEBACAAC CEABAAA
DABDDBACD BDD
AEB DBBAEC
DCEECADAD DADDAAEEADCBDAEEDAEAEDDCBCDADBDA
C DCABAADCDDCCDDCCCCCBBCADCB
BCCD DEBDC
AAEDCA BCDAADEDA
BDDBDACDBDDCDBCACAEBAA DABBEDAEBCABBEDEBBADDADBBDADAACAC
CDECBDAE CDB
DEBDC BCCD
AA DDB
BB DAEDADCCCDDACCCCCBEBCACBDABBB
$ B
DDECEAED BCDAADEDAEDCCC
CDBE BDD
C DCDADACCB
CBCD CDCEA
CDCCABEA ADECCAAB
EDEC DDACCABBDCCDDA
D DABB
CABDBEBCBACDBBACACEEDDBD CD
DE DABBE
AAE EEBE
CDECBD CDB
DDBACAC DABBEDAEBCABBEDEBBADDADBBDADAAC
CDBBC BDBCDCDECEB
CDDE DECCDBDCCB
CDCCBAB AE
BDBE EBAEDC
BDBDCD CC
ADBE EAEDCCCAEDCCAEDAEDA
DCDCCBDBADCACDAEC DCDECDDACB
DCADDD BDBDDBDDCDBD
BDBCDCDECEB CDBBC
BCDEAE EACCCAE
CDBDBDCCBD DECDBECCD
AAEDCAEDCC BCDAADEDAEDCC
EEADAD EAEDCCCAEDCCAEDAED
EEAEACC EDEDAAEDCAED
DE E
DBB AADA
DCDADACCBA C
BDCDB DAEDADCE
CDC BD
AAE DABBEDBADCBEBECDDAAEBBBDAECDAEC
BDC $
DECCDBDCCB CDDE
BDECCCCABCAACCAAEA EC
BDDBDACDBDDCDBCACAEB DBBBCECABDDADCEBAD
ACADADA DDACCABBDCCDD
CDEC ECE
CDEC BEB
DDCC DABBEDAEBCABBEDEBBADDADBBDADAAC
$ C
BCDCCEABBCD DABDD
CDCEBCD CDEBDCABADCBBDADAAACCBDCDB
$ DCADDCCBAADACBC
DAEDAECCDAB DABEDBEDDCCCBD
CDECBDADAAD DCCBEED
DDAABBEBB DABBEDBADCBEBECDDAAEBBBDAECDAEC
AAEDCAED BCDAADEDAED
D DDBACACACC
B DAEDADCCCDDACCCCCBEBCACBDABB
BDCDB DAEDADCE
AEEA DDECEAEDCCA
$ DBB
DAEDADCCCDDACCCCCBEBCACBDAB $
AAEDC BCDAADED
ADDB DBBA
BDBDDBDDCDB DCADD
ECDB DABD
ADECCAABE CDEBCDABEAEAEAEAEAEAEAE
EDDCAAAA CDEBACAACAA
ABA EACCCA
DEC CDEC
CDE BBD
ABCCCD BDECCADAACAAACAC
BCCDA CCEBEAA
DCABDBADACCDAB DEC
EBAEDCA CAEA
$ DAEDADCCCDDACCCCCBEBCACBDAB
DADDAAEEADCBDAEEDAEAEDDCBCDADBDA DCEECADAD
C $
AEACCABECADA BDECAAA
DABBBEBE C
AAEDCAEDCCCC BCDAADEDAEDCCCC
CD D
DBAEDABDBDADCDDAC DCCBECDDCADD
DADCCACCACCACC DABBEDAEBCABBEDEBBADDADBBDADAACACC
DDECEAED BCDAADEDAEDCCC
EEADADA AAEDCA
$ BA
DBBBCECABDDADCEBADAACA BDDBDACDBDDCDBCACAEBAACA
DABBBEBE DAAEDBBBEA
BCC DDBBABE
CDEBDCABADCBBDADAAACCBDCD CDCBDBECDCCAEECCBE
C CDEE
DECBDB BCAA
DCCAEEB E
DABB D
BDC $
AAA CDEBACAAC
CDEAB DABDDCD
BDDEC CDBEEC
DDCCACEBABADBD DE
ABA EACCCA
DDDACABBDBCDBBD ABEBDCCE
AAE DABBEDBADCBEBECDDAAEBBBDAECDAEC
CDEBACDABCDCEEEBEE DEC
DECCDBDCCB CDDE
DAEDBBECCDCCCBA BCC
CD CABDBEBCBACDBBACACEEDDBD
DEC DCABDBADACCDAB
DBAED CDEBDCABADCBBDADAAACCBDCDBED
BCAA DBDBACDA
DDACCABBDCCDD ACADADA
C DAB
BCA DDBEBBCEEACD
DDCCACEBABADBD DE
EBDDEBC EEAAEDCCC
BDDBECCDB DACD
DEBDC BCCD
ADDB DBBA
DABD BCDCCEABBC
DAEDADCE BDCDB
BBCBA ECCAAAEDAEDAEDCA
EBDDEB EEAAEDCC
$ DAEDADCCCDDACCCCCBEBCACBDAB
BDDA DECDCDECBCCC
AEDB DADABDEC
BDECAAAACA AEACCABECADAACA
DADCCACCACC DABBEDAEBCABBEDEBBADDADBBDADAAC
BDBDBDEC DBECAE
DECBD CDECBD
EEA BDECAAAACAA
CABDBEBCBACDBBACACEEDD DADDCEDDBD
BCEEBD CDEBCDCBAAB
DABBBEBE C
CDECBDADAA DCCBEE
DECB DCABDBADACCDABB
DDC ACCA
CDEABB CDCCABEAEAEAEAEAE
DACD BDDBECCDB
DECDBEC DABBAB
DAEDBBECCDCCCBA BBC
DECCDCEBCDECBDDADACDD DADABDE
DBBDABBBDDADABCEBCA DECA
DDBA AAA
E BCED
ACCCCCC D
DCCBEDDCDDCCDDCBCBDDE DABEDBA
AAEDCAEDC BCDAADEDAEDC
C DCDADACCB
DE DDCCACEBABADBD
DEC DBBDABBBDDADABCEBC
CDEBDCABADCBBDADAAACCBDCDB CDCBDBECDCCAEECCBEB
BCA DBDBACD
BCCDC BCE
CABDBEBCBACDBBACACEEDD CDBBCDDDCEDDBD
BDBCDDADBBDADAACACCACEBADA A
BBDDACB DABD
CDEBACAACA ECAAAACAECA
B BDEBBEDCA
$ B
B $
CC BDBDCD
CABDBEBCBACDBBACACEEDD DADDCEDDBD
DAEC AEB
BCDAADEDAEDCCC DDECEAED
EAEDCCCAEDCCAEDAE EEADA
DECDBEC DABBAB
DADDCEDDBDB CABDBEBCBACDBBACACEEDDB
BDACCBA $
AA EEB
EEADAD EAEDCCCAEDCCAEDAED
CDEA BBDA
CB DCDADACCBA
CAAA AAEDCAEDCCCC
AAEDCAEDC BCDAADEDAEDC
CDBE BDD
DBADECBDCDEC CDD
DCCBEDDCDDCCDDCBCBDDEC AEDB
DABEDABEAADAECBAECACCBED DAEDBBECCDCCCBABA
EB DABEBECDA
DBBAD BCEE
DABD BBDDACB
CC ACCA
CBA DBECAE
CABDBEBCBACDBBACACEEDDB CDBBCDDDCEDDBDB
CDCBDBECDCCAEECCBE CDEBDCABADCBBDADAAACCBDCD
ACAACA CDBDDABDECC
$ DECDBBABEEED
CDCCABEAEAEAEAEA ADECCAABEA
BCCDAAA DBCDEBCEEBAEDDCBCEADCCBEDA
ACAA ECAAAACAE
BDBDBE ECCABAA
CDC BD
DDBACACACC DBBBCECABDDADCEBADAAC
CDCBECAEAEE CDCCABEAEAE
DDACCABBDCCDDA ACADADAA
DECB CDECB
EAEDCCCAEDCCAEDAEDA ADBE
EBAEDC EDEDAAEDCAED
EBDDEB CDBEAED
BDBDBEC CDBDDDABCDADCBCCACCBECCAEBCABBEBCBEBCCACB
CDBEAEDCC AADAEDAC
BA DCDADCCBA
CDBBCDDDCEDDB CABDBEBCBACDBBACACEED
BA DECB
BDBCDCDECEBC CDBBCC
CEABAAAAA ACCABAACACAA
DAEDADCCCDDACCCCCBEBCACBDABB B
BCDAADED AAEDC
CABBCCCD EA
ECD ECAAAAAA
ACAAC ECAAAACAEC
CDBBC BDBCDCDECEB
CDE DE
$ DBEEBEDC
DECDBBABEEEDDC DAAEDBBBEACD
CDE CC
BCAA DBDBACDA
CB BC
DABBEDBADCBEBECDDAAEBBBDAECDAEC DDAABBEBB
BDACD BDCDBDDA
DBECAE BDBDBDEC
ABE DB
BDD CDBE
BCDAADEDAEDCC AAEDCAEDCC
CDCEAB CDAAB
EEAB AD
BDDBECCDB DACD
ACAE DABBDEC
DE B
DEC CDEBACDABCDCEEEBEE
CDECBDADAA DCCBEE
DCABAADCDDCCDDCCCCCBBCADCB C
EEADA DABDECAAE
BBDA CDECCEEEA
AAEDCAEDCCCC CABAAACCE
BDC $
CABDBEBCBACDBBACACEED CDBBCDDDCEDDB
DCDECDDACBCD DCDCCBDBADCACDAECCD
DAAEDBBBEA DABBBEBE
DCABAADCDDCCDDCCCCCBBCADCB DCDC
BDDE CDBEE
DBB AADA
BCDDCED AAEDCAEDCCCCC
DDCCACCA DBBBCECABDDADCEBADAACA
EDADC ACAACAAACACAC
AEB DAEC
DDACCABBDCCDD ACADADA
AAEDCA BCDAADEDA
DDDCEBABDACACC DDADCCBCAEBACBE
DAEDADCE BDCDB
DBBBCECABDDADCEBADAA DADCCACCACCAC
CCD BDC
DABBEDAEBCABBEDEBBADDADBBDADA DDBAC
DCDCCBDBADCACDAECCD DCDECDDACBCD
DCCBEBEEEBEEA DCCBECDDCADDD
DEC DCABDBADACCDAB
DCDCCBDBADCACDAECC DCDECDDACBC
DEC EC
DDDAC DCCABE
CD BCAAAADCACBD
CBE CD
ACAAC ECAAAA
DECBEDCDDBDAE DABDECDAECACBECAB
EBAEDC BDD
$ C
DDAABBEBB DECDCDECBCC
AEB DAEC
DADABDE DABEDBA
AAEDCA BCDAADEDA
DCCBEE CDECBDADAA
CDBE BDD
DBBBCECABDDADCEBADA BDDBDACDBDDCDBCACAEBA
CDECBDADAA DCCBEE
AEB DAEC
BD CDC
DABD BBDDACB
CDCE CDA
DECDBECC CDBDBDCCB
AB DBBA
BDBCDDADBBDADAACACCACEBAD DCADDD
CDCB CA
DDCDEBDA DDADCCBCAEBACBEB
BCAAAADCACB C
CDBBCCDD DBBBAED
BCCD DEBDC
CDB CDECBDAE
DECB BA
DBECAEA CBAA
DBCADDCDDACBBACBBADDCCCDDCCBCBCC DCDCCBDBADCACDAECCD
BCC DDBBABE
AA DDB
CDEE C
BCDECAACAAAC ECAAAAAA
CDBBCDDDCEDDBD CABDBEBCBACDBBACACEEDD
BDCDBDDAE BDACDE
DBBBAE CCDCACC
DECDBBABEEEDDC DC
BCDECAACAA D
DDECEAEDCC CDBEECE
DCCCB DABBE
CDBC DBBBAE
BDBDDBDDCDB CBCEDDABBECCBADBBAD
DCDBDADD ABEBDCCE
DD DDAA
DDDAC CDECBDADAAD
BDC $
CDBBC BDBCDCDECEB
CDECBDAE CDB
E DE
CDEBECEDC BCCD
CDC BD
DBBA ADDB
CDE DE
BDD CDBE
C BCAAAADCACB
C DCDADACCB
CD CBE
BDDEC AE
BCCD CCEBEA
AEAC DAD
DDAA DD
CDE BBD
DE DDCCACEBABADBD
C CDEE
DABEDBEDDCCCB DECBEDCDDBDAEE
$ DBB
DDCCA DA
DBAED CDEBDCABADCBBDADAAACCBDCDBED
DBBBCECABDDADCEBAD BDDBDACDBDDCDBCACAEB
CDCB CDEBCDCBBDC
DCCBEDDCDDCCDDCBCBDDE DABEDBA
DECB BA
CDBBCDDDCEDDBDBDBD BCEE
BDBCDCDECEBC CDBBCC
CDCBDBECDCCAEECCBEB CDEBDCABADCBBDADAAACCBDCDB
DECAC ACADADAAA
C DCDADACCB
CABDBEBCBACDBBACACEED CDBBCDDDCEDDB
BDACCBA BDCDCB
DACDA BCCDE
CBCEDDABBECCBADBBAD BDBCDDADBBDADAACACCACEBA
DADCCACCACCACCA ACCDAABCADB
DDACCABBDCCDDA ACADADAA
ECCAAAEDAEDAE EACCCAE
DBB AADA
CBCEDDABBECCBADBBADD DBBECDDCEB
ACADADAA DDACCABBDCCDDA
EDEC DDACCABBDCCDDA
DADDCEDDB CABDBEBCBACDBBACACEED
CBEB DECBD
DCCBBABEEBCD BCEDCCACEEBDCEBAACAC
DDC DABBEDAEBCABBEDEBBADDADBBDADAA
DEDB BC
DDCCA DABBEDAEBCABBEDEBBADDADBBDADAACA
ACADADA DDACCABBDCCDD
DABDECDAECACBECAB DECBEDCDDBDAE
DBBA AADAA
DBCDEBCEEBAEDDCBCEADCCBED BCCDAA
CDC BD
ACAAAACEAAEACACCACA CDCCBDECDBABBBDECE
CDCBD $
BDDBDACDBDDCDBCACAEBAACA DABBEDAEBCABBEDEBBADDADBBDADAACACCA
DCEECADAD DADDAAEEADCBDAEEDAEAEDDCBCDADBDA
CBCEDDABBECCBADBBADD DBBECDDCEB
DECDBBABEEE DCCBECDDCADD
BC DEDB
ACAAAAAAC DCA
AA DDB
CDECCEEEABE E
ECAAAACAE CDEBACAA
ACCABCAD EDDCAAA
CABDBEBCBACDBBACACEEDDBD CD
D DDBACCEBB
$ B
DABEDBEBEDBADCDDACBABB DAEDADCED
ECAAAAAA BDECCADAACAAACACAC
DDAAB DCADDCCBAADACBC
DCADD BDBCDDADBBDADAACACCACEBA
DEC CDBB
ECDB DABD
ACCABAACACA ECAAAACAECA
DDC DABBEDAEBCABBEDEBBADDADBBDADAA
BDECCCCABCAACCAAEA EC
DAEDADCCCDDACCCCCBEBCACBDABB B
CDECBDAEE CDBE
E ACECDEE
CDBBCDDDCEDDBDBD CABDBEBCBACDBBACACEEDDBD
DCCADD DECEBADBC
AAEDC BCDAADEDAEDCCCCC
CDCCABEAEAEAEAE ADECCAABE
D CD
ECAAAACAE ACCABAACA
ACACCAAACACACAAACA DBBECE
DABEDBEDDCCCB DECBEDCDDBDAEE
DCCBBABEEBCD DDCCACE
BDCDABEAEAEAEA ADECCAAB
BCDEAE EACCCAE
CDC BD
CD CBE
DE CDE
BDBCDCDECEBC CE
ECCAAAAACAC CDBBDACCCCA
C DAB
CDB CDECBDAE
DEBCD DBBAE
BCAAAADCACB C
DABDECDAECACBECAB DECBEDCDDBDAE
DDAABBEBBC DABDDBACDA
CDECCEEEA BBDA
$ C
ACADADA DDACCABBDCCDD
CDBDBDCCB DECDBECC
DDCCACEBABADBD DE
CDCCBAB AD
CDCEA ADCDEDAE
ECCCCC CDCE
CDEBDCABADCBBDADAAACCBDCDB DBBBA
AD DADDCEDDBDBDBD
BDBD AEAEA
BDD CDBE
D DABB
DCACBEBCABCDBEDDACCCCDDCCDDAA DAB
$ BDC
ECAAAAAA EAB
DBECCDBEEAEABA ADBE
E BDECAAA
DD DABBEDAEBCABBEDEBBADDADBBDADAACA
CDEBDCABADCBBDADAAACCBDCDBED DBECAEA
EEAAEDCCC AADAEDA
DAD AEAC
DCDADCCBA BA
DEC DCABDBADACCDAB
B DCDADCCB
BA DECB
DECB BA
DABEBECD DBDCAEBCAECDABBDBABADCCAC
BCCCABEDCBAD CDECD
DCDADCCBA E
DABDDCD CDEAB
CDDE DECCDBDCCB
CDBE BDD
DCCBEBECDBEC DBDCAEBCAECDABBDBABADCCACA
ADDB DBBA
EDECA DDACCABBDCCDDAA
EACCCAED EEAAEDCCCC
C DCDADACCB
DCCBECDDCADD DBAEDABDBDADCDDAC
CDCE CDA
BCCD C
CDBDBDCCB DECDBECC
DCCAEEB E
$ C
DBDCAEBCAECDABBDBABADCCAC DABEBECD
ACCADC DECBBB
DDD DCDBCABCDAE
AA DDB
DABBEDAEBCABBEDEBBADDADBBDADAACACCAC CDCCEABEAEAEAEAEAEA
ADEBBE DADDAAEEADCBDAEEDAEAEDDCBCDADBDAD
DECB DCABDBADACCDABB
CDDE DECCDBDCCB
DDBEBBCEEACDAD DAC
EDEC DDACCABBDCCDDA
DECDCDECBCC AAE
AEAEACAACAAACAC BDECCADAACAAACACA
C BC
EDBDDC CDBBDBDB
$ C
BCDAADEDAED AAEDCAED
DBAEEBAD DDCCACEBABADBDA
EAC DECACA
DECDBEC DABBAB
CDE DECD
CD EBEDC
B DAEDADCCCDDACCCCCBEBCACBDABB
CABDBEBCBACDBBACACEEDDBDBD DAEBD
DBECAE BDBDBDEC
DDBEBBCEEACD BCA
ECCABAA ECAAAB
$ B
BD CDC
BDDA DABBEDBADCBEBECDDAAEBBBDAECDAECC
DADDCEDDBD CABDBEBCBACDBBACACEEDD
EAEDCCCAEDCCAEDAED EEADAD
DDDACABBDBCDBBDC DDDB
DABDDBAC BD
DBAEDABDBDADCDDAC DCCBECDDCADD
BCDDCE DBCDEBCEEBAEDDCBCEADCCBEDAE
ADDBE DB
CEABAAA ACAAC
CDBE CDC
CDE DE
$ ACECDE
DAB C
DDBACA DABBEDAEBCABBEDEBBADDADBBDADAA
DDBAC DABBEDAEBCABBEDEBBADDADBBDADA
D CDCEA
DE CDE
EBDDEBC CDBEAEDC
ACBC DABBDEC
EEADA EAEDCCCAEDCCAEDAE
CDBE BDD
CDBBCB BED
AEAAEDCA DEE
CDECBDAEE CDBE
BDBDDBDDCDB DCADD
E AED
BCDDC DBCDEBCEEBAEDDCBCEADCCBEDA
CDE DE
BCBD CDB
B DAEDADCCCDDACCCCCBEBCACBDABB
DABB D
C $
BDCDB DAEDADCE
CDEEEB DEBC
BD D
DEDBCDAA BCDABB
ADECCAABEAE CDEBCDABEAEAEAEAEAEAEAEAE
BCDAADEDAEDCCC AAEDCAEDCCC
DEC AD
BC DEDB
BDDE CDBEE
BCDAADED AAEDC
BDECCADAACAAAC BEEACAAABCAE
DDCCACCACCACCACEBADADAAD DA
DBEECDB BDCDBDDAE
C DCDADACCB
BD DABDDBAC
ACAAAACEAAEACACCAC CDBBDACCCCA
CDB CDECBDAE
DDCDAD CDB
AAEDCAEDC BCDAADEDAEDC
AEB DAEC
DDACCABBDCCDD ACADADA
DABBEDAEBCABBEDEBBADDADBBDADAAC DDCC
EEB BDAC
DABEDBEBEDBADCDDACBAB E
DECB DCABDBADACCDABB
CC BDBDCD
DCCBECDDCADDD DBAEDABDBDADCDDACD
BCC BB
DABB D
AAEDCAED BCDAADEDAED
DABBBEBEC DAAEDBBBEAC
DADCDACBACA ABEBDCCE
DDCCACCACEBAC DDBBABEDDA
$ DBB
