21398
BBABAABAAABAAA BBBABBAAABAA
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAAAB BAAABABAABABABBAAB
BBAABA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAAB
BABA BABBBAABAABAAAABABBBBABA
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAA AAAA
BBABBB BABABB
BAABAABABABAABBBBBBAABAAABBABBBBAABAA BAABABB
BBABBABAAB BBABBA
BAAABABBBBABBBBBBBBABBABBAAA BAABBBAAABBAABABABAAAAAABAABABAABABA
$ BAAABBABABABBAAAAAABBABBBBA
$ BBAAAB
BBABBA AAAABAAA
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAAA BB
BAABAAAAAAAA BBBBBABAABAA
BAB BBA
BABBBAAAABBABBABBAABBB ABB
BAAAABAABBAABBABBABBAABBBBBBBABAABBABBBABBA BABBBAB
BABBABBBABB BABABBBBBBAABBA
AABBB BAAA
BABABABABBBBBBBBBABAAB BABBBA
BABABABBABABABAABAABAAABAAAABAAAAAABAAA BBAA
BAA BBABBAAABAAAA
B BB
BABBABABBBABBAB $
BBAAABAB AB
AABBBABBBB BAABAAAAAABBBABBBBBAAABBBABBAABBBABBBABABBBABAABAABAABBBAABBBAABBBBBBBABAABB
B BAAABABBBABAABBAABA
BABABABAAAABA BABABBBABBBAA
B BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAA
BAABBAAAABAABAAAABBAABAAAAABA AABBBAAB
BBBABABBBA BABABBABAABABB
BBBB BBB
BABBA A
BBABAABAAABAAABAAAAA BBABBABBA
BBBABBAAABAA BBABAABAAABAAA
B $
BABABBBBBBAABBABB BABBA
B $
BABAA BABBBAAAABBBAABABAABBABB
ABBBBABA BABBBBABBBBABBBBAAAAA
BABBAABAABABBABBABBBBABAABABBBBABAABAABAA BABBBA
BABBAABBBABBBAABAABBBBBBB BABABABAABB
BBAABBAAAAAABAAABAAAAAABAA BBABABAABAABAAAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAA BB
BABBAAABBBABB BAABAAABB
BABBBAAAAAAA BABBBAAB
BBAABBAAAAAABAAABAAAAAABAA BBABABAABAABAAAA
BBBB AB
AB BAB
BAAAABAABBAABBABBABBAABBBBBBBABAABBABBBABB BB
ABBAABAABABBB AB
ABBAAABBBBBAB BABB
BABBAABAABABBABBABBBBABAABABBBBABAABAABA BABBB
BBBBAA BAABBBAAABABAAAABBABBAA
$ BABB
BAABBA ABBBBB
BABABABAAAAB BAAABBA
ABBAAABBBBBA BAB
BABAABBAABAAAAA BBABABAAAAAAA
BABAABBAAB BBABABAA
BAABBAABBBBA BAABAA
BABBBABBABABAAB $
BBBABABAA BBAAAB
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAAA BA
ABBABBABBBBAABBABBB A
BAAABABABABBAABAAABAAABAAAAABAA ABBBAABBBA
ABB AB
AB BAB
AAABABBABA BBABAA
BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAAB BBAAABA
ABBBBABBBAABBAB BB
BABABBABBABB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAA
AABA BBA
ABBAA BBAABA
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAA BABABBABBABB
BBABB BAABBBBBABBBABAABAB
BAABBAAAABA BAABBBAB
BAABBBBAABBBBAABAABBBBB BAAAABAABABBBABB
BAABBAABABABBAABABBAABAABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAAAA
BABABBBABBBAA BABABABAAAABA
AAAAA BBAB
BABABABBAAAABBBBBBABABBBA BAABBBAAABABAAAABBABBAA
BBABABAAAB BABBAA
BABBABAABABA BABBBBBA
BBABB BABAB
BBBA BABABAABABB
BAABBBBBAAAABBBBABAABBABAABABBBBBAABBBABBABBBABBBBBBAABABB $
BBBBBA BABBBBABBAB
BAB BABBB
BAABABA $
BAABBBABABAAABBBABBAAABBB AABBABAABBBBAB
A BB
BABABBBBBBAABBABBABAABB BABBABAABABA
BBABABAABAAAAABAABAABAAABAAAABAABA BABABABBAAAAAABAAAAABAABAAAABAAB
ABBAB BBABBAAABAABAABAAABAAA
$ B
BBABAABAAABAAA BBBABBAAABAA
BABA BABABABAABB
BBAAABAA BBABABAABAABAAAABAAAABAAABAAB
BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAAB BBAAABA
BABBBAABAABAAAABABBBB B
AAAAAB BBABBAABAABAAAA
BABABABBAAAABBBBBBABAB BABAA
BA AAAABAAA
B AABAA
$ BABAB
AAABBBAABABABA AAAABA
BBBBAAABAA BAAABABA
AAAA BBBBBBABAABBA
BABAA BABABABBAAAABBBBBBABAB
BAABABABBAA BBABBABABBAA
B $
BAAAAAAAABAAB $
BBABAAAAABAABA BBAABAAAAA
ABAAABBABBBAABAABAAA AAB
BBABBAAABA ABBBABAAABAAABAAAABBABAAA
BBAB BAA
BABABBABBABB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAA
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAAA BBAABAAAAA
ABBBBABAAAB BABBBBABBBBABBBBAAAAAAAB
BBABAAAAAAAAAA ABBAABB
BBA $
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBAA BABBBBABBBABABBBBA
BABBBAABAABAAAABABBB $
AABA BAAB
BABBBAABAABAAAABABBBB B
BBAAB BB
BABABAABBBAABBBABAABBBAAABA BAAAAABBAB
BAABABABABABA BBABABAABA
BABABAA BBABABAAAAAAAAAB
BBAAABAA BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABA
BBBABBAAABAABA BBABBAAABAABAABAAAB
AABBBBAAAA ABA
BBABABBBBBABBBBABAABBBABABABABAAAAA BBABBAAAABA
ABAAABBABBBAABAABAAABB AAA
BABBAAAAABA BAA
BBBAAABAABABABABABBAABAAAABAABAABAAAA ABBBB
$ BABABBABBB
BAAABABABBB BAAAAAAAAAAB
AABBBAB BAABAABABBAABBBBAABAABBBAABABBBB
AABAA BBBABAABABB
AABA BAAB
$ ABAAABA
BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAA BBAA
BBABAAAABAABAA BABABBBABBAAABBBBBBBBBBAAAAAAABAAAA
BABBBAAAABBABBABBAABBB ABB
BBAABA BAB
ABBBBBAAAABBA AAAABBB
BABBA A
BBBAA BBABABAABAABAAAABAAAABAAABAABAAA
A BABBBB
AABB BAAAABBAB
BBABAABAABAAAAAABAAAB BBABBAAABAABAAAAAABAAAABABABA
ABAAABBABBBAABAABAAABB AABBB
BAABA AABAA
BABA BBAB
ABBA AABB
AAAABAAA BBABBA
A BBBAAAAAB
A BAABA
BAABBA BAAABBABABABBAAAAAABBABBBBAAB
BBBBBBAAAB BAABA
BBABBAABAAABAABAA BBABBBAABAAABBABAAAA
AAABAAABB AABBBABBBB
BABABB BABBBAABAABAAAABABBBBABABB
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAAB ABB
BAAABABAAAAB A
BABBABABBBABBABBBBAB BBBAB
BBA ABBA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB A
BBABBAABAABAAABAABAAAAABAAAABAAAABAAABA BBABBAAABAAABAAAAABAABB
ABBAAABBBBBA BAB
BBABAABAAABAAAB BBBABBAAABAAB
BABBBAABA BABBBAAAAAAAA
BBB AAABBABAABBAAAAABB
BABBBBABBBBABBBBAAAA ABBBBAB
BABBBABBBAABABABAABABBABBAAABA BBBABAABABB
BABABAABABBAAAABAAB ABAB
AABAABA ABBB
BB B
BBABABA BAB
BABBAAAAAABBBABBAABAAAABBBBAAABBAAAAAAABBBBABAAA BABBBBABBABBAA
BABBAAABBBABBBBA BAABAAABBBBA
BAABAAAB BABBAAABBBAB
AAABB BBABA
BB BAAABABAABABABBAABA
B $
BABBBABBA BABBBBABBBABABBB
BB BBAA
BABBABBBABBBB BABABBBBBBAABBABB
BBABBAABAAAABAAABAABAABAAAB BAABAAA
BBBBBAB BABBBBABBABB
BBABBAAAAAABAA AABBBAA
BBAABA BBABABAAA
BBBBAAABAAB BAAABABAB
BB BABBAABABBBABBAABBAAA
AAA BBBAAAA
B AAA
AB BABBBABBABABAABA
$ BBA
BBBBBA BABABBBBBAABBBBAB
BBAABA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAAB
AB BABB
BAABB BABBBBABAA
BABABBBAA BAABABBBABBBBBAABBBBBBBB
BABB $
B BB
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAAB BABABBABBABBB
BAAABBABAABBABBAABBABBAABBBBBAABABAAAAAAAABABAABABBAABBBABABBABBBABBAABBABABBBBBBABABAABBBABBAA BAABBAAAAAAABBABBBAABABBBABABBBABAAAB
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAA BABBBBAABABBAABBBAABBBA
BABBAAABAABBAB AABB
BBABBAABA BBABAABAAAAAABAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAA BBA
BABABAABBBAB $
AAABAABBABAAAAAAAAABBABABA BBABBAAAABAABAA
BBAA AAAB
$ BAAAAABABBBABAABBB
BAABBBAAABABAAAABBAB BABABBABBABABBABAA
BABBABABBBABBABBB BB
BABBABABBBABBABBBBA BAABAABABBAABBBBABAABAAA
B BBABAAAAAAABAAABAAB
BBBABBBBB $
$ BAAAAAAAABAAB
BABA BBABBAAABAAAA
AABBABA BABABBBBBABBBBAABABBBBAAABAAABBBBAABBBBAAAABBBBAABBBBBBBBBBBABBBBBBBBBABAAABAAABAAABAAAABA
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAA BABABBABBABB
ABAAABA AABBAAABAA
BAB BBAABA
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAA AB
BAABBBABBAAB AABBBAABBB
ABABB AABB
BB B
AB BAB
A AB
BBABABAA AABAB
AAAABBA BABABBAABBAABB
BAABBAAAAAAABBABBBAABABBBABABBBABAAABA AAABABBA
$ BBBA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAA AABB
BAABBAAAAAAABBABBBAABABBBABABBBABAAABA BAABABBAA
BAAABBAA BABABABAAAABA
BAAABABAABABABBAABA BB
B BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABAB
BABA BAB
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
BABBBAAAABBABBABBAABB AB
BABBBAABAABAAAABABBBBAB BAB
AAAABAAB BAABBA
ABBAAAAAA A
BABBBAAAABBABBABBAABBB ABB
BBABBB AABBBBA
BAAABABBAAABAAAAAABB BBBABAA
BAAB BABBBBAABABBAABBBAABB
$ ABAB
$ BAAAABBBBBBABABAABAAABAABBBBAABBBBAABAABBABBABBAAAABAABBBBBBBA
AABAAA BBAABB
BBABBAAABAAAABAAA BABABBABBBABABA
BABBBAAAABBBAABABAABBABBAB ABBB
BAAABABBAAABAAAAAABB BBBABAA
AAAB BABABBAB
B ABBAAA
BAABAABABBAABBBBABAABAAABAB BBA
ABABA BBBABAAB
BBAAA BBA
B BBAB
BBABBAAAABA BBABABBBBBABBBBABAABBBABABABABAAAAA
AABAA BAABA
BABB $
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA BBAABAA
BAAAABBBBBABBABBBBBABBABABABAB BBABABAABAAAAAABAAAABAABAABBAAABAAABAAAAAAAAABAABAAAAAAABAAABAABAABAAAABAAAA
BAAABABBAAABAAAAAABB BBBABAA
BBABBAAABAA B
ABAAB AAA
$ BBA
$ BAAAABBBB
BABABBBAB BAABABB
ABBBABAB BBBBAAB
BBBABBAAABA BBABAABAAABAA
BBAAABBAA AAB
BABBAAABAABBAB AABB
ABBBB BBAAABABAAA
AABBBAAA ABB
BAABBBBAABBBBAABAABBBB BAAAABAABABBBAB
A BAAAA
A BAAABBABABABBAAAAAABBABBBBAA
BAABABABABAABAABAAABAAABAABAAABAABAA ABBBABAAABAAABAAAABBA
BABBABBBABBBB BABABBBBBBAABBABB
BBAAABAA BBABABAABAABAAAABAAAABAAABAAB
BBB BAAABAABBBAA
BBABBAABAAAABAAABAABAABAA BBABABAAABBAA
BAAAABA BAABAAAAB
B ABBAAA
$ B
BBABBA BAABBAABABBBABBBBBBABAAAAABAABABABBAAAABAA
BBBBBB BBBA
BABBBBABBBABABBBBABAA AABAAA
BABBBBABBB B
BBBAAAAAB BABABAABABBAAAAB
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAA BAAABABAABABABBA
BBABBAA BAAABABAABABAB
BAA BBB
$ BABABBA
BBABBAB BAABAB
BAABBABAABBAAAB BABABBBABABA
BABABABBAABBBBBBABBBBBBAABBBABAABABAAB BABBBAABAABB
BABABBBB BABBBABBBAABABABAABABBABBAAAB
BA BBBABBBBB
BBBABAAA BAABBBAAABABAAAABBA
AB ABABBBABB
$ BA
BBAAAB BBBABABAA
BABABBBAA BAABABBBABBBBBAABBBBBBBB
BBBABAAA BAABBBAAABABAAAABBA
BAABAAABABABB BBAABA
BAB BABBBAABAABAAAABABBBBAB
BABBBBABBAB BBBBBA
BBABAAB BABBAAA
BAAAAAAAABAAB $
BAAABABAAABBBABABABB BABA
$ BBBA
BAAABAAAABABBBABAABBBBBAABBBBBABBBABB BBABBBBABABBABBAAABBAAABBBABA
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BAAAAABABBBABAABBBBB BB
$ BBABAAAAAAABAAABAA
AB ABB
BBABAA BABABAAA
AAAB ABBBABA
BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAA AABBABAB
AAAB BAAABAABB
BABBBABAAAABABAABABABABAAABAB BBAAB
AABBBA B
BAAB BB
BABBBAABAABAAAABABBB $
BBABBA BAABA
BBBBBAA BABABBBBBAABBBBABA
BAAABABAABABABBA BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAA
BBBABBBA AABB
ABB BB
BBABBAABAAABAABAABA BBABBBAABAAABBABAAAABA
BAAAAABAB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBAABAA
BAAAABAABABBBA BAABBBBAABBBBAABAABBB
ABA BBBBAABB
BA AAAABAABA
BBABBA BBABBABAAB
BABABBBABA BAB
BAABAAABB BABBAAABBBABB
BBABABBBBBABBBBABAABBBABABABABAAAAAA BBABBAAAABAA
BBA BAB
BBABAAAAABAAAABAAAAABAAABAAAAA A
AB ABB
BBBBBBA BAABAABABBAABBBBABAABAAABAB
BABBAABBABBAABAB BAAAABBB
BBBBA BABAABB
BBBABB ABBBABBBABA
AA BBAB
BBBA BBABBAABAAABAA
BAABBAABABBBABBBBBBABAAAAABAABABABBA BBABBAAABAABAAB
BAAAABABBAABAB BABBABAAB
AA BAB
BBABABAABAAAAAABAAAABAABAABBAAABAAABAAAAAAAAABAABAAAAAAABAAABAABAABAAAABAAAAAAB BBABAABAABAABAABAA
BABBAABBABBBBBAABABAAAAA BAABA
BAABABAABABAB BABABBBAABA
BABBA BABABBBBBBAABBABB
BBABAABAABAABABAAAAAAABAAAAAAABAAAAAAAB AB
BABBAA AA
BBBABA ABBAAAAB
AB AA
$ BA
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAA BABABBABBABB
B BABBBBBBA
ABAAAB BABB
BBBABBAAABAAB BBABAABAAABAAAB
BBABAAAAABAABAABAAAAABA BB
BAAAAAAAAA BBBABAAB
BBBAA AA
BABABBABBABABBABAABAAAAABB BBA
BBABBBAABAAABBABAAAABAA BBABAABAABAABAABA
BAAABAAAABABBBABAABBBBBAABBBBBABBBAB $
BBB BABBABABBBABBABBBB
AABB BBABBAAAAAA
BABBAAABBBABB BAABAAABB
BAAABAAAABABBBABAABBBBBAABBBBBABBBAB $
BABABA BAAAAABBBBABBABABABBAAAB
BAABBAABABBBABBBBBBABAAAAABAABABABBAA BBABBAAABAABAABA
BBABBBAABAAABBABAAAABA BBABAABAABAABAAB
BBBB BBB
BAABAABB BABBBABA
BABABABAABBB BABA
BABABAABBBABBABABA B
BBBABBAAABAAABAA BBABAABAAABAAAB
BBBABABBA BAABBABAABBAAAB
B BBBBAABBA
BBAAAABAAABAAABABBBBBA ABA
BBAABABAB BBABABAABAABAAAB
BBABBAAAABAABAA BBABABBBBBABBBBABAABBBABABABABAAAAAABAA
BABBAABAABABBABBABBBBABAABABBBBABAABAABA BABBB
BBB ABAB
AA BABABB
A BBBAAAAAB
BABBA BAAAB
BBABAABAABAABAABAA BBBABAAAABAAA
ABBAAAAA $
BAAAABABBB BAABAAAABBBB
BBA B
BBBBBBABBBA BAB
BABABAAABBBABBAA BABABBABBBBBB
BBABABAABAAABAABA BABABAA
AAAB ABBBABA
$ BABBABBBBBBBABAAABABBABAABABBB
BAABAA BAABBAABBBBA
BBAAA BBBB
BAAABBBABABBAA BABABBBBBBAABBABBABAAB
BAAABBABAABBABBAABBABBAABBBBBAABABAAAAAAAABABAABABBAABBBABABBABBBABBAABBABABBBBBBABABAABBBABBAAA BAABBAAAAAAABBABBBAABABBBABABBBABAAABA
BBBBBBAAAB BAABA
BABABAABABBAAAAB BBBAAAAAB
BBABABABAABAAABAABAABB BAABABABAAB
BAABBBABABAAABBBABBAAABBBB AABBABAABBBBABB
ABBAABAABABBB AB
AABAABAA ABBAABBABBBABABABBABAABB
BAAABBABAABABBA BAAAAABAAABAABBAA
BB B
BBBBBAAAA BABABBBBBAABBBBABAAA
BBABBAABAAAABAAABAABAA BBABABAAAB
BAAB BABABAABBBAABBBABAABBBAAABA
A B
BAAABAB BBBBAAABA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAAAAAA BBBB
AB BBABAABAABAABABAAAAAAABAAAAAAABAAAAAAAB
BAAAABABB BAABAAAABBB
AAAAABBAAABBAAAABBBA BBBB
BBB BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAA
BBABAABAA ABBB
BABBABBABBBBBAA BBBBBBAAABAAA
BAABBBBABABABAAAAB BBBABAA
A ABBABBABBBBAABBABBB
BBBAB BBABAABAABAABAABA
BBABAAABAAAABA BBABBAAABAAABAAAAABAABBA
AA BAABA
BAABABB BAABB
AA BABABB
BAB BBAABA
A BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABB
B $
BAABAAAB BABBAAABBBAB
BBABABAABAABAAAAAABA BBA
BBABBABA BAABABA
BBABAABAAABAABAABAABAAABAABAA BBBBAAAAAA
BAABBAA BBBABABB
BBBBB BBBB
ABABAB BBBABAABB
BBA BA
BBABAAAAABAAAABAAAAABAAABAAAAA A
BBAAAABAAABAAABA B
AB BABBBABBABABAABA
BABABBBBBBAABBAB BABBABBBABBB
BABABA BABBBAAAABBBAABABAABBABB
BABAB $
BAABAAAABBBBA BAAAABABBBA
AAABAA ABBB
ABBB $
BAAB BAAAA
B BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAA
BABABBB ABAA
BABABAB ABAAA
BABBBBAABABBAABBBAAB BAA
BABBAAAAAABBA $
BBA BAA
ABBB AABB
AA BABABB
BABBB BBBBAA
BBBA $
BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAABAAAA BBABB
BABBA BAABABABABAABAAAAABAAAAAABAAB
BBABA $
BABAABBAAB BBABABAA
BBBABAA BAABBBAAABABAAAABB
BB BABABBABBBBB
BABABAABBBABAB AB
BB BAABB
B BBABBAAABAA
BBAABAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA
BABBBABAAAABABAABABABABAAAB BBA
$ BBABAAAAABAA
BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABA BBAAABAA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA ABA
$ BBABAAABAABAAA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA $
ABBBBBABAABAABB BBBBB
$ BABBABABBBABBAB
BABBBABBABABAAB $
ABBABBBBAAA BBABBAAABAABAAAAAABAAAABABA
BBBB $
BBBBBB BBBA
BABABBBBBAAB BAABBAABBBBABBB
AAABBA BABAB
BABABBBBBBAABBABBABA BBBABAAB
BAAABBABAABBABBAABBABBAABBBBBAABABAAAAAAAABABAABABBAABBBABABBABBBABBAABBABABBBBBBABABAABBBABBAA BAABBAAAAAAABBABBBAABABBBABABBBABAAAB
BABABABBAABBBBBBABBBBBBAABBBABAABABAA BABABBAABBABABBBBB
BBBBAAAAA BABBA
A AB
$ BABABBABBB
ABABBBBABBBBAABABAABBABBBABA BAAAABBBABBBBBABAAB
ABBABAA BBABAABAABAAAAAA
BBB BBABBAABAABAAA
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAA AAAA
BBABBAAAAAAB AABBB
$ BABBABBBBBBBABAAABABBABAABABBB
BAABBBBBAAAABBBBABAABBABAABABBBBBAABBBABBABBBABBBBBBAABAB ABBBBBABAABAA
$ BBABAAAAAAABAAABAA
BBAAABBA BBABAABAABAA
BB BABBBBABBABBAABAABA
BABBAAABBBAB BAABAAAB
ABBAABBBABA BABBAABAABBAAABAA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAAAA BBBBA
BAABBBAAABABAAAABBA BBBABAAA
BB BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAA
BBABAABAAB AAABAABBABAAAAAAAAABBABABABAA
BABBABABBBABBABBBBA BBBA
BABABABBAAAABBBBBBABAB BABAA
BABA BABBBAABAABAAAABABBBBABA
BBBABAAA BAABBBBABABABAAAABA
BBABBAAAABAA BBABABBBBBABBBBABAABBBABABABABAAAAAA
BAB B
BAAABBBAABAAAA BABBAABABBBABBAABBAAAB
$ BABBBAAB
BBABBAAAABAAAA BBABBABAABAAABAAAA
BBBBBBAAABA BAABAA
BAABBBABABAAABBBABBAAABBB AABBABAABBBBAB
BAABAAABBB BABBAAABBBABBB
BBAB AAA
BA $
BBBBAAAA BABB
BAABB ABBBBABBAB
BBBAB ABBAA
BAAABABA BBBBAAABAA
BAABBBABABAAABBBABBAAABBBBBB BAABAAB
$ B
BBBBA BBB
BABABBBBBAABBBBABA BBBBBAA
BBABABAABAAAAABAABAABAAABAAAABAAB BAABA
BB BBABAABAABAABAAA
BBA AABA
BBAAABA A
BAABAA BBABABAABAAAAABAABAABAAABAAAABAABA
BBAABAAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAA
BAABBA BAABBABA
AAAA BBBBBBABAABBA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABAB B
BAAAABABBB BAABAAAABBBB
BBABABAAAAAAAAABA BABAABBAABAAAAAAABA
AA BABBABBAABBBBBABABABAABA
BAABBBAAABBAABABABAAAAAABAABABAABAB BAAABABBBBABBBBBBBBABBABBAA
BAB BBBBBBABBBA
BABBABAAB BAAAABABBAABAB
BAABABBA BABBAABBABBBBBAABABAAAAABBA
ABBBABBBABAB BBBABBB
AABBBBAAAAB ABB
BAAABABAABABABBAA BBABBAABAA
BABABAABBBAB $
AB BBBBABBBABBBBBABBABAB
BABBAB BBB
BBABBAA BAA
BAAAABABBB BAABAAAABBBB
BBABABBBBBABBBBABAABBBABABABABAAAAAABAABAA BBBBBB
BBBBBB BABAB
AAB BB
BBBB B
BAAAAABBBBABAAABBABABBAABAAABB BBBABBBBBBA
BAABBBAAABABAAAABBABBA ABAAAA
BB BBBABAABBB
AAABBABBABA BABABAABBBAABBBABAABBBAAABAAABBBAB
BBABAABAAABAABAABAABAAABAA BBBB
BAABBBAAABBAABABABAAAAAABAABABAABABA BAAABABBBBABBBBBBBBABBABBAAA
ABABBAB A
BBABBAA BAAABABAABABAB
BAABAAAAAAAA BABA
B AAABBABAABBAAAAA
BAABABABB ABBAB
BBBBB ABB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA $
BBABAB BBAABBAAABAA
AABAABAAB A
BAAABABAABABAB BBABBAA
BBABABAAA BABAABBAABA
AABBABB ABBAABB
BBABAAAABAAAABAA AABBAB
BBA BBAAA
BABABBBBBAABBBBABA BBBBBAA
AABAAA BA
BABBA A
BABABBBBBAABBBBAB BBBBBA
BBBBABBBABA ABBBBB
BA AABBBAAB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAA AABB
BABBA BAAABABABABBAABAAABAAAB
AAABBA BBBB
BBBABBAAABAA BBABAABAAABAAA
BBBBAABABA BBB
BABABBABBBBBB BABABAAABBBABBAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAABA ABB
BAABBABABABBAABAA BBABBBAABAAABBABAAAA
BAABBABAB BBBAABAAABB
BABABABAA BABBAABBBABBBAABAABBBBB
BAAABABBBBABBBBBBBBABBABBAAAB BAABBBABABBBBBABBAAAABBBBABBBBABAAABBAAABA
BB BAAAABABBBABAB
ABAABBA BBBA
BBABBAABAABAAAA BBBA
BBABBBAABAAABBABAAAABAA BAABABABB
BAAAAABAAABAABBAABAABA AB
BBAAABAA BBABBAABA
B BAAB
BBABBAABAAABAAABA BBABABAABAAAAAABAAAABAABAABBAAABAAABAAAAAAAAABAABAAAAAAABAAABAABAABAAAABAAAAA
BBB BBABBAABAABAAA
B BABABB
AAAAB BAAABBBBBBBBBABAA
AAABAAAB BBBBBBABBBAABB
BBABBAAABAAAA BABA
BBBBBAAA ABAABBABBB
BBBABAABBB BBBAABAB
BBAAABAAA BBABBAABAA
BBABABAAA BABAABBAABA
BBAA AAAB
BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAAAABAAAAB BBAAABABAAABAAB
$ ABBABA
BAABABA BBABBABA
BBBABAA BAABBBBABABABAAAAB
BBAA BABBBABAAAABABAABABABABAAABA
$ ABBAAAAA
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BAABAAAAB BAAAABA
BBAAB BBABABA
AAABAABAA BAABABBBBAAABB
ABAAA AABBAAAB
BABABABABBBBBBBBBABAABBA AAABBAABBBABBABAB
A BAAA
BABBBABBABABAABAB AB
BBABAABAAA BBABABAAABBA
AB BAB
BAAAAAABBBBAB AB
BAABAA BABBAAABBB
BAABBAABBBBA BAABAA
ABAAA ABAAABAA
BAABAA BBABBAAA
BABABBA BAABBABAABBB
BABABBABBBABAB BBABBAAA
BAABAAAABBBBABA BAB
BABBBAABAABAAAABABBB $
BAABAABABBAABBBBAABAABBBAABABB BAAABBA
BABBABABBBABBABB B
BB BBAA
BBABAABAAABA BBBABBAAAB
ABBABAABAAAB BAABABBAABABABB
BABBBAABAABAAAABABBBBABABBA BABABBA
AAAAABBAA BAABBAB
BABAB BAB
BAABAAB BABABBAABBABABBBB
ABBABAABA $
B BBAB
BAAB BAAABBBAAABAAABBBBAAA
ABBBBABBBAABBAB BB
BAB BABA
AABBAB BBABAAAABAAAABAA
BBAAA BBA
AAAABAAA BBABBA
BBBBBA BABBAB
AABAB BBABBAA
BAABBA BBBBBA
BBABBABAABAAAB BBABAAABAAAABA
ABBBBABAAABBBB AABBAAABAA
BAAABABABABBAABAAABAAAB BABBA
BBBBBABAA BABABBBBBAABAABABAABBBBAAAAABBABBABAAB
BA AAAABAABA
$ BBABAAAAABAAAABAAAAABAAABAAAA
BB AAB
ABBABBBAABAAA AB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABAB B
B $
BAABABBAABBBA BABBABBABBBBBAA
BBA BAABABABBA
BAAB AABA
ABAA $
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBAABA BABBBBABBBABABBBBABA
ABBBBABAAABBBB BABBBAAAABBABBABBAABBBBAAA
BBABAABAABAABAAB BBBABAAAABA
BAAAAABBBBABBABABABBAA BBAABAB
BBAAB BABABABBABABABAABAABAAABAAAABAAAAAABAAAB
BBAA BB
B BBBABAABB
