33108
ABAABABA AAAAABBB
BBBABBBAA AAABAAAA
BAA ABAAB
AABABAB AABBABB
ABABBBB AAAABAABAAAABA
ABA AABBAAAABBA
BBAABB BAABBAABA
BAAAAABAABABAAAAA BBAAAAAB
AB BABBABABBAAA
BB BBAABAAB
ABBABB ABAB
ABB BAABAAAABB
AAABBAABABBAB BAABBAAA
BAABA BAABAA
BABAAA BBBBBBA
AABAB ABAA
AAAAABAABBAAABAAAB $
BAB AABABAB
BA ABABABABBAABBABBABBAAAABBBAAAABBB
ABA BBA
ABA AABABAABBBABAB
AABBAAA BA
AAB AA
BAAAAABAAAAAAAAA A
AAAABBAA ABAABBABAABA
ABAABAABABBBBBB $
AB $
ABAABA BA
$ AABABAAABBBAABBAA
ABAAABBBBBBBBBBBBAABABBBAA AAABBAA
ABBABBBA BA
AB $
BAAAAAAAABAABAAAA $
$ A
BAABBAAAABAABBBABBABBBABBB B
BAABAAAABBABBAB A
AAAAAABA BAABBABBBBAABBAABBBBBBBBBAA
$ A
BAAAABAA ABAABBAAAABBABBAABBBBAAABA
ABBBAABBBAABBBAB AAA
ABAAAAB ABBBAABBBBAA
AAAA BABABBABAAAAABBBAAABBBAABBA
BAABBAAAABBBB ABBA
AAABBBAABBAA A
AAAABBAABBBBBBAABBBABAABBBBBB BB
BABBBAAABBBABBABB ABAAB
ABAABAABBBBAB AAAABBABBAAABAA
AAAAAAAAA AAAB
$ AAB
BBA BAABBAAA
BAB A
ABAABAAAAB ABBABBBBBBAABBA
$ AAAAAABAA
BAB ABBAAAAABAAABB
BABBB ABBB
A AAABABABABBBAB
BBAAA $
AB AA
BABAAAABAABB BAAAAABBB
BAABABBBAAABBBBBABAA ABB
ABB BABBAABBBA
B BAABAA
BABABABABABAABA BAAB
BABA A
ABBBBAA ABBBBBABAAB
BABBABABABAB BAABBAAAAAAABB
$ AAABB
$ AB
AAABABB AA
B A
AAAABAABBBAAB BABABABABAABAAABABBBBAAABBBBA
ABBBB BABA
ABBBABBABBAAABABBBBBABA BB
AA AB
AAABBAA $
ABAABA B
BBBAA ABBBAABBBBBBABBABAB
BABBBB ABBAAABA
$ B
AB ABBBAABABABB
ABAAAAABBAA BABB
AAA AAAB
BAABAA BAABA
ABBAAABAA AB
ABABAAAABBABBBABAAABABBAAABBAAAABB ABBABA
BAA BBB
ABBA AAAABAABBBBAA
ABBAB BABABBAAAABBAABAA
BABB BAAA
BBA BAABAABA
B ABB
BABAAAABBAAAAAA ABBAAABA
BBBBA BAA
A BAAA
$ AABAABBBB
A BABAABB
AABABAABB BBAAAABBB
$ BAA
AA AB
AAA AA
ABBAAAABAABBBABBAABB AAABABAA
BBABB ABA
$ BAAABB
ABAA AA
AAABBB AAB
ABAAAABAABBB B
ABAABB BAAAAABBAAB
BBAAABBAAABBAABBBABABABABABABABBBAA AAABA
$ ABBABAB
AAA AAAABBB
BABAABBAAAA $
AABAA $
$ BAAAABAABBA
AB ABBBAAAAAABBAABB
BAAAAAAABAAAABAAA BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAA
AAAABBAABB A
AB AA
ABAAA BBABBA
AAAAAA B
BABAAAAABAABBAAABBBBAAABBB BABABBBBBA
BABAABBA BBAAAABBB
A ABBBAAAAABA
BAABA AAAAA
BABABA BAABBAAAB
ABBBB AA
AAAA ABBAA
ABB BBBAB
AA ABBBAABBBBAAAAB
BABABAAAAABBBB A
AB AAB
$ ABAAABBABABBBBAAB
$ AABBA
$ ABBABBBAB
BBBB A
A BAAAAAAAABBAAABAABBBAAAABBB
BB BAABBAAAAABABBA
ABBAAABABBBBAAAAABB AABBB
BAAAA BAAAAABBBBBABBAAAAABABAABAA
ABBAAABABBB AAABB
AB AAAAA
A BBBAAABB
BA AABABAAAAAA
AA BAABBBAAA
BABAABBABAAAABBAAAA AB
$ BBBAAAABABBA
BAAAAAAAABBAAABAABBBAAAABBBAA AAA
A $
ABAAAAB A
BABAAAABAAABABBBA BABAA
BBBBABA BBBAABAAAAAAB
AAAAABA ABAAAABBBBABA
AAAA BAAABBBBABB
BAABAABABAAABABBB BAABBAAAAAAABAAB
B ABBA
B ABAABAAAAABABBBABAABBBBBAB
ABABBBBBBBA BABABBAABBBBAB
BBABABABAABBAABA AAAAB
B BAAAAA
B BB
BBABBBABAA AAABBBAB
BABABAAABBBBBBBB BBBABABBBBBABB
AB ABAAA
AA $
AAA BBBB
BBAABABBBABAABBABBABA AB
ABABBABABAA AAAAA
AB AABAB
ABBB $
BBAAABBBAB ABAABA
BBBAAABB A
AAAB AAB
$ BABAAA
BBAAAABBAA $
ABBBAAAAAABBAABB AB
ABAABABBAABA ABAAB
ABBABA AA
BBAABBAABAABB ABAB
$ AB
BAAA BAA
AAAAAABB ABBAAA
AAB $
ABABBBB ABBBABBBBAB
AAABAAAABBBBBAAAAB BAABABBABBBBAAB
ABBB ABABA
ABBABABAA AAAABBAABABBABB
ABBBBBBBBA BBAA
AAAAAABBBAA AAAABBAAA
AAAAABBAAB ABBABAABBAAABA
ABB BBAAAABAAABBABBBBBB
AAA A
AAABAAABA ABB
BBABBABBABABBBA ABBAABBBABABB
AB BBBB
ABAAAB ABABBBAABABBABAA
ABABBBBB BBB
BABAABAAAABBBB AABABAAA
ABABBAA ABAABBBBBBABB
B ABBBBB
AABBABAABABABBBA ABAABA
BBB AB
AAABAA AAB
AAAABBAAAAABBAAA A
$ AABAB
BAABBB BBBB
AAAB BBAAABBAAABBAABBBABABABABABABABBBA
BAABBBAA ABBAAABABBBBAAAAABB
AB BAAABBAB
$ AAAABAA
$ ABAABAAAA
BABBBB AA
AAAB ABBBB
ABA BAA
AAAABA ABB
BAABBAA ABBAABBAAB
$ BAAAAB
AB ABABABAB
BAB ABBAAABBBBBABBABA
BBAAA BAAAAA
BABABAAAAABBBBAA $
ABB AAB
ABBBAAAABAB $
ABBBAABAAAABAAA AB
AABAABABBABABBBB AAAAA
ABAABB ABBABBBB
AAAA ABBAA
BBA BBBBAB
ABAABBBAABBAABABBBBBAABABBBAABBAAAB AA
BABABBABABBABABA BBBAAAABBABBB
BA BAA
AAAAAB AAABBABBBBBBAAABBBBBAA
BAABBBAA ABAAB
AAAABBAAAAABBBB ABA
BAAAAAABBBBAABA ABAABAAABAABBBBB
BBAABABBBABAABBABBABA AB
ABAAA BBBABBBAABBABAABAAA
ABAAAAAAAABA AB
AB BABABABAAAB
AABAAABBAAABBA AAAAAABABABB
BBAAB ABBAAABA
BAA $
BB AAA
BAABBB ABBAABAABBAAABBBABBAA
ABAAABAABB ABAABBBBBBAB
ABA AABABAABBBABAB
ABAAAABABBA BBABABBBBAAAABAAABBBBBAAB
ABB AABABBBAA
AAB B
BAAABBAB AB
BBAABAA ABABBABB
ABBBBB ABB
$ AABA
BAAAABAA ABAABBAAAABBABBAABBBBAAABA
AABABBABBB AAABA
ABABABBBABABABBB BAABAAB
AA BABA
$ ABA
BBA B
BAA $
AAABA BABAABAAABBAAAAABBBAB
BAAAAABBAABBBBBBB $
AABBBB AAAA
BBBBAABABBBAAABBBBB BB
ABABBA BABAAAABBBBBAB
BAA BBAAA
AAABBAABAB ABA
$ ABAAABABBABBABBABBBBABAA
BBBAB ABBA
BABBBBAAABBABBBABAAB BB
ABB AABBBBAAAA
BABAA AAABBA
AABBAABB ABBBAAAAAAAAABBABABBAAA
BAAAAAAAA BAAA
A BABAABBABAAAABBAA
BAA B
ABBBAAAABA ABBA
ABAAB BB
BAA AAAABB
AB BABABABABAABAAABABBBBAAABBBBABB
BAABA BBAABBBAABA
ABABBBAABABBAB $
B ABBBABB
BAABBBBBBBBAAAA ABBBBABAA
AAAABB A
BAAABBAAAABABB BABA
AAAA AA
BAAAABAAA BAA
BAAB ABBBBAB
BB AAA
ABBAABA ABAABAAABAABBBBBBBABB
A B
AAAAB ABBAA
ABAABAAABBB BBBBABBAAAB
ABABBA AAABBBABB
BAABB BA
AAABABA BABAABAAABBAAAAABBBABBA
$ BAABAAAB
BBAAABB AABBAB
AAABAAAABBBBBAA BAABABBABBBB
BBBABABBBBBAB BABABAAABBBBBBB
ABBBBBBBBABA $
ABAABAAAB AA
ABBAABABBBBBABABBBBAABB BABBABBABAA
$ ABBBBBBBBAAAABAAABAA
BABAABBA BBAAAABBB
ABABBBBA AAAAABABB
ABAAAAAAAA BAA
B BB
AAAABAABBBBA B
AAA ABAAAAAB
ABAAAAAA B
BAAAABAABBA $
BBAAA ABBAA
ABAABAABBBBABBB B
BAABBABA AAABBB
BAABBBAAABBB ABBBAABB
BBBAABA BAABAAA
ABAABBA AAAA
BABABABABB BABAABBBB
AAABB AA
ABBBBBABBABBBABA ABBABABAABABB
A AAB
AAA AAAAABBBBBBAAAAABBABB
A BBBAABAABB
BAA BAAAA
A AAA
BAB BABAAB
BAABBA BAA
ABAAABAABB ABAABBABBBBBBAA
BBAA ABBABAA
BABBBBAABBABAAAAAAAAAABBB AAAABBBAAABBBABB
AABABAABB BBAAAABBB
BAAAAA BBAABB
BAAA $
ABABA BB
ABA BABBBAABBAAAABBBAAAAAAAABBAAAB
BAAABA ABAAAAAAAAB
ABAABAAAB AA
BABA ABAAABB
ABAA A
AAA AA
BABABAABBBAAABAAAABAAABA ABBAAB
$ BB
AAABBABBBBBBAAABBBBBAAA AAAAABA
ABBABABBB BBBAAB
AABA AAAAABBBBAABABBABABBBB
BBBABBBABABAA A
$ BAA
BB AA
BAAAABBBBAB AAABAAAABBA
AAABAB A
BAAABB $
BA BAA
BAAAAB ABB
AA ABAABBBBBBBB
A BBABB
BAB AAA
A $
BABAABBBBBAABBBABBB ABBB
ABBBBBBAAAAABBBABABBBBBAAA ABAABBBBBBABB
BAAA BAABAABBB
BAABBABABBBBA ABBBAA
BAAABBAA BAAAAABBBBBBABBBBA
ABBBBBAAABBB BABBAB
AAAA BAAB
B BABABABBAAAABBBBBBAAB
BABAAAAAAB BABAB
$ BAAABBAAAAB
ABB A
BABABBABAAAAABBBAAABBBAABB AAA
BAAAB ABBABBB
BABABBABABBABABA BBBAAAABBABBB
ABBAAB BBA
AB ABBAA
AAABAAABB $
BAB AAA
AA ABBAABB
$ BABAAAAAA
BABABBABABBABAAABBABAAABB ABAABABAB
BAB AABAABBBAAB
BAABBA B
A BABABABAAA
ABAAB BAAAAABBAA
$ ABBABBBABABAAABBABBBAA
BBBABAAA AABB
ABAABABA BBA
BAABABBB BABAABAABABAAA
AAABBAAAAA A
ABAABBAAABAA AAAAAABABA
ABAAAA AAAB
BBA ABBBBBBBB
$ AAABAABA
AABBBAABAABBAAAAAAABAABAAABBBABBAAAAAABBAB BBB
BA AAAAAABB
BABABAAAABAAABAABBAAAB AA
ABBBBBBBBAAABABAABA BAABAAA
BABABAB BABBAA
ABAAAB BB
BAABAABAAABA $
ABABBAA ABBBAABABABBABBAA
AAAABAABBAAB BBBBBAAABBAAAABBBBBAAAAA
B A
$ AAABBAABBBA
BAAAAAAABAAAABAA BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAA
BBBBA AAABAAA
AAAABB ABBAABABBBBAABBAA
AABAAA $
ABAAAAABAB BAAA
BABBAB ABBBBBAAABBB
ABBA BAABABBB
AAAAA BABABBABAAAAABBBAAABBBAABBAA
BABBABABABABBAB $
ABAAABAAABB AABA
ABBBBBBABBABB A
B A
ABBAAABB BABA
BABBABBBB ABBABBBABABAAABBABBBAAAABAB
$ AB
ABBBBABBAAA BA
BBBB ABBABBBABB
ABBABBBAAAABA BBBBABBAAABBBBAA
AABABAABBBABABB ABAB
AABBBB BABABABBBAAAA
B BA
$ AABBAAA
$ BAABAAA
$ AAAABAA
BABBBBBABBBBBBAABBABA AABAABABAAAAABA
BBA AA
ABAAB ABBABBB
BBBAABBABBA AABAA
BA AAABAAA
BAAAAABBBB BBAA
AABBB AAABABA
ABAB BABA
AAABABAAABB AB
BB BAABBAA
ABB $
ABABBAB BABBBAA
ABB ABBBBBAAAABAABBBABBABBAA
$ AA
ABBB BB
AAAAABAAAAB AAA
AABBBAA BBBABABB
A BAABBA
ABAABBBBBBBABBA ABABBB
$ ABBBB
$ BABAABBAAAA
BBBAA ABBBBBABABABBABBBBB
BBABBA BBABAABBABBBBA
BAAAAABBABA BB
AAAAABBBAAA BABBB
$ AABAAA
ABAABAA BAABABABA
ABBAAABABBBBAAAAABB AABBB
AAABBBB BB
AA BAABBAAA
ABABBBBBAB BAABAA
BABAABBAAABAA ABABABBBABABABBBABA
BA AB
AAABAABBABBBBBBBA BABAABAAABBAAAAABBBABB
BAAAB AAAAABB
$ ABA
BABBAAABB AABBABAA
B AB
AAAA BA
A $
BAAAAA BABAABB
AABA AAABABA
ABB A
ABABAA B
AA BAAABA
B ABABB
AA ABBABBBBBBA
ABBAAB BAB
$ ABBBAABBBBA
ABBAAAAA BABAABAABABBAABBAABBABBABB
ABABAA BAAAB
AA BABAABAAAAB
AAAAAB AAABBABBBBBBAAABBBBBAA
BBAABBAA BBBBAAABBABAABAABAAAAAAAABBBBAABB
BAA ABAABABA
AB A
ABBAB BAAAAABBBBABAAAAAA
BAA AAAB
BAA ABBBABBABBAB
$ AAAABBB
A ABBABB
ABAABABBBBBABAAABBABBBBBBBB ABABAABB
ABBABBBABABAAABBABBBAAA A
BAABAA B
AAAABBAB ABAABAABBBAABBBB
AABA B
BAAB BBBB
AB AAB
BAABBB BABBAAAA
B BABBA
ABBABABBBAAA $
AAABB ABAABABAAAAAABAAB
BABBAABBAAABAABA ABAABAAABBBBBBAA
ABABBAB BBABABAABBAB
AB BBABABA
ABB BA
ABAABBABBBB $
ABA AAABB
BA A
AAABAAABB $
BAABABBABBBBBABBBBA AABA
BAAABAABBBBBAAABAAAB ABBBBBBABBA
A AAB
BAABBBABBBBBB BABB
ABAAABBBB BAA
BABAAAAABBBBBBA ABB
AB BAB
BAAA BAAAABA
AA BABBBAA
AA AAABABBB
AAABBAA ABAABABABA
AABAABBBBB A
ABAA $
ABB BAAA
BABAABBAAAABAA BAA
BBABAABBABBBBAAB ABB
BBB ABAABAAAABBBAB
ABBABAA $
AAABBABAAABBABAAAB BABAAABBBBBABABBBBB
AA BBAAB
BBBB BA
BBA BA
BBABB BBABAABBABBBB
B AAAABB
ABAAABBAB AAAB
ABBABA BBAAA
ABB BABBABABBBBBAAB
ABABBA ABBB
BBBABBBAABBABAA A
ABABBA ABBBAABABABBABBA
ABBABBBABBABBBB A
$ ABBABAABBAAABAB
ABAABB BAAAAABBAAB
BABBAABAB $
BB BABBAB
BABAAAAAAAAAAAABAAAAABAB A
BABAAABA BA
$ BABBAB
BBBBABBABBBB AAAAABB
BB A
$ AAAA
BABBAB AB
ABABAAA BB
ABAB BAA
BAB AAB
ABBB AAAAAAABAA
AAABBBBBABBA BB
$ BBAAAAA
BAABB AABABBBB
BAABBAAAA BBBBA
BBBBBABBBBAAABB BAB
BAAB BABBBBAAAABABABBBA
BAABBB BAAA
$ AB
BAABBABABBAAABBAA ABA
AAABABBBBBBBBAABAAAAAAABB $
BBBBBBBBA $
ABBBAAAAAAB ABBA
$ A
ABAAAAAAA BA
AABABABBBABAAAAB BB
BAAAABAAAA BAAA
ABBB ABABABBAABBABABBA
$ A
ABAAAABAABAA AAAABBBB
AA ABBBB
A AB
BAAAB ABAA
ABAABABBA ABABAABABA
AAAA BA
AAAABB B
AAABAAABA $
AA ABAABBBBBBBBA
BABAAAABAABB ABAABAAABBBBBBA
BAABBBABBBBBABBAAAABBABBBA BBAABAB
AABBA BBA
ABBAA AAAA
BAABBABABBBAAAAABBBABBBA BABBBB
AABBABAAB AABBABBABBBAA
AB ABBABAA
AAAABB BABBABBAAB
ABBABABBBAAAA AABBBBAAAAABAABBAAAAAB
BBAA A
BBBABB BABBBBAAABBABBBABAABBABB
AABABBBB BAABB
BBA BAABBBAAAAABA
B AAA
ABBBA ABBABBBABBBAABABB
$ AAAAB
AA ABAABBBBBBBB
A BBB
BB BABAA
ABA $
ABBABAA ABA
B AAB
AB BAAAA
$ AAABABBBB
ABBBB $
BABAA ABBABABBB
AAABAB BABAABAAABBAAAAABBBABB
AAAAAA ABBA
ABBBABBABBABB BAAAB
AABAAAABBABAB BABABAAAABAABAA
ABBBAABBBBBBA ABAAAAABAA
BAABB AABABAA
$ A
AAAABB BABBBBAABAAAB
ABB ABABBBAAABBB
BBBBBAAABBAABABBBAAAABBAAAAAB BAAB
AAA BAABBAAA
BABBABABBAAA AB
AA ABBBB
BAABBAB ABABBBABABB
BABBBA AAAAABBBAAAA
BAA BA
BAA B
B AABBAAAB
BBBAABB BA
AA BAA
AA ABBA
BBABAABBABBBB BBABB
ABBAAABABBBBAAAAABBABB ABAAAAA
ABBBBABB ABBBB
ABBAAABBB ABA
BA ABBBABBA
AABABBB ABAA
$ BABBBAABBAAAABBBAAAAAAAABBAAABA
BABABAAAAABBBBAA BABBABAAABBBAAAAAABBAAB
AAAB A
BBBBAB AA
A AB
BAAAAB $
AB BBBABBBAA
BAAAAB BABAABBAAAABAAAAB
ABBA BBAAABBAAABBAABBBABABABABABABABBBA
ABABBAB BBABABAABBAB
AABA $
BABBB BAABAB
ABAABBABAABA AAAABBAA
ABBBAABBBABBBAA $
BBAAABBABA ABAAABBA
AABBABAABBABBAABBBB ABABBBBBA
AAAAAAA B
AAAAAAAAABBABABBAA AABBA
BAAA ABBBABBABBAB
$ AA
AAAA $
BABAAA $
BBAAAA A
ABAABAAABBB BBBBABBAAAB
ABABBBBBA AABBABAABBABBAABBBB
ABAABAAABAABBBBBB BAAAAAABBBBAABAB
AABBAAAABB BABAAB
BA BAABABABB
ABBBBA AAA
AB BAAABAAB
$ AAAAAAAABBAAABBAAABBAAAAABAAAABBABABAAB
ABBAAB ABAAAABBBAAB
BBAAA BAAB
ABBABA A
ABBB A
AAAAABA ABBAAAAABB
A AAB
BBABAABBABB BBA
AABBAAA $
BAABABA AAABAAAAABBBBA
BAABBAB $
BABABBAA ABBABBABAAB
$ BABAB
$ BAABAAA
ABBBBBB BB
BBAAABAABB ABAABABBBBBBA
ABBBBBBABBABBA AA
BA ABAABAB
BBAAAAABBABAAABAB B
ABBBBBABB BAABAAAAAABBBABAAAA
BABBABAAB AAAABBA
ABAAAABABAB AAAB
ABBBBBBBBAAABBAABBBABBAB ABB
ABBB BBAABBAA
AABABB BBBBABBABB
A BBAABBB
ABAABABAAB ABBAAAABAABBBABBAABBA
ABBBA BBAB
BAAAABBAAAABBBBBBB BBABB
$ BAB
ABBB AABB
BBBABAAA BAABA
AAABABABABBBABAA A
$ ABBAA
BAAAABAAAAB BBABBABBBA
BABABAABBBAABBABAAABB BABABAAAAABBBBAA
BBAAA ABA
AABBBAAB AAABBAAABA
AAAAABA BAABB
ABBBB $
BAAB ABAABABABAABAAABAAABBBBBBAB
ABABA ABB
BBBA AB
$ AAAAAABAA
BAAB BBBBBAAABBAABABBBAAAABBAAAAAB
B BAABBB
BAABBBAAAB ABBBAA
BAABBABBBABB ABBBBABAABB
BAAABBAABAABBBABBBAAAAAAA ABBBAA
AB AAABABABABBBABAA
AAAB A
B AB
AB ABBBAAA
BAABA ABBA
BAABBAAAAAAABBBBAAAAB BAAABAAABAAAAA
AAA BBBB
ABBB BABABAB
AAABBABBBBBBAAABBBBBAA AAAAAB
AAAAAB AAABBABBBBBBAAABBBBBAA
ABABABBABA A
B AAAAAAA
BAABA $
ABBAAABA AAAABAABABBBBAABAB
ABBABAAAAABBAABB ABBAABABBBB
BBBAAABB A
BBABBA BBABAABBABBBBA
BBBB $
$ AABAB
ABABBBBBA AABBABAABBABBAABBBB
BABBBABBABAAAAAA ABBABAABB
BAAB BBBBBAAABBAABABBBAAAABBAAAAAB
BBAAB A
BAAAAAAABAAAABAAAB BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAAB
BA ABB
AABAABA ABBAA
AA $
BABA BABABBAA
BBAABBABAABAB BAABBAA
$ A
BAAABABBB A
BAAAA BAABB
BABB $
BABABABBABABB A
ABAABA BAAA
AAABBAABABB AAAABBBAAABBBAB
$ ABA
ABB AA
BBAAAABA ABBB
AABABBBBA BAABBA
$ BAABABABBBBBBBAB
AABA $
$ ABBBBB
BABBBBBAA BAABBABABBBAAAAABBBABBBABAA
ABBABBBABBA BBABBBBAABBBA
ABAAAAAAABAA BABAABAAA
ABBAABAAAABABABBABBA BB
BBBA A
AB $
A AA
BAA B
AAABABA B
BABAABBAAABAABBABBBAAA $
$ BBBBABBA
BABBBBBABBBBBBAABBABA AABAABABAAAAABA
BBAAABBAAABBAABBBABABABABABABAB A
ABBBAAABAABBABBBBABA ABAABBABBBBBBAABBA
ABAABAA BABAABBAAB
BAAB B
ABAABBAAAABBABBAABBBBAAABAAAABBAAB AAAABBAABBBBAAAAAAAAAAAAA
ABAA ABBAABBBABBA
AABAB BABAB
AAAABBABB BAAAAAAB
BBAA BA
ABBA BAABBBAA
A AB
BABAAABBBBBAB ABAABAA
BAABB AABABBBB
BAAA A
AAAAAABBA $
BBBBABA ABBA
BB BAABAA
AAAABBBBA BAAAAAAA
AABBBBBA ABAAAAAABAAAAAAABA
BABBBAABBAAAABBBAAAAAAAABBAAABA ABAA
$ BBB
ABBAB AAB
ABAAAABAABBBAABBBABBBBAA ABABBB
AAB BAABAABA
ABBAAABBBABB BABBBB
BABBBBAAABBABBBABAABB BBB
AAA AAAAABBBBBBAAAAABBABB
BBBBBBBBABBAABBBBBBBBAABAB BBABBBABBBA
BBBABBB BAAA
A BAAAABABBABABBBB
ABAAAABB ABA
B BABAAAAAAAAAAAABAAA
ABBBBBBABBA ABBBBBBAAA
BBAAABBA ABBBBBBA
BB BAABABBBA
$ BBBBAABABBBAAABBBB
AAAB ABBA
BABBA ABBBBBAAABB
$ BBAABABB
BBAB AAABB
AA ABBABAB
A BAAAAB
ABAABBAAAABBABBAABBBBAAABAAAABBA BAAAABAAAAABBA
ABA AABBBBBAAAABBABAAABBBBBBAAAABAAB
AABBBABA $
AAAA BAABABBBBBA
$ A
BBABAAABA BAAB
BAAB ABAAAAAAAAB
ABABAA B
AAABAA ABBA
BBBBBB BBB
BBBAABAABBAA A
ABBABAABBAAAB BAB
BBBABBBAABBABAABAA ABAA
ABBABAA BBAABBBBBBABA
$ BAB
BAABBAAAABAABBBABBABBBABBBB BB
AAA ABBABAA
AB ABBAA
B BA
A BBBAABAABBAA
AABAAAABBABABA BABABAAAABAABAAA
AAAAABAABBBAA ABB
ABBBBBAAABBBBABBBBBBBBBBBBAAABBA AA
BAABABABABBBABBBBAB AAABABBBAABBBAABAA
BAABA BBBBA
AA BAA
AAAAB BABAABBBAAAAAABB
B ABBABBBAAB
BAAAAABBAABAAAB AABAAAABBABABABABB
ABBABAAAAABBAAB ABBAABABBB
ABBABABBBB ABAB
AABAB A
ABBABBBABBA BABABABAABBBBBABBBABBABBAAABAABBBB
ABBAAAB BABAAAABBAAAAA
AABA BBAAABBAABB
AAAB AB
ABBAA ABAAAA
BABAABBA $
BABA AAAAABBBBBA
BB BBAAAA
ABBBBBAAAABAABBBABBABBAAA AA
BBAA AB
$ AAAABBAABBBBBBAABBBABAABBBB
ABAB AABA
AAABBAABBBA $
BAAB BABABABAABBBBAAA
BBAB AAABABA
$ AAABABBBBBBBBAABAAAAAAABBBABA
BAAAAABAABABAAAAAA AABABBBAB
$ BABAB
$ BBBB
AAAABBAABAAAAAAAB ABA
BABAA BABBA
AAAAAA ABABABBB
AAABABA BABAABAAABBAAAAABBBABBA
AAAA ABABBABABA
BBAAB ABBAB
BAAAAABAAB $
ABBB ABBBAAAABBBABABBAB
ABAABAAA BAABBAABAAABBAB
BA BBBB
ABBBBBAAABBB BABBAB
BAAABBABAAABBBB ABAAABBBBAAA
AAAAB AA
BBA $
ABAAABA BABAAABBA
BBABBB $
BABABAAABBABB AA
BABAAABBAB ABBBAA
$ BBBAA
BA ABBBAABBBAB
ABBAAAABB BA
AA BABAABBAABBBAABBA
BAAAABABAAAAAB B
AB AA
BABABBAAAABBAABA AB
A ABBAABB
AAABAABB AAABAB
BABBBBBAAA BAABBABABBBAAAAABBBABBBABAAA
AAAABBBABABBBAAAA AABAABBAABAAA
AABBBBBB AAABAB
BAABBAAABBBBABBA BABABBABABBABABA
BBB BAABBAAAAABABBAB
AAAA AB
BBABA BAAAABABABAB
ABBBA BBABAAABABABA
BBBA A
AABBA ABBAAAAAAA
ABBA ABABBB
ABA ABBA
AAA BBABABA
BAAABABBB AABBB
BA AABAABBBAA
B BAABBAAAABAABBBABBABBBABBB
AAABAAAAAABAABBABABBBABAA ABA
BAAAAABBBBBBA AAABBAABA
ABAAA AA
BABBAAA $
BAB AAAAAAABBA
$ ABAB
BBB BAABAAAA
BBAAAA BBBB
B BA
AAABABABB AABAAB
AAABBB BBAABB
ABBBBBBAB BA
BAABBAAABBBBABBABB B
BBBABBBBBAAB AABA
ABA ABAAAABBBBAB
ABAAAAAAAA BAA
AAA ABBAABAAAAAB
AB BB
AABBA $
AAAAAAA B
BAABAABAABBBAABBAABA A
BB $
ABB BBBBBBBBABBAABBBBBBBBAABABBBA
AA BAA
$ BBA
ABAABA $
ABAB ABBAAABBBB
A ABAA
BBBABBA BAAAAA
B BAABBAAAAABAA
AAAABBAABABBAB AAABA
AAABABBBBBBBBAABAAAAAAABBBA BA
BAABBBBB ABBAABAABBAAABBBABBAABB
AAAAB BA
BAABA BABAAB
$ ABAABAAAABBBAB
AAABBAAABAAAA AAABAA
BABABBAABBBBABABB ABB
$ AB
AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABAB BAA
ABBA ABABB
BAAAAABAAAAAAAA $
BAAAABAAAAABB BABBBABABBAB
$ BABAABAABABBAABBAABBABBABBB
BBBBBBAAB ABAABAAABBBBB
BABAABAAABBAAAAABBBAB AAABA
ABBABA B
BABBBAABAAB BBBBAAAB
AABAABBBBBB AB
AABBBAAAABBBAA BAB
BABBAABB A
$ AABB
BB AB
BAAA BAAAAABBBBBABBAAAAABABAABA
AABA ABBABAAABBBABB
BABABABAAAABAAAAAA BAA
AB AAABAABAAB
BAAA BA
BABAA AAABB
BBBBBBBBABBAABBBBBBBBAABABB BBABBBABBBAB
BA BAABABAA
$ ABABABAA
BBAABBABBBABAA BBAAAAABBBBABBBAAB
BAAAAAAABAAAABAAAB BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAAB
AAAAABA BAABB
ABAAAABA AAABBA
AABAABBBABBBB BAABBA
BABABA ABABAABABABABA
AABBBABA ABABABABBBBAB
$ ABBAA
ABBBAA BABBAAAABBBBAABABBBAAAABBB
ABAABBABBBBBBAA A
AAAABBBBAAABBBABB ABABBAA
AAA ABABA
BAA BB
ABBBAABBAAAAAABAAABBB ABBBAAAABBA
AAB $
BAABA BABAAAB
AA BAAB
ABAAABBBBABAABBAAB AAABBAB
ABAAAABAABBB B
AAAAAABBBAA AAAABBAAA
B AAABA
BBBBABBABAB AAA
$ BAAAABABAAAAA
ABAAAABAABBBAABBBABBB BAAAA
ABB BBBABBAAB
BBBAAAABABBA BAA
BAAAABBABBBABBBBAABBBBBAAABA A
AABA AAABABA
AAA BABABBABAAAAABBBAAABBBAABB
ABBBBBAAABB BABBA
ABAABB BABAAAAAAA
$ AA
ABBBB AB
B BA
AAAABA ABB
AABBAAA $
ABABABABBAABBABBABBAAAABBBA ABBAABA
B ABAAAAAAA
ABBB ABBAABABBABAAAAA
BABBAABA A
AABAAA ABAABBBABBBAABBBAAABBBABBAAB
AB ABA
AA ABBABAB
BA BABAABBAAAABA
AAA B
ABB $
AABAABBB BBBBAABABBBAAA
AABAABBAABAAA AAAABBBABABBBAAAA
BBBAABABBAAAABBAAAAA AAAAB
BAAA BAA
BBAAAB ABBBBB
AAAAABA AAAABABA
