27737
lcElh ^P^Kb
QlhaYB d
l g`BkG
QlhaYB d
^Mni`V\E l`BkGcE
$ QJqBgJS
^YhL^GNYN dGoNAdjhdj
Q XI^WQ
dgcE^SlenhRl dGkT^T
gN QlXkdlR\FLe^
dG ^TKaoB
^ lE^
lPSgnlcoBXm ^T`plO
dGN dGqSfqILVZfbILC
l`I dGN
^CVaWl`I^lcmB\ ^KnX\cbR\
dqmBd dSfZYj
lPSfZLgqB d_h[jGbrmB
$ ^JVXcET
lXdj dqEn^U
dh ^dAKeGVde^ShRlmFplOhqn
dheBZ QllLmjRdGDSfZ
lcE^qi`FBmCWaMpad gNrkJlXl
Qlqnf`BXS^ThXkdlXSGNr lKcoBYI\mjSmBXrNYN
lPNNYNjNjNjUUN lmbWUpdj
dgKL lcEdgOR\FLE
Qg\Ef dqDjbkJSoB
lmF TKRlR
lcE^ghU ^MhU
dhLnLBYDNfr QlGNYUN
^SgcEQg\EO ^TRgJB
lhXNNAdjhd QgnXNYUUNOId
lPSfVZIMfVLZILfZMgg lcE^ShUlg
lKc dqnLmBgJrSjXghS`I
l\bkJF^ G
lEQg\EgqnRQgjNLF Qgl^
lR\FL`BVZMCNrndj RdNdlOmDWpdj
RgJMWMl dX
keGN lXJaeP
lPSCkd^MhUh^VJEl`PQOKf`B\ S
dGSfZLCSghG^rneSQg Qcg
^TKRlc dlaBjGkJBVVVfZIIMggc
dhCLmB\FLRnBL QgF
cqS ^
lKR^djVJElKRl`POmInG^ ddaRojbi^
^qqjC cj^C
QRiIL lKeNrB\
^WldOcEldDVSYBdS^rBXSlh d
lScgX dleBZIMC
^ekSLBXMZCNAhSJ\JOJm dleLgXkGPNWUUUUphJO
^ d
d lmXRBZMfVVZMg
^VJEl ^VdQbkJmXeP_FjT
dlf[mB\`BVVZ PSZLCSCScVZ
l qdgSfZIILdSg
Qllcj dgK
$ ^Y
lPSfVVZLfMglleLfEZMCSfZMfVZghSYj lcEdgXTKf`j
lPhGN dhbkJnGSgG
^h^JgF dlao
QbkJQBdcc]]] ^qXeclKac
l`POhq drglL
lKSmBdcc] ClKcc]]
QS^EkVdqQgBZfZM dlUlqnaBB
$ ^TmBSRgApljOcE
^YlL^laBBXQBgJMZI QlGSfZMfVZQfZ
`bkd_GNJEU ^ekqB[_eMHFKCVNeVJEdGNh
dGkT $
Qg\E]ZMfZfVZLfVZIIMfZILfVVZLglb^LRBdf`BdR^T dgXdKSg
dGNEndjj l
^TR\ mWl\gLCNhpJjjUU
dhaojSY ^daKJVddqnf`
lcEQgmPN QgdBNAjN
lPkWdN $
dh UlQ
dhepVZMZMfVVZMghS dlf`B\R
dAcjE l\
QgLCkd^djJNCWaT gg
dGk]R l`F
lK Jqn
^VFaB_J[qGaMhUnX^CFKVX dlaBBdem
dGSfZL QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMCS
$ ^aqprVd^W
W $
^SgcEQg\EOZ dlelkJ
gmImjfPmQjSYf` dlSY
^VJE^eghq^q^qmja Qlha
QbkS ^Wl
lcEWdXkddhL^g ^JVJEl
$ I
$ ^Yg
$ KlRgJV
QlGNEnhJn dGgNWHhr
lXeGaeZ U^q
$ dgc_
QlGSfVVVVVZMgXkdlmbSglRQ [f
QgnhcmjaYjLnSc lhjhcmjcc
a lcEdlLB\RneQncYjSYBd
APSfZ ^MniqPeGoQRi
lh ^WldOcEldDVSYBdS^rBXSlh
QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMCS dGSfZL
Qbb dXkd^CEkWl\b
dGSgq^XN lHlhb^Jgd
QllLmjRdGD dG
nhqnamCBgJMVVZLfVZIMfZ QgBZMfVZI
lR dqn
Q\E ^T`bS
QlXSCkGXMnqjCWVJE^MpFB lXeNNS`F[_qB]oNS_NS_NS
dXNYN dXNrFjN
^CWG ^h^GS
lmBSggR ^MhU
^dKqimJ[`aMpM ^fh^q
$ ^VJ
^T`POlcE $
l\lqBYbkdlcBdglcE^YXSfVZqMfZILfZLfVV lKaYjf[oBXl^L`rSfVZMgXSfZILfZIMfV
lhXNhUUUUUUph dGSfSVZIIILCCkGPSCNhUUUUUUkph
^CEVGMHVVJ^ePCFjTXW ^SGkdlcE
rdS l\lgKcB
^SgcEQg\EO QgBVV
l\gBZIMCNWUUUphJ dlQaojjGF
dghlSYB\RBY QlqnSYBTb^LRBYPm
QgBZMfVZIL giXNZA
\ $
IldN lhqnGkJBZLfVVVZMfVVVZMfZMfZMCNNN
^qEEaX[H QllcBBgJF^hb^Jl
^CVaJMHWF^_CFKeGaCF dfd
lXW^JMHVaC \lghJF[HJC
lmIBZ QlGSgX
^T` l`q
l`bNR_UUphpJ\ dGNrnhJm
lXMp[Je^mCEZB[_JVMHVVXXSXkGXPkddXkGUGNA lcElR\`Q^XSgqBXFB\`NJgBZMfVZILfVVVVVVZILCNhUp
$ D
dg\lHGSC]f dleB
dgPkdl g
^HE`Cc lXYgPkd^qB^JeVJE^d
^MhUpW ^J
QgQ^g` ^VGX`
Qlhf[BjamBY CN^XNWpM
Qg\EfV_ZIgghXJMHR` ^Wl`DSCkd^CV
lR\R^hb^LekJBZLgXSC S
cqSM ^M
dg ]HVX
QbkJMVVVZLCSCNE giXNZAg
l` Rlgm
dqlaBgJBVZMCNN QgmR\RnRdGN
lRYInR^VJEd rlKRlPSCSCSfVZMg
dX dD
W $
^JMHFjdjqBdJJBJeahhcY dqm
dGSgXNWUUU QgSlP\Nh
l ^VX\lkG
^HE`Cc lXYgPkd^qB^JeVJE^d
^eG \X
^VFaB_J[qGaMhUnX^CFKVX\ ^WdlG^Jb^J
cj^C ^qqjC
lP VSCB
QgMV lKcBf[IB\`B
\lghJF[HJC lXW^JMHVaC
dgX rJ
P` lhGk
dgKf`BdeLOVZfVZMVVV dlLmjeLf
dgmplOmPQOmNrjNN l\gBZIMCNWUUU
^Yq^lLncBBdbkJ VH
$ ^YhL^
^qCqAVdg ^eZEVd^MhUpNNS
Rd ^qXlmbkGcE^qBB_CF
g dlamB\`
lc elDc
^CWaTRYI ed
lR dqn
FmllR lR
QbkJLgg ^JdHFKT
^WQlhaBjRdl lR\RmjWjf[o
WXYhGreJ lRX
lXe eH
^WlKXcB] ^YlaoB
^eGVd^qiqZi ^qBBGF^
dleBZ Ql_q^GkG\gMVZ
lRXdbSCqkdlcEQlGNNhp dXNNNNYNndjhdjn
dgKSc]]] ClKcc]]]]
^eZB[qkV dXgRdRp^JVJEl
dGNrnhJm l`bNR_UUphpJ\
dqBgJBZMCkddhf[oBXdPhplQOXM n^Jh
QlqnSYBTb^LRBYPm dghlSYB\RBY
Q\EfZMfVVV ^Ylf`jedDSf
lRXSr lRd
lmeYIncm ^Ylao
r dq^g
dhcBB\R^GS lcEQQVZILfVZMfVZIM
QglkJmKL^g\ gNrkJ
QlhSmjaBBd lhjhcmj
lXXNEjUUNjUNjUUUNn lmplOKeLfZLfZIMCNA
$ lc
lKL^lLnSoBX Qgr
Qg dGqSfqILVZfbI
mb lKamBYbkG`DSfZMCkGmp
QbkJnGNENUUUUUpdjjNnh dGNWpS
l l`FTgJ\ECkG
lXY l
lXL`Igf`jc ^YqmjcBjcc
QlhaYB d
^JV^^W^TP dX
dq^hSYBXmHY dh
l\gQ ^WQ^ZJQ
$ Q
cj^C ^qqjC
NPkG`P lcElmplQjQj
l\g\ dGGcEE^q^he
dXNEjUUUUNhhJ nkgWBVZMgXNrCJ
^Yg`DkdQgBVZ ^VJKElcimjfM`BQXRgJ
`ENWU dq^qmBXF^qmBXdbNW
lhGk P`
dXSfVVAVZILglHYjeFB dXkGPSgqB
lKRlSGSg^k`^JFBF ^djCVF[JNS`aqBBq
dhf dheSQgAlkJmhgXTR\ee^rmBd
^dKjr]Z ^
QKgnlGkCIBZcLJkd^ThGNhphJmJnJ lRgJLCSCNrNphJ
lXMhUpVJEdXkGXVXmbkddhf[BB FmllR
lPNAdjhd PdXNNAdjjWhd
dXSCoU dhbkJm
^WQ^ZJQ l\gQ
^WldOcEldDVSYBdS^rBXSlh lh
Qb^rB\ C^VXR\
lPNnSYje^mBgJFn[S lKaY
Qb^ MCVV
l l`BSCkGRgJ\
dSiNENpQ l\g\EfVVVZIMgXNWUUUpdjndjhdjjNNUUp
lRgJmmBNWUp lPkGcNh
Qg\E QlXg
^MhUpW ^J
^YXSCkGmBNWUpd Q`gMVZILlCNpd
lmF\V^LFr^gXqqKqX $
lhlcoB^XrSfZIMgGSqgXkdlmDS]Ln ^Yl
dGkddXSgXNhp dg`BSgXkGPkGhGNNn
dXUf[ZMfVVVVV]_IMZM lPS
lPkddGkdQgrkGqYFden ^Wd
dg lmhNlO
^JaMhSGQ ^ePCVGirQ
^ePNSqPJ[qPeNJ^meG ^oMnE_QXR^ERQRirQR
^WlUQlFK ^qEVddhbkJF^XkGmI
^dHKdj dqBdR^
Q\EfZMfV l`BSCSf
XI^W $
dhcm dlBnL
^MaCVa] lXJMHWa
QlhaYB d
^dKeYlaoBXO\ Qg\
GdhqbkJPNin dGNhUUUUUUp
^rQlhG^rB\RBdaBjfJ dqm
lR\FL`BVZMCNrnd RdNdlOmDWpd
lhgmPj ^SlR
^W ^CWNeV[JE
ecJTf_J[_eF l\gQ^q
QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMCS ^YGS
\lghJF[HJC lXW^JMHVaC
QbkJ QEgdInGhJ
QlqmjLnS_j\[YB\`rSIH dlbkJdInf`jcmjUbkJF^GSCSCSCS
QgNJ`C QCC
lPNNrh WdGSCNVp
dqBgJBZMCkddhf[oBXdPhplQOXM n^Jh
dgKf`BdeLOVZfVZMVVVV dlLmjeLfV
W $
dGSgXNWU plPNW
dlSBBd lA
\KLLjLMmB\W dgRdb^L
dhepVZMZMfVVZMghS dGkG\gF
Xl ^VXXCVaVX
^YlGkJ\EgGSfZLCNrN dhGkJng`FLCNW
^JF[ DdhR^CWF_^
lXJG ^JNNSP`G
Qb^rn ld
^CEGVd^MpaYXkGhhLB\ QBg`P[OKSB]Bd
dXS rlKRlPSCSCSfVZM
^ThqBgJNL`FB $
lW` lhled
Qg ^dKeYlaoBXO
eH ^CE
lcElRdS Q\EfVVZMCSgfGkdlKf[
^MhUC lXeGaeZ
QgQmB\`r ^VJKElcimjfM`BQXRgJLC
dX dlSYB
lmbYTd $
dlaBjGkJBVVVfZIIMggc ^TKRlc
^daKJVddqnf ^WdlSojf
QcgQm dGSfZLCSghG^rneSQgQm
Qlqncoj iH`eFBda
l`X ^Vd^
GdhqbkJPNin l`bNWUUp
lhjhcmj Qll
QgnhRdXkGRXl lKcmjf[BYBSojf`BdUb
gNrkJ QglkJmKL^g\
dlXmBdeqZIpI lcEdXSfVZLfZ
ldf Qlq^gKf[ojf
lhlcoB^XrSfZIMgGSqgXkdlmDS]Lne QgFmjG^L`
dXNYN dXNrFjN
^CWNeV[JE ^W
^^qi lXMnB[
QlGkdlKfR^W^MjpVJE $
$ f
dhaoJBXm\bkJF lKL^GkddhLnSoBYI
d a
lcEdRqB\R^cG Qb
QllamB\R QlhaD
dmB`QmB\ekJkR ^VJElR
lPNAdj PdXNNAdjjW
Q $
^CcVVdQYb^r^TGN dGN
lKU lr
Qb dhCRIQb
d_h[jGbrm lPSfZLgq
QgF^XSggRdao lRgJdNLRmjernf[o
lXTK dgKc
elQP ^JNeFB`FBJ
dqnLBd ^
^eZEM ^JFm[`M
l\`CCCCCCCCC Q`CPC
QlXSCNYUNhhP Q`CV
lY dg
lcE^Mn V^q
QbkJlkJ Rdq^hfbJ
^Sg` $
dgXeZime QpCa
dgR\`BVZIIIMCSgh dWgF
Q \Q
l`BSCSfVV QS^EkVdqQgBZf
^ePCVGirQ ^JaMhSGQ
dXkGPSgqBX ^WM\UbD
kQgaUjZMfV ^MnBB`MHVMHWNJ^_eaYq^q
^MhXU ^MhU
JdXNNhUHgp lcElcEdGSCNNhUUUUUpdjNp
QlXNNYUUNjU lmbWUpdjj
lRgJMZMggXMh^F^ ^eZqKdjCEPeF[BjJBJNSFCEPJB
d dhRWQl
Qb^LF ddaRojbi^
QgCCHC Q`CCC
KQbkJMVV lcEQgMZMfVVZIIILfVVVVV
^CVaT`POcEd \SmB`FX
Q ^gEq
^ePUe ^ePeMHW
QgdBNAjNh l`bkGmIB\ekJNr^gRgJ\EggPNYNjNNUUpdjNUU
dXNq QgmhleQneSQbkJrNAdj
lcE^eGME ^e
VJEdHqSYj ^MnB[`VX\gLCkddqn
QKgnlGkCIBZcLJkd^ThGNhphJmJnJOJ ^Wl\lGNNrNUUphJ
^qiqkqi_eNNSmJB`GoQ lXeYPeNNSJJ[`ahh^GogQRiLXRQ
^q]XXF ^YgX
QT^`N dghXN
lY ^Wl
^ekT`InaoB\`L QgmkR\e^JgLfVVZIIIL
^Mh^NeVXPNEjNjN PNrjN
^TR ^[HcBBYImB
^Eh^Vd l`ImjR
^C_EG ^qimCV
^VXmb QT^`
dqnaoBdf`jUgN dl^L
dqmBYF klhGSglf[YB
^eZE I\W^CVNeaQqB[JJ[mNS_^
dXkGmplO ^qBBJHNSmJ^PJ^_CE]kWl
L^YgPg ^Vd^djJF[qZBB`aJNNS`NCVVJEdg\l
lR\`PNrBXYmmPjOKb lhgcElcEQb
dXkdlm l`Z
ed lc
lKSBmXdXNEj dGSgq^XN
^JMHWaYlLnSmje l
dlaBjGkJBVVVfZIIMggc ^TKRlc
^ekYlbkJFmjaYB\ dmB`QmB\ekJkR\
DdXRgleNrmj Qll
dgcE ^hlR
QbkJdpljOXqaSkl ^Thl
ndq^Kq^YB\R lcEl`I
^MhUhUnqKd QEl^f[Q
l`BSfZLfVVVVZMfVVZILfVZILCkd ^MMnEVd
lRXdbSCqkdlcEQlGNNhpd dXNNNNYNndjhdjnd
lmIBZk QlGSgXk
dlf dheSQgAlkJmhgXTR\ee^rmBd
QlgcElmBSCSgh V^DTmFdkL^
Q QZ
gPSCS]XSfhgm lm
dhLnLOSc]] ^ThqmjelkJBVZ
d lmXRBZMfVVZMg
QlhcBjcmjf lmpljOcEUqmBTpff
QbkJSlc l
TVJE^MpaSXSCNYeNhhJ\ dlL^q^GNYUUUUUUNhh
lhG dGNN
^T`POlcEQ Q
QO $
^VJEl`F\MRnP lcEdl
dXNEndjhh dq^qmBXQmjf[oBgJLghRdqncBXN
lg ^SGkdQ
lXeZqKqB^mCFKV V
$ ^d
dGNNNAdhjjN lRgJLCSCNrNp
N l\bkJMVVVVZLgqmjbkJSQgl^
^ThhaoBdaBB\Rmjf`jSo gmImjfPmQjSYf`
dg\lHGSC]fZ dleBZ
dXSfZ ^TRomKRXl`FgJ
l QJqBgJSl
dlf[ hd
g^Yg l
L dhUb
QbkJQBY lXSg`n
^CVNJB_CVNeM jeGfa
QT^`N dghXN
V^T`PhAFp\`K QbkJLgXkdlK
FK dhamjcmBYI^X
QbkJnGNENUUUUUpdjjNnhJ\ dGNWpSJ\
QgYG^SSl ^WQgSQ
^Mh^F^JNSmNSJCEZi_eaJaSGNrjUU d
^eGF^JCVF[JeVJEQlq^lcmjLm QgVr
^T`P dlR
^MMnEV l`BSfZLfVVVVZMfVVZILfVZILCk
JeJ^`aMn ^q
Qb^ qBL\kN
lcElPkdQlghXNNchpdjW dgKf`BXrNYUNndjNUUp
QpCa ^CV
gPSCS]XSfhg l
V`PkGKf`B\e^ Qb^
^h^GS ^MpGoQe
^CVNJB_CVN ^CeZi
lHlhb^Jgd ^VJElcElPN
dg l`
dhL QllUlqmB\R^q^gRgJT
dq^G ^qie
lXJG ^JNNSP`G
l lQ
QgMVZMCSfVVVZ lgRdUblgKbkJLfVVZc
eG ^qqKqE
dgKf`BdeLOVZfVZMVVV dlLmjeLf
lhhUeg`FdeB lKao
dehf[oB QgdbSgq^lcmjSoBYDSgqB
dleBZ Ql_q^GkG\gMVZ
QgF dhCLmB\FLRnBL
QbkJrNNAdjjNnhJmJ cPSCNWUpAdjnh\J
dGc dhamBgJmc
^qCqAVdg ^eZEVd^MhUpNNS
dqB]\Rm dqmjcYjam
^YG QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMC
Ql QgQmqjGMJdDDLg
lcE^qi`F^mCVGFBJCWF[JN`MH ^qXlmbkGcE^qBB_C
l QgQmjamDjUb^L`m
dG lcELSgXSC
lPSfVVZLfMglleLfEZMCSfZMfVZghSYj lcEdgXTKf`j
Q dGkdlXdjeGadjKJHWaTnKSYjU
Sl lcElcEQb^
Rlgm l`
f ^TcEl
l lmPjhF
dGoNA QgrNWp
lRYFYBkdlPSg dhH
ddaRojbi^ Qb^LF
Q NlPSghU
lRb QgFmjbk
d^N dgP
Qg\Ec dXN
QgrSfZLfV dlfbUB
QBg`P[OKSB]Bd ^CEGVd^MpaYXkGhhLB\
dqmBYF klhGSglf[YB
GdhqbkJPNin dGNhUUUUUUp
Q`gMVZILlCN ^YXSCkGmBNWU
Q`CC K
QgMVZMgq^gK ^hl
^ ^C
lPSg $
QllUbkJlkJN j`
Qgm`FYBkd^CF ^qJDAVXcEdlBBXFmBYB
^JMHW]F^mCWMHDWVdQgrSfVZLTVZMfVVZLfAV dlamB\`M
^SGSghR dleMVZHMMfVZLCda
lhlaYjeBVVZLCNrh l`bNNVWp
mgLfZMUVVZLCNYUNNpdj ^TmDNYNjUN
keG ^YgcE^qB^`NeF[qG
dXSfVVAVZILglHYjeF dXkGPSgq
dhLnf`jaBBYbSgq ^MpFB_NSJJ^_CFjShSYB\RBXQmja^
l\gdFdbkJm QgL
^eZENJ^me ^ePUe
dqBdR^JGopR_QXR $
lXMpNhWF[JNS_NS_CFKVJd lhXkddqmBXNJl
dhamBgJF^ ^VXdGFSglLB\g
lKf[BjaYjcYj dgKc
dhRWQ Q
lgRdUblgKbkJLfVVZcIM Qlg`BS
dGkd dqnf`jeQmjf[YjU
^Mh^M o
klhGSglf[YBX dqmBYFX
d^qnYBjL^qOnaBBdUg\ECN dXN
QKgnlGkCIBZcLJkd^ThGNhphJmJnJ lRgJLCSCNrNphJ
dh $
dhR^qEVJEQg\EgghgKao gmImjfPmQjSYf`
^VJEl`F\MRnP lcEdl
^CFjCWNeVJE^VX lF\Rnem
QbnbkJQmBgJr dXkGPSCSfVVVZIMC
Qb lR\RmjWjf[oG
^Jaq f
Q $
lQK lcElK
PSZLCSCSc dXSfVVV
dFqmB ^VJElXV
^ dqnLBd
dXNqhd QgQBXSlmBSfVVVZIMCNrnd
lbNhUUpFjjUU QlqnaojLnLBYFXl^JgFnUlGkdlR\FJgnGNY
^YGSggXYlRdhf`Bd cVRdrl`phkBkdd
dqnSmBgJ\ECNYU lKcoBYI\mjSmBXrNYNj
lcEWdXkddhL^g ^JVJEl
QlhSmjaBBdc lhjhcmjc
QbkJS^T ^qel
^CEPeNCVF[mNS`aCEkYGNYUNjUNNpdjndjN `ENWU
gPSCS]XSfhg l
Fe ^
Qg dGqSfqILVZfbI
lKao lhhUeg`FdeB
l\`CC QCC
lXYgPkd^qB^JeVJE^d ^HE`Cc
dqmjSm lmpljOcEUqmBTpff`
^SXNNEndjNphJO dGSfSVZIIILCCkGPSCNhUUUUUUkphJn
a ^YlSYjL^
WXYhGreJ lRX
^JVdQbkJUSQihaYB\ QlgR\
dgRYFX ^WM\UbD
^JNeFB`F ^eZqKdjCEPeF[BjJBJNSFCEPJ
l lcEdCEZ^TPhplO
^daKJVddqnf` lmIm
^W^CFKVJElh dMLRlRgJrXgXkGYl
mgLfZMUVVZLCNYUNNp ^SGNNEjUNh
^qBBmNSqPJBqGMHWVddXNA ^WQgLCNrhdjndjCNUpdjjUUNhdjjNNUp
lmXRBZMfVVZMgl dl
^CE ^W^Sqjdje
QEgdInGhJrN l`DN
I\W^CVNeaQqB[JJ[mNS_^ ^J
l\gdIamjaBBYPQ l`P
^eGFBqGFBJJ[`MHEPJ[ n^eZi`F[_eFB
lXTXYgPNNAdjj lhVYUUflj
YXG $
Qllcc]]] qqmBYPOKScp]
dq bB^
Qgr dXSfVZLfZMCkGRdLmjRdGo
l Fmll
dehf[o QgdbSgq^lcmjSoBYDSgq
f $
^rQlhG^rB\RBdaBjfJjU l\
^She\ECSfVVLkG\lg`b dX
^JVJ dkG
^MnX^qB^qPeN ^eZqePWN
^oMnE_QXR^ERQRir ^eGNCWG_
lPSCkd^MhUh^VJEl`PQOKf`B\` Qgr
\ Qg
^TXe ^^dGhSikGGXCE
dhRQll QgQ^]h
e dlL^Gk
QllXgFmB` dhLB
^dEjVJEQ lcElXTcElXWQ
dGSfZMgheM lmbSfVVVMfVVZLfVVV
`ENWUp l`bNEjNh
lXSfVVZIMfVVZI dqmBYF\`
QbkJSlc lXW^qXl
dXNIEjNjUUNjUNjNOdjNUUphJmJ lcEdXNrNUphJ\JnJ
dgKL lcEdgOR\FLE
dgRdb^L QK[QYB\
lcElXT Rl
$ dhCRI
^Eh^V dGk
dlcc lPSghLmja
lcEdXSfVZLfZI ^CWMHWFImCWVJElKb^JnkJLfZII
l`P ^SlR
QWkJMVVVVZMfVZMfVZMgGSgGS dGSfZM
h^WdqnRlYPhBkd $
dlaBjGkJBVVVfZIIMggcE $
^Vd^ l`X
lK dlamBXmc
lXMhUnEadKVdlc Ia
^JT ^JMHW
l`ImjR ^Eh^Vd
lKeNrB\ QRiIL
^ ^T`PQjOXJMH
dhR^qENJ[JCFKV BePCEGF^[^`V
Qb L
^ dR
^CcVVdQYb^r^TG dher
dGJgq ^ekCFKWlR
Ql ^VXdGFSglLB\g
L Qb
QgdD QllLmjRdGD
dq $
d^gm lX
dXkdWY^CX dlR^Mh^VXXeZEaMnimJ^qGa
^VX\lkGKc lKc
dgRX ^CrWaWY^SmBgQ
lhhUeg`FdeB dlLmjao
dGk lhmjLmBdG^rAfNjLmBYBk
gPSCS]XSfhg l
dh lRgJdNLRmjernf[oj
dGkd dqnf`jeQmjf[YjU
nkgWBVZMgXNrC dXNEjUUUUNhh
GdhqbkJPNi QlherNE
^JaYh l`gmBd
lKf`BgJMZIMfZM ^TRomKRXl`FgJL
lcElRdamj ^GPCFdKS
Q\EfZMfVV l`BSCSfV
NPkG` ^ePeMHWNJ[_J^qZqKTcElm
^WQ^ZJ l\g
le\ECklGc ^MnXlc
lW`Bkdlhlamje\EfVVZLCNh lRXmXqX^TRYDNWUU
QlGZN]Khpd Qlqnf`BXS^ThXkdlXSGNr
mg\lkd $
^W^T D
^Yg`DkdQgBVZ ^VJKElcimjfM`BQXRgJ
dGkddXSgXNhp dXkdZGNh
l\bkJF^g bd
d^N dgXdKYGN
lR\FL`BVZMCNrn RdNdlOmDWp
G l\bkJF^
QcgQm dGSfZLCSghG^rneSQgQm
lE QbkJlkJm\gMZMfVZILgGkd
lmFgJBVZIMfVZMCNYNNphJ dGNWpSJ\J
d^gm lX
^MniqGVJElcEQgMVVVVV ^TRomKRXl`FgJLf
dGSglL ^McpVXWddd
^ePUe ^Mp
QgkCMGPNWUUUUDUpdj dlSYBX
nTZ dGk
^SOqBgS^JVJE $
Qgik lcElRY
dlaBBX\EglamB\R^gPNrjUNjN ^JVdd^Nhpakj
dgXdKYGNN ^qieN
l\lGkGPSghaoj d
dgmplOmPQOmNrjNNp l\gBZIMCNWUUUp
lXWlcE^JVJ dhR^dKdVjVddgc
SG lmb
^CWHWFqGa ^CFjMnEadjCWMHVVX
lcEl lQ
l`BSCkGRgJ lAmFXQ^XkddgcEdqfnLne
lhjhcmjcc lXWdhac]]]]]]]]]]
c\n dgPkdlmFgJN
Q XI^WQ
dq lG]GhchSYBf`dplOhq
^JVdQbkJUSQihaY dqm
V lXeZqKqB^mCFKV
dqmBXNJ dnR
lRd lRXSr
^qXeclKac]]] dhcojSc]]
dqnLmBgJrSjXghS`IB QgQm
dqmBYF klhGSglf[YB
^Y VSlG^eLNJ
dhelDkJmcDEdqdalcBBdM\E dhf`BXdFXL
Qb^JlqnU Qb^
dgK ^qXeclK
Qgrk ^TcEGk
lXJaV ^[qGFBM_J^qGF^_CVV
$ dkGE
MCVV dqmBYFXl^
Q` Q
dGNrnhJm l`bNR_UUphpJ\
dherSglamjSB ^daKJVddqnf`
QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMCS ^YGS
^YXNEjNhd dhLnLBYDNfrnd
^TXYG QmmFbSU
l`PhbNhUpdj PNr
dGNrnhJm l`bNR_UUphpJ\
l\g\EfVVVZIMgXNWUUUpdjndjhdjjNNUU l`bNNVW
klhGSglf[YB dqmBYF
dqBYI dlf`B\R^XSfVVZIMigGSfZIIMCSfZMfVZMglL
l`BSCSfV Q\EfZMfVV
jdhRN^L ^
V^T`PhAFp\` QbkJLgXkdl
JG_QeieQ ^qEGi
QlgNpljhBANhU Qgl^LekJdBNh
QgQ^hcYBXSQb dhaofI^
dGSgqBlRmjamMBYF dlf`BXQBdedBkddqmBdf`B
qMhUh ^YgcE^Mh
Q`CCCCC Q
^dEjVJE lPkGKRQbkJlkJS
dhGkJng`FLCNWUUU l`I^ghXkd^djYq^qmjerNW
$ ^JV
dgPNWpdjjUUNndj lXXNEjUUNjUNjUUUN
QgL dGqSfqILVZfbIL
QbkJrNNAdjjNnhJm cPSCNWUpAdjnh\
l qXkGXSpRhLnLBPO
l qXkGXSpRhLnLBPO
lE QbkJlkJm\gMZMfVZILgGkd
^MpNCFKMnX^T`p dLlLBLJ
QbkJL Q\E
l\lgKcB rdS
lXqi_NSmeMH d]dKEpNL[aC
dGSfSVZIIILCCkGPSCNhUUUUUUkphJnJ ^SXNNEndjNphJOJ
dlSBBdf lRf
dh ^gTXTXBdl
^TKf`jLm QlhaD
a Ql
d^N dgP
QgMZIIL lXGS
^W^Yg` Q
lhh dlBn
lXMhUhUpMH lPkdg\cXkd^eGNJ[mNSqZEMH
d Q^llRd
dglQVG dqBgJS^MpMHWG
eG dlR^MnEaJMHWNJB_CFKqEF^me
l`q ^T`
MQll dlLn
lKf`BgJMZIMfZM ^TRomKRXl`FgJL
dlb^L`MZ QRgL\fZ
lmDNhUUpdjhdjNUUpdjNUpd ^TPNYN
dhaofI^ QgQ^hcYBXSQb
l`Ph ^SrB\RBY
d l
Qgm`BSghLnf[o ndlcY
$ ^eZi_e
^MpVdlhhLmBX\ECNYN RdNdlOmDWpdj
dghlSYB\RBYP dgmQQNAd
PNr ^Mh^NeVXPNEjN
lPNqaEnHhJ\ lPSCNWph
dXUf[ZMfVVVVV]_IMZMf QgQBgJLfVV
l`plOhXF^rG Qb
QgQ^]h dhRQll
$ ^TmBSRgApljOcE
lhXNNE QlXN]r
lmbSggPSfVVVVZLgPlLBcEl lcEdgPkG
l` dg
klhGSglf[YBXl^ Qb^
^VVqd dlSYB
^SOqBgS^JVJ lc
^YGSggXYlRdhf`B cVRdrl`phkBkd
^Ylf`jedDS QS^EkVdqQgBZ
hd dlf[
lRgJdNLRmjernf[ ^Yla
^MMnEVdl lhheS^TcEl
$ ^VJ
lcElcE^eZBB`F^`NN Z
cjS l`B
PdXNNAdjjW lPNAdj
dXSfZMfVZIL L^YgP
D ^Vd
lRXSr ^CFjTcE^djCVNNSJ
lRXLfVVZMCNWUUUUUU Y
^MnBBqPJ[q U^MNJq
^Yg`DkdQgBVZ ^VJKElcimjfM`BQXRgJ
^qEFB`Vd^Mn $
dhoBgJdFdGknpmDkdl`I[ QllaBBXnX
lF\Rnem ^CFjCWNeVJE^VX
lX d^gm
gmImjfPmQjSYf` Qllf`jcY
^WdXNNYUU lRrLMCkd^VXPNdNY
^WdlL^gRXFnUb^LFJlhLnUgmRdaYjRlhGkd^CVMHEPNSqPe I\W^CVNeaQqB[JJ[mNS_^
QlheFmjRlP ^^WmU
dqmjRlRgJl AlKG
^CWadK dLmjf[mjSlXMRhUpa
l`BSfZLfVVVVZMfVVZILfVZILCk ^MMnEV
QKgnlGkCIBZcLJkd^ThGNhphJmJn lRgJLCSCNrNph
YZcE $
