24676
BBBAABABB BBABABBBABBAABBBBABBAABBBABAABBAB
AABBBAAABB BABBABBBAA
AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABBABBABAB ABA
ABABBBABBAABABBBBAAAA A
BAAABBB BBABBBBBAAAABABBAAAAABAABAAABAAABAAAAABB
B ABAAAAAABB
$ AAA
ABBAABAB BAABBAABABBAAAAB
BA AABBAAABABBAAAAAABABBBAAAABAAAABABA
ABAABBA ABBBAABABABA
AB ABABABAAAABBBAABBBAAABABA
BABBB B
BBBBBAAAB BAABBAAA
ABAAAAA ABBAB
ABAABBBABBA BBBABBB
AAABBABBAAAABBAB ABABAAB
ABBABAAABAAA BAAABBBAABABABBAABAAAAABBABBABB
AAABAABBABAAAAABBBAABBBBBAAA ABAABAABB
ABABBBAABBAAABAABABBA ABAAAAABABABABAABBAABAABBA
AAB BBAABA
ABBB BAAAABBBBAABA
BABAAAA A
B AA
AABAABBB BABAAABB
AAAB BABBABAABABA
BBABABBBABBAABBBBABBAABBBABAABBABBB $
ABAABAB ABABAABABBBABABBBA
BABABBABABAAAABABABBAABA ABBABABBBABAB
BAABAABABBBAAABBABBB AB
ABABBAABBBBBBBBBBAAAB BBAAABBAAAAAABBABB
ABBAABABAABABAABBABBAAAAAAAABAAA ABBAABABABBABBAAAAABA
BBABABBBBABABBBABBB AA
BABBAA $
ABBABB ABBAA
BABABBBAB AAA
ABAAABBAAAA BBABBABBBABAA
BABBABBBBAAA AABAAABBABAAABABABAAAAABABAAABBABBBAAB
BABBAABAABAB AABAAAAABBAAB
AAA $
ABABABAAABBBBABB AAAAABAAAABABBBABBBBABBBBAAA
AABBBAABA AAABAAABBBAAABAABAABB
BA AABBABABBAB
AAABBAABAABBAABAABBAAAAA BABABBAABAABBBBA
AAA B
ABBBBBABABAAABAAAABAAABAABBA AA
ABA AAA
$ AAB
BABBAABAABABA AABAAAAABBAABA
BABABBAAABABB A
ABBBBB BA
BABAABBABABB A
AAABBBABAAAAABBBABA BBAABBBAAB
ABAABBBABBBBBBB AAABBBABABBBBBBBAAAABBB
BABBABABB BBABB
ABABBBAAAB BAABABABAAABA
AAAAAAA ABABBABABAAAAABAABAAA
BBA BA
BABBAA BBB
BAABBAABABBAAAAB ABBAABAB
AABBBAB AAABAAABB
ABBAABABA ABABA
BAAABBAAAAB BAAAAAABAABBABAAABAABBBBBBB
ABBA ABBBBBB
BA BB
ABAABAAB ABBBBAAAABBABAAABBBBABABBBBABAA
$ AABAB
AB $
BBABBBBBAAAABABBAAAAABAABAAABAAABA $
BAABABA BBAAABABBAABAB
AABAABAABBB AABABAB
ABBABABBBBAAAB AAABBBBBBABBBBBBAAA
ABAB ABBBAABBAAA
AAABAAAABBAA BBBABBAAABABAABBB
BAAABABBABAA ABAABBBBABBB
ABAAB AABBBAB
ABBBB BAABBBBBAABBBAABBAAABBBABAAABAAABABAA
AAABBAB BAABAA
ABBAAABBAABABABBBABBBAABA ABBAABABB
BAABBBAABBBAABABBABBABABBABBAA BBBABBABBB
AAABBABBABABAABAAABABAAAABAAABABBAABABAAAAABBABAAABBBABA AABBBABB
BAAB $
AA BABBBBBABAABBBABBBABBBABBBBBB
AABB BAAABAA
ABAABA BBBABAABAA
A ABBABAABBAAAABAABBB
ABABAA AAABBABBAAAABBA
AAABBBBBBAA BBBAABB
AAAABAB AABBABAAAAAAB
ABAAABAABBBBAAABBA $
ABAABBABBABABA AAABBA
BABBABBBABBABBAAAABABB BBABABABBABBBABABBBABAAA
ABBABB BAABBBBBBABBB
BBBBABAAABABA BBAABABAB
AABABBAA ABBABABBBBAAAB
AB BABAAABABABBBABBBAABBBBA
ABAAABB BABBABABABABA
BAA $
$ ABBBBBBB
AAAAABAB AAAAA
B BBABABA
ABBABA A
ABABBBBBAAA BAABABBBAABBABAABBAAA
BAB ABA
AAA BAABAB
BAABABABAABBA A
AB BBABAB
AAB BBABAAAABBBABBAB
AABABAAAAB ABAABBABBABAAAABB
ABAAABA BABB
B BAAABABBABB
ABBA AA
AAAABAABAABBAAAAAAABAABBBAABAA BBBAAAAABAAABBBBBBB
AABAABBAA ABAABABBAAABAAAAAB
BABBBB A
BBBABBAB BBBABBBAAAABB
$ BAAAABAA
ABBBBB BAABBBBBAABBBAABBAAABBBABAAABAAABABAAB
AABAA AAABABAAABBAB
A BAABAAABAAAABABABBBAAAABBBAAAABABABBBAABBAABABBBBBBBAA
BAABBBBBAABBBAABBAAABBBABAAABAAABABAABB BABBBBBBABBBABBAA
AABBBAAABBAB BBAAABBAAABBB
ABB AA
ABAAAAABBAAAABBBBBAABBB ABBAA
ABAAAAABBBBBBBAABBBABBBBBBBBBBAA BABABBBABABABAA
ABAAB AA
BABABAABAABBABABBBBBABAABB ABBBAAABBBBBBBAAAAAAABAAAABBBABBAB
BAA BBA
BABBB ABB
BBBAABB AAABBABAAA
AAAAABBABAAAABB BABABABAAAB
BBAA BBBABABAAABBAAABAAAAABABBBABA
ABAABBAAABAAA AABBAABAABBBBA
ABABBBAAABBABBB ABAA
BAABABABBBAAABAAAABABBABAABBA AAABAABBABAAAAABBBAABBBBBAAAB
BAAABABBABA BBBBAABABBABBBABBAAABBABAABBB
AABAA ABB
AAABA ABAABBBAB
AAABAAABBABB ABAB
AAABA BABBABAABABAA
BABBAA AAABAB
ABAAAAABAABABABABA $
AAABBBABAABABBBBB $
AAAAAAABBABABABBBBBAAAAABAABBB A
AABAABAABAABBAABABBAAAABAABBBBA BAAB
ABAAAAAABAB ABBAABAAAABABAAAAAA
A AAAAAAABABABBBBBBAABABABBABABA
AABA ABAABBABBBBAAABBBBBABAAAAABBAAAABAAABBAAABBBABBBABAABBAAAA
ABBBAB AAABBBBBAAABBB
ABAABBA $
A AAAABABAAABBAAA
AAAAA BABBAA
ABBBABB AAB
BBAABAABBBBBAABBBBBBBBBBBBBBBAABBBBBBBBAAAA ABAABABBBB
ABABAABBB ABBAAABABB
ABAA $
AB ABBAAABBABBBA
B $
A BAABB
BABBAAAB AAABABAB
AABBA BAAABBBBABBAABBBBBA
$ BA
AA BBAB
AAAB AABBB
AB BAABBAA
AAAAABBAABAA BAAB
BBBABBA B
BBBBB BBABAABBABB
ABABBBBABBBBAABBBAABABABABAB BAABABBBBAAABBBABABAABABB
BBABBAABABBB BAABBBABBABABABBBBBBBB
BABAAAABBB BABBABAA
AAABBAABAABABAABABAABBBBAA AAAA
ABBABBA AABAAA
AAAAAAABAAABB ABAAABABABABABBBABAAAA
AABAABAABBB BBAB
AABAAAAAABBABBBBABBABAABBBAABAABAAAAAAAAB BB
ABAAABBABBABBBABBBA AABB
$ BBABBBBBAABBBABABABBBBAAABBBABAAA
ABABAAABBBAABAABBABAB BAAABABA
ABBAABAA AABABBBBABAAABBABBBAABBABA
BAAB B
ABABBBAABABAAA ABBAAAAAABA
BBABAAA A
A BAA
$ ABB
AABBABBABAABAA BAAABBAABAA
AAA BBABA
AABAAABBBBBAABBABAAAB ABA
AA ABBABBBBBAAABA
AAAABABBBBBBB AABBBABBAAAA
ABABBBBABBBBAABBBAABABABABABA BAABABBBBAAABBBABABAABABBA
AABABAABAAABABAAABABAAAAAAAABBAAA BAABBAAB
AABAABBBBAAAABBAABAAABAAB AABBBBBABBABBA
AAAAB BAABBAAABBBBBAB
ABBAAABABAB BBBABBABABBAB
ABABBAABB ABAABAAAAABA
ABBBAABBBBBBABABAAAABBAABA AAAA
$ BAAABBBAABABABBAABAAAAABBABBABBA
AAABAABBAAABBB ABBBBBBABAAAB
AAAAABABBABABABBBAB BAAABBBAABABABBAABAAAAABBABBABBAAB
BBB ABBBBBA
BBAABABBBBAAAABAAB AAAA
AABA A
BAABBA BABABBBAA
BBBBBAABABABB BAAAAA
BABAAAABBA BAABAAAAA
BBB A
AAAABABBBAAAAAB BBB
ABBABBBBA AAABAABABABABBAAB
AABBBBB BABB
AAAAAB AAAAABABB
AA AABBBAA
B $
AAAAAAABBAABAABAABABABB A
B AAA
BBBABBBBABBBAAAAAAA ABAB
AAABBBABABBBBBBBAAAAB ABAABBBABBBBB
AAAAABAAAABBBBBA ABBAAAAAAABAAA
BBABBABAABBB AAABBABBABABAABAAABABAAAABAAABABBAABABAAAAABBABAAABB
BABA BBAABA
AAABBBAA BBBBBBBBBABBBBAABB
BABABBBABAAABAAAAAABAB B
BBBABBAABBBB $
BB AABBB
BAABA $
ABAAA BBAABBB
AB A
BBAAAAAABBBABB BABAABBABB
ABBABABB BAA
ABBBBA BAAAABBBBABAAABBABBBAABAAABAAAABAABBAAB
ABAABBAABABBBBB AAAAA
BAAAAABABAABBA AAABABA
BBB AAABAABBB
BBBABBBBABBBAAAAAAAB ABBBAABAABAAAAAABBAABABAAABABAA
B AABBBBBABBABBABA
ABBAB BAABBAA
AABAAB BABBBBBBA
BAA ABBBBBA
ABBBBABABABAABB BAAABBBABBAABAAAABBBBABBABAA
B ABAAABAAABBAAA
ABBABB AB
ABABABBBAAAB BAAABAAABAA
AAAAAB AA
BBBABBBBBABAAA B
BAAAAAA BAABABAAAA
A BABAAAABABABAAAABABABAABABBBAB
AAAA B
AABABBABBBABAB A
$ A
A BAB
ABBBAB AAAAAAAB
BABAABBBABAABAAAAAB ABAABB
BBABBBBBAABBBABABABBBBAAABBBABAAAA A
ABBABBAA $
AB AAAAAAB
AAAAAAABBAAB ABABAABABBBABA
BAABBBBBABBB $
AABABAABAA AABABBABBBAB
AABBBABBBBAABBBABBAAABBAAAABA BABABAB
AAAAAAABBAAAABBBAAABBAABAABAABBBABAAAABBA ABAAAABBABABB
BAABBA A
ABAABBBABAABAAA BB
A AAAA
AAABAABAAAAABBBAABABB BABAAAAAABABABBABABAABABABBBBAABBAA
BABBBB ABBAA
AB BAAABBABBAAABABBBBBAAAABBA
ABBBBAABAAAAABABAABBBBABBBBA AB
ABAABABAAABABBAA AAABBBABAABBB
AAABBAAABBAAAB BBBB
AAABB A
AAABAAB AABBABABAAABAB
ABAABBABBBAABBA BAABABABAAAABBABABBBB
$ ABBAABBBBABAAAABAAAAAAABBBAAAABB
AAAA AAABAA
ABBBAABBBABBABBBBBABBBBAAAABB ABBABBABAB
ABBBBBABBABAAABABBAAABAAAABA AAABBAAA
$ BAB
BAAAABBABABABBB ABAAABAABABABABBBAAAABBAABBBBBBBBABB
BAB AABB
BA ABABAABABBAABBAAA
BAAABABB BBBABBAB
BBABAAAAABAB AAAABABBBAAAA
ABBBAABBBABBBBABABBB BABBBA
ABABABAB AAABAABB
AAAA BAAABABBAAA
ABBBAA AAABABAA
BAAAAA $
A BBAA
AAABAAAABA AB
AAABBBAAAABAABBBBBAABBBBA AABAAAAAAAAAAA
BA AAABBABAABBABA
BAABABBBABBBAABBBABB BAAAABBA
AA BBBABAAABB
BABAABBAABBAABBBB BBBAABA
B BBBABBA
BA ABAABBB
ABBBB $
ABAAABAAAAABB BAABBBBABAABBB
ABBBAAABBBBBBBAAAAAAABAAAABBBABBA BABABAABAABBABABBBBBABAAB
AAABBABBAABABAABBBBBBBBBAB BABABBAAAB
AAABBABAAAAAA BAAAAA
AABBABABBBAAAABBBAAAAABAA AAABBAAABBBAA
ABAAA AAAAAB
BAABBA AAAAABABAAABAAAABBABBABBAA
BBAABAAABBAAAABA ABAABBBBBA
A B
$ ABBABAABBBBBA
ABB AAAAAAABBABABABBBBBAAAAABAABBBBA
BBABA $
A BAAABABBAABABBAABBBBAABBBBAAA
ABABABBBBAABABABAAABBB $
AAAAAAABAAAB $
AABBBA ABAABBABABB
BABBABBBAAA AABBBAAABBA
ABAAABAAB BABBAAABB
BABB ABBAAB
AAABAABBAAABB ABBBBBBABAAA
AAA ABAABABAAAAABABABAABBBBBAABA
AABABAAAABAABA AABABBBB
BBBAB B
ABBAAABBABBBAAB ABBABABABABBABBAAAAABABAAB
ABAAAAABA ABBABB
AB ABAAABABAABABBBB
ABBABAAABAAAA BAAABBBAABABABBAABAAAAABBABBABBA
AB ABBAABA
AAABAABAAAAABBBAABABB BABAAAAAABABABBABABAABABABBBBAABBAA
B AAABAABBBBB
BABABBBABBB $
AAAAAAAABABBBAAABBAABBA ABBAABABBA
BAAABABBABAA BBBBAABABBABBBABBAAABBABAABBBA
ABABBBABBABABAAABBBBAAABBB BA
BAABB AAAABAA
BBAAABA ABBBABA
ABB AA
ABA A
BA BABAABABBBBABBAABBABB
BAABAB BAA
BBABAABBAAAABABAAAAABAAAAAAABB AABABBBAAAABAA
$ ABAABBBAB
BAAAB ABBBBABBBBBBBAAAABAA
BA B
AAAAB BABABA
AB AAA
B BB
A BAAAAAABABAABAAABAB
BAAABABBAABABBAABBBBAABBBBAAAAAB AAAB
BBBA AAABBBAAAAA
ABA A
ABABAAB ABBAAAAAAAAAABBBABABAA
ABAAAAABBBBBBBAABBBABBBBBBBBBBA ABABBBABBA
AAAAABAA BBBAABABABABBBAABABAABBBBAA
B AAABAAAABBA
ABBAB $
ABABBBAB ABBBBAABAA
BAABABB AAABBBAAABA
$ ABAABABAABA
BABBABBAABAB $
ABABAABBAABBAAABAB ABBBA
ABBBABAABAABBBAABBAAABAA BA
AAABAABAAAAABBBAABAB BBBBAAAAA
AABBA AA
ABABABAAAAABAABBBBBA $
BAAAABBBBAAB $
AABABBBBABAAABBABBBAABBABAAA $
AABBBBBAAB ABABBA
AABABAABAAABABAAABABAAAAAAAABBAAAB ABBAABAAAABABAAAAAABA
BA ABBAABABBABBAAAAAAAAABBBB
AAA BAAAAA
A ABAAAAABA
ABAAAAABABBAA BAAA
BB ABAABBABABAB
$ AABAAAAA
ABBAABBABBAB AAAABB
ABABBBB AABAABBBABAAB
BAB BBAABABBAA
AB ABABBBBABB
AAAAAABAABBBBB AAA
AABAAAABBABBBAAB BABBB
BAAABABBABAAABB ABAABBBBABBBABB
ABAABBBBAABAAAABBABABBAB AAAAABABABBBBBBABBB
ABAA BAB
BAAABABBABAAAB ABAABBBBABBBAB
BA ABAAAAABAAABABABBABABBAAA
ABBA BAABBBABBAABAAAABAAA
AABABABBAABBBAABABBAAAAABAAA ABABABBBBAABBB
BBAAAAAABAAAABBAB BBAABBABAABBBA
ABAAAAABBBBBBBAABBBABBBBBBBBBB B
BBA BAABBA
A AAAABAABBBABBABBAAAAAABAAB
AAABBAABAABABAABABAABBB AAABB
AABAAABABAAAA AB
AAABA ABAABAABAAABA
ABAABBABBBBAAABBBBBABAAAAABBAAAABAAABBAAABBBABBBABAABBAAAABBBBAB AABABBBBAB
ABABBBABBABABAAABBBBAAABBB BA
AAABBAABABBABABBABBAB BABAABA
ABBBBB BA
BBBBBBBAAABAAAAAABAABB ABBABBB
AAAAABAAAABBBBBA ABBAAAAAAABAAA
BBAAAAA BAABABBBAABBBAAABAABB
AAAABABABB ABBAABABAB
ABBBBAABAAAAABABAABBBBABB A
BABBABBBABBABBAAAABABBAB ABB
ABB BABB
ABBAAAB BAABBBABABAABBBBAAAABABAAAAABA
BABBBBBB ABABAAAAABAA
AABBAB AAA
AAAB AAABBAA
ABBBBAAAABBAAABBABABBBAB AAABBBABAABB
AAAABBBAAAAABAB BAABBBABAABBB
ABBAAABAABABBAAA BAAB
AB AAAABBBBAB
AABA BBBAAB
AABAAAABBB AABA
BA A
ABBBAAAAAA ABBBBABAABAABABABAABBABBBBAAA
$ AABAAA
A AABABABAAA
$ AABBAABABB
AAABAAAAABABAB BBBBBAABABABBBABB
BBBBBAABAAAABAB ABAAABA
BBAAABAAAAABABBBB AB
AAAB ABBBABAABABB
ABABBBABAAABABABBABBAAAABAB ABBAAABBABAABB
BB B
A $
ABBA AABAABB
AAAABAABAAABABAAAAAABABA BA
AAAAABAABAAABAAAABBA AA
ABAAAAABBBBBBBAABBBABBBBBBBBBB BABABBBABBBBB
BAB BBBABBAAB
AAAABABBBB AABAAAABBABBABABAA
ABBB ABBBBBBBA
AAB $
ABB BBABBAAABBBB
ABA BBBABB
ABBAAABAABABBAAABABB BBBABBBBBBAAABB
ABAABB ABBABBABBBBBAA
AABBAABAABBBBABA BBBAAAA
B AABBABA
AA BAABAABABBBAAABBAB
AB AA
ABB BAABBBABBAABAAAABAA
ABBAAAAAA A
BAABBAAABB BABBBAAABA
BA AABBB
BABBBAAABAB A
BBBBBBBAAABAAAAAABAABBB BABBA
ABBB BAB
A BAABABBA
BAA AAB
ABAAABA ABB
ABBBBB BBABBAAABBBB
AABBAB AA
BAABBA AABAABBBABAABAABB
ABBA AA
B AAAABAABBBABAABABAABABBBBBA
$ BAA
AA ABAABBBBABBBABBB
AAABAAAABBA B
AABBBAA $
A AA
ABBBBAAABA A
BBABAAABBBBAAABAAAAAABBBB ABABBAABAAABBB
A AABBAABAB
BBB ABABBAAAAAABBAB
AAAAAAAABAAAABBAABBABAABAAABAAAABBABBABBAAB BAB
ABBAABBBABAAAA ABBAABABABBABBAAAAABA
AABABAA BAABAAABA
ABBA BAABABBAABABBBBBBA
AABBAABBBAABBB AABBAAABBBAABBAA
AAABAABABABBABBBBBBABBB ABABAA
$ AAAABBBAA
ABBBBBAAAAABABBABAAABB BAAB
BABBAB AABBBBBAB
ABABBBAABBAAABAABABB ABAAAAABABABABAABBAABAABB
AABAAAABBBB AABAB
ABBBBAAABA AABAB
BBABABBBB AAB
ABBBABAAABBBBABBABBBABA ABAABBABABA
AABABBB AB
AAABB ABAAAABBABB
$ A
AAAAAAAABABBBAAABBA ABBAAB
AAABBAABAABABAABABAABBBBAAA AAABBBAAA
AAAB AAB
AABAAAAABBB BBAABAAAB
AABBB BA
BB ABABBAAAAAABBA
A BABAB
BBAAAAAABB BBBAAABABAABBBB
ABB AAABA
BBBAAABBABAA ABAAB
B AA
BABAABBABABAABAAABBBBBB ABBBAAA
$ BBBAB
BABABABBAABAABBBBBBA AABBABBABAABAAA
AA AAABB
A AA
ABBBBAAABA $
AABABBABABAABBABABAAABBAAA ABB
BAAB ABAA
BABBBBB BBBAABAAABABAAB
BBAA BBBBBAABAAABBBAABABAABABAAAABABBBABBBAABBBB
$ AABBAAABBABBBBABABAAABBBABBBBBAB
BBAAB BBAAAABAB
BBBB BBABAABBAB
AB BBAABBBBBB
$ AAABBAAABAA
AA ABBB
AAA BABABABABABABA
AB ABAAABABAABABBBB
ABAABABAAAB AAABBB
$ AAAAABBBB
BBA BAABB
ABBABAAABAAAAA ABBABBABBBBBAAB
ABAABBB BA
AABBBAABBAABBABB AABBAAABAAAABAA
ABBBBBBAAAAABBABBABBBB AAA
BBBBA AAAA
ABBBAAAABABABBABABABBBBABBBBBBBABBAAA BBBAAAAB
BBBAAB $
AAAAABBBBAA BABBBBAABBA
BBBBABABA BBABBABBBABAAA
AAABAAAAAB BAABBBBBABB
$ BABBABBABBBBBAABAABBAABAA
BAAA ABBAABABBABBAAAAAAAAABBBBAA
BBA BAABBBBABBBBBBAABBBAAABBBAB
B ABBABBAAB
BBAAAB AABAA
BABBABBBABABAB ABAABABABAAAABAABABA
AABAABAABBBA BBABA
AAABAABBAAABBBAB A
BABB BABABAABBBA
AAB BBBABAAABBB
BAB BABBABAAAAABA
BAABBBABA BAABBAAAA
AAABB ABBABBAAAB
AABBABBBBABABABBAABABABAB ABBAAABBABAABB
BBBB BBB
ABABABABAABAAB AAAABAABBBBAABAABAAAAAAAAAA
AAABBBAAAAAA BBAAABAB
ABBBAAABBA AAABABABAAABAAAABBBAABBA
AA ABBBBBABABAAABAAAABAAABAABBA
BABAABAB ABBBBBBBABBAAAABAA
AABAAAABABABAAAAABABB AABAABABABAAAABBABBAABBBBAAABBABBA
BAABB BB
BA BB
ABABA BABAABABBBBABBAABBABB
ABBBBABBBBBABA AABBAABAAB
BABB ABABAB
BBBAB AA
$ BAAAABBBBAAB
BAAAABBABAAAABABBABABBBBAAB BBBABBBBBB
ABBA AABAABB
AABABBBABBBABBBBBAAAAAAB ABAA
BBAABB $
BA BBBABAAAAB
BABAAABAABA AB
ABAAAABB AA
BAAAAA AB
ABAAB BBBABBAB
ABBAAAAAABBABAAAAAAAAB $
BAABABAABAAAABBAB AABAAABBABAAABABABAAAAABABAAABBABBBAABAAB
BAB BBBABABAAB
A BBABBBBBAABBBABABABBBBAAABBBABAAAAAB
BABABBABBBABAB BBBAABBBABAABB
BBAAABAB AAABBBAAAAAA
BABBABBBBA B
ABBAABAA AABABBBBABAAABBABBBAABBABA
AAAAAAA AAB
AAAABAAA BAABABABBABABABABA
BA $
BAABAA AAAAAAABBAAAAAABBAABAAAABBBBBAAABABABABBB
BAABBBABABAABBBBAAAABABAAAAABAABA BAAAABBBAAAAAABBABBABBBAAABAB
AAAAABB AAAAABABBB
A ABBBBAAA
ABAAA BBAABBB
ABBBBAA AA
AAABBAABABBABABBA ABBBAABAABAAABABBA
AAAAABAAAABABBBABBBBABBBBAAAABAAA $
BBAA ABBB
BABB $
BAAAABAAAABB AAAAABAAAABABBBABBBBABBBBAAAABAAAAAA
ABBBBAAA AAABBABBABBABABA
ABB BABBABBAABABABB
AABBABBBABBBB B
ABABABABAABAABA AAABAAAB
AABBAABAAABAAAABABBBAAAAABABAAAA AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABBAB
ABBBAABAABAAABABB AAABABAAA
ABAAB BAABBBB
AAAAAAABBABABABBBBBAAAAABAABBBB AB
B $
ABABAABBA AABB
BB AAAABAABBBABAABABAABABBBBBAB
BBBABBAABBBBBBB ABABAAABBAABAABBBAAAAAA
AAAABBBBBBB AB
ABBAABABB BAABBAABABBAAAABB
BABBAABAABABAAAA $
AAABBBAAAAAA ABAB
AAABBAAA BABAAB
B AAABBABA
AAAABBBBB AABAB
ABBABABBA AAABABBBAABAB
BA AAABBBBBABBBAA
BAAAABBBBBAABAAABBBABBBBABBA AAAAAAAAABB
BAAB BBB
AAB ABBBBAAABA
BABBBBB AB
ABBAABBABBA AAAAB
AAAAABAABBAAAABABAAABABBABABABABBAAB ABAA
ABBBBBBABBB ABBABABBBAABBAA
BBA BAA
AABA $
BAAABBBABBABBA $
AAA ABBBABAABAB
BABABABAAAB ABABABBABBBABABAA
BBBABAB $
AAB AA
ABBAB ABAABABAAABA
BABAAABBBA AAABAAABBBAAABAABAAB
AAABAABBAAAAAAAA BABBAAA
B ABBBBBBAA
AAA BAABBBBAABA
AAABBBBAAAAA AAABAAAA
$ BABBABBAABABABBB
BAA BABBABBBABABABBBAA
BBAAB BBBBBBBAABAAA
AAAAAAA ABAAAABAAAABAAAB
A BBABAAAABBBABB
AAABBA $
AABBAA BBABAB
AB BAABAA
AABAAA ABBABBA
AAAAAAABBAABAABAABABABB A
AAAAAABBAAA BA
ABBABBB ABB
BBABAABBA BBB
ABBAAAB BAABBBABABAABBBBAAAABABAAAAABA
BA AABBAABBABABABBBABBBBB
BAABAB BBBABBBBBBAAABB
AAAAABAAB ABABA
ABBABBB ABAABB
AABABBBBB BBBABBAABBAAAAA
AABBBABB ABABABBBBAABA
BAAAABBABAAAABABBABABBBBAABABAA A
AABAABBBABA AAABBABA
AAABBAAABAAA ABABAAB
ABA AAABBBABBBA
AABBA AAAABBBABB
BABAAABAABBAABBAAABA AB
AABBABAAAAAAB BA
BABBABBAABABABB ABB
BAABABBAA ABBBBBABABBAAAA
AABA A
ABBAAABAABAAAAAABBBAABABAABBBABAABBAA AAABAABAAB
A BA
ABBABABBBBA ABB
BB ABAAABAAAAAAAAAAAAABBBBAAAAAABBBABAAAAABBBBAABABAABAABBBBBA
ABBBBAABABABA BABAABABBABAB
BABABAABAABBABABBBBBABAABBAA BBAB
BBABABBABBABAAB BAABA
BBBABBAABABBBBAABB ABBABBAAAB
AB BABAABABBABBAAAA
AAABABAAA ABBBABBBBAAA
BABABBBA BA
ABB BB
ABBAB A
AAABBAA A
BAABABBBB AAAABAAAAABBA
BABB $
BA AAAAABAABAAABAAAABBAA
BBAAAAAABAAAABBABB BBAABBABAABBBAB
ABAAABBAAABBAABABAAAA A
BAAAA AAABAABABABB
BBBBBAABAAABBBAABABAABABAAAABABBBABBBAABBBB BBAA
ABAABABAAAAABABABAABBBBBAABA AB
BAA AAAAA
AABB A
AAABBBAAAAAA $
AAABABABBABBBBAAB AABBBBBA
ABAABAAAABBBA BABBABBBAAABAAB
A BAABABBBBBBA
ABAABA BBBABAABAA
AAABA AABBAAAAAAABB
BABAAB BBBAABB
ABAABABBAAABAAAAABA BBB
$ BAA
ABBA AAAABB
B AAA
ABAAABAAAAABBAAAAAB AABABABBBBAAAAA
$ A
BABABBAAABABBBBA BBAAAABA
ABBABABBBABAB BABABBABABAAAABABABBAABA
BABBBAAAAAABBBBBA $
BABB AAB
BABB $
BAAAAAAABABAB ABBA
B BAABBA
BBBABBAABA BABA
BABAAAABBBABB BBAB
AAABBBAAAAA BBBA
AABBAABB BBBAAB
ABAA BBBABBA
BAAAA BAABABAA
BBBABBABA ABAABA
ABABAABABABBBABABAAB $
AAABBAAABAAA AAAABAB
BAB ABAA
AABBAA ABAABBABBBBAAABBBBBABAAAAABBAAAABAAABBAAABBBABBBABAABBAAAABBB
AABA AABAABB
ABBBAABA ABBBABBBBABBABBBAAAAA
AA BBABAB
BBABB AAABBBB
B BAABAAA
A ABBBABABAAA
BBBAAABB BBAAAAAABBBBABAAA
BBBAABBAABB ABB
BAB AAAABAABAABAAAABBAAAAAAA
ABAABBAAAAABABBBABABBBBBA A
BBBBA AAAA
BAABAB BAABAABBAABABABA
AABAABBB AAAAAAA
ABABBB AABAABBBABAA
AA BBABAAB
ABBBABBBBABBABBBAAA ABBBAABBBA
ABBAB A
ABAABBBABBBAAAABBBBBBAA $
BBAAABAAAAABABBB A
ABBBBAABAABBABBBBBB BBB
ABABAABABABBBABABAAB AB
BAAABAABB ABBAABABABBABBAAAAAB
AAA B
ABBAAB AAAAAAAABABBBAAABBA
ABBABBAAB $
BABABBAAAB AAABBABBAABABAABBBBBBBBBAB
BAAABABABA BAABBBBBAAAABAABAABAABABAAAAAABAABB
$ AB
AAAABAAAABBABBABABAA BBB
A ABBBBAAAABBABAAABBBBABABBBBABAABBABA
ABBABBAB BBBABBBBABBBAAAAAAABBB
A AA
AB AA
AABAAABBABAAABABABAAAAABABAAABBABBBAA AAA
AA B
BAABBA ABBAAAAABABB
ABBABAA ABBBAAB
$ AAABBA
BBBABAAAA AAABBBBAAAABBABAAABBBAAABBBBBBABAB
ABBAABABB BAABBAABABBAAAABB
AABBBABBA $
BAABAABABBAAABBBBA AAABBBAAABBBABABBBBB
BAABBBABABAABBAABABAB ABBABAAAB
AAABBABAABBAB B
B ABBB
AABAAAABBB AABA
BA AAB
ABAAABBAAABBAABABAAA $
ABAABBABBBAABBAA ABAAABBAAABBAABABAAAAB
$ AAABAABAAAAABBBAABABBABBBA
ABBBAAABBBAAABBBBBABB AAAAA
BBAABAABBBBBAABBBBBBBBBBBBBBBAABBBBBBBBAAAAB ABBABAAABAAABABA
AAAABBBABAAA B
BAAABBAAABAAAAB BBBAABB
BBABAB ABBBAABBAAAA
ABABB BAB
AAB ABBAABB
ABBBAAABAAAAABAAABBAABB ABA
AABABBBBBBBBA ABBBBAB
AABABB BAABBBABBABABABBBBBBB
AABBBAABA B
$ BBABA
ABBBBBB $
AAAAABBABBBABB AB
AABAABB AAAB
BA BABBABBBABABABBBA
AAAAABBAABA AABABABAAA
AABBABBBBABABABBB ABBABAAABAAAABB
AABBAABBABABABBBABBBB A
AABAAB AAA
ABBAAAAAAA ABAAABAAB
AB BAABAA
$ ABBAAAAAAABABABBBAABBABAABAB
ABABBAAAAAABBAB BBB
AABBAABAABBB ABAAABBB
$ BBBABBBBABBBAAAAAAAB
$ BBBABBAB
BABA BBB
AAA AABB
BBABABBBABBAABBBBABBAABBBABAABBABBB BBBAABABBBB
AABAB ABBBAB
BABBAABBAABA ABAABABBBAABBAABAAABBA
BAABABABBABABABAB AAAABAA
AAABBABBAAAABBABBA BBBABAAABBBB
