17566
bbaaabbbb baaaaabaab
aaabaaaabb aaabaabaaa
abaaa aaaaa
abaab aaaa
abbbaa aaaaab
baaab bbaa
abbbbaa babb
abab aaaab
babbab bbbba
aa bbaa
baaa abba
babbaa aaaaa
bbab bbbaaa
aba aaa
baab baaa
abab abba
aabab aaab
aaabbaa baaabbb
ababbba abbaab
bab abaabb
bbbbbbb bbbaaaa
aababba aabbaaa
aaaba bbbba
bbbabbbb abbabbbba
aaaaaaa abbaaab
babbab bbbbbab
bba aaab
aabbaa bbbbbab
bbbbaa a
bbbabb baabbbbb
babbb babbbb
abbaa ababaaa
bababb bbab
abbaabaaab abbaabbaab
baabba aaabab
b a
aaa aaaa
ababbbaaa abbbbbaa
ababbbbb bbbabaab
bbaba abab
ababaaaa bbaaabaa
bbababbbaabaaa abaaabaaaaabbb
bbbbbaa abbbbab
bbb abb
aaab bbb
babaabaa baaaaba
bbabba bbbbabb
aabbabb aaaaa
ababb baaaba
babbbaa bbbabbba
bbb aaaab
b aaabbab
ababbb aabaa
bbabaaaa aaaabaaa
aaababa baabbaab
baabbaa aaababa
aabaaa aaabaa
a bb
aaaaaba aaaabbbb
abbbaa babbabb
bbba ababb
bbaaaa aaaa
aaa bbb
abaabbb bbaabb
aabbabaab baabbbbba
aabaa abaa
bbbabbbbb babaaababbb
ababbba bbabbb
abbbababab bbbaabab
bbabbb abbaba
bbb babb
baa abbabb
aaa babba
aaaaabbb babbaab
aabaabbb baabbbaa
aaab aa
aababa aababab
baaba babbaa
bbaa abbbb
aaaba aaaab
aa ababb
bbbaa baaa
baabbab ababab
babaaaab bbaaaaba
bbabbb baabaaaba
bbb bbabaab
bbbbab baaaa
baabab aaaaba
bbbabab abaaba
babaabb bbbaba
bab bbba
aaa b
baaabb baabaaa
bbabaa babbb
aaaaa a
aababb bbaaa
abbaabb aababba
aabbab bbbaa
baaba bbbaa
baab abbb
abbbaa babaa
baab babb
abbbbbaa bbbbbbab
baabbaab bbbabba
abaaabbbaa aaabbaaabbbb
bbabbbb bbabbaba
bbaaba bb
aab bbab
aaabba bbaaaa
baab aaabaabb
bbbabbab babba
baabaaa babab
ababbab aabbab
aaba bab
baab bab
aabbbb abaaaab
aa b
aaba aabb
ab bbab
b a
ab aaabb
abb ba
aaababba bbabbb
aabaaab bababba
bbaaaabaab bbaabbb
babaaabab aababaaa
bb ba
aaabb baabb
bbbabb aabbb
baaa bbaa
babb abaa
bbaaab babaabb
abbbbaa bbaabbb
aaabbaa bbbbb
abaaa abbabaa
baba aab
a ab
baabaaab abbabaab
aabab baaa
bbbaabab abbababa
aabb abbbaaa
bababb aaabb
abbba abab
aaabaaa bbababb
a bb
b aa
bbaabbab baaabbba
aabaab abbb
bbaaab abaab
ababaaab aabbab
baab aabba
abbbaab ababab
abababaa babaab
ab bbab
abbbaabaa baaaaabab
baba aaabb
bbbaa bbbba
baaa bbbb
bbbbbb bbbabb
aba aaaab
bbbabbaab aaabaaaaba
baa bba
aaaabbabb babbbbbaba
aa bba
abaaaa aabb
bbab aaaab
aaaabaa abbaaba
bb b
bbab babbba
aaaaa abbab
baaabbaba abaabbabb
aba bbbbaa
baba bba
baababb abbaaa
bbababb babaab
bbbbbbb aababab
abaababaaab abaaaabbaba
aa abba
baaaabbbb abbabbbab
ababab a
bababbb abbba
bbbb aba
abbb bb
aaaabaaa aababba
baba baaabbbb
abbbaba bbbbbab
bbabab baaaaab
aaaabba bbbabbbb
baaabaa baabbb
b abbbb
aaaaabb abbbbbaaba
bbaaababaa baabaaabbb
abbababba bababb
aabaabaa abbaabba
aba abba
baaa bababaaab
bbb aaaaab
bbbba ababa
baaaba aabba
a b
b bbbaa
bbaabaa aabaaab
baabbba a
ab aa
aabaaabab aaaabba
babbbbb abaabbb
bbbbaab babbab
bbabba aaa
ababb babab
aabb a
aaaaabba aaaababa
aaaabb bbbabb
baa bab
aabbaa bababaa
babbba bbbbbabb
bbaaab baabaa
ba b
aabaaa bbaabb
bbabb bbaaaa
aababa babbba
baba bababb
aabb ababb
aababa aba
bbbbba abaaba
babbba baabba
bbabbaa bbbaabaa
bababaaa aaaabbabb
ab a
aaababb aaba
aaabbb aaab
aab b
aabbaa bbaaaa
babaaab baabaab
babbaa baaabaaa
aabbb ab
abab aabbba
baaaaaba bbaabbbb
bbbbb abba
ababba aaabb
bbaa baabba
bbb ab
baa abb
aaaaaa babb
ba abb
bababbb abbbaaaa
aabba babaaa
aabbbab aabbaab
aabbb aabbba
aabbba bbabbab
bb baba
baaaaba bbab
ababaab babaaba
bbbaa bbbba
abaab bbaa
bbbbaaa babaabbba
babbba bbbaba
baabab bbabab
baaab bb
abbbaa aabbaaaab
aabbabb bbaabbbb
abbbbb aaabaab
bbab baaa
aabb bbabbb
bbaaa bba
baa ab
aababa baaa
baa bb
bbabbbaabbab abbaabababaa
aaababaaba aababaaabb
baab a
aa b
bbaa aaab
aaaabaa abbbbba
bbabba baba
bbaaa aab
abbbaa aabaaa
bab bbaabb
babbbbbbb baabbba
baabb abbbb
bbba abaa
aaaaaba aaabbab
abbabbb bbbaabba
bbbb aabb
abbbabab baaaa
baba abbaa
bbaa abbaaabb
ababbab bbbbba
bbbb aabaa
babbbb baababa
baababa baaaaaa
bbbbabbaa babbaabab
bbaabba baaa
aaaa abbbbb
abaa baabbb
ab b
bbbbba baaaaa
abababbb baaabbb
bbabbabab bbabbbbab
bbbbbb baabaa
aab aabbb
aaa abaa
abbb abb
babbbaa ab
bbbba babba
bbabba b
bbb aabba
aabaaa aaaabab
abaa aabb
bbabbaabbb aaababababb
babaaaa baabaaa
baaaaa aababa
abbb baab
aabbbb aaaa
abbabbba aab
abbab abbba
aabaaabb abbababb
baaab babbb
aaaabb aabbaa
bbabb baa
aab b
baaabbba bbaaabbbaa
bbaaaabbba baaaababbb
abaaab bbababab
abaabbbabbb abbbbaabba
bbb baa
aaabbaa bbbaa
bbaba abbba
babab bbbbba
bbbbaba babbbaa
bba bbb
bbabbba bbaaaab
aaabba bbaba
abaaab aaabab
bababaa abaab
abbaaabaaa aaaababbba
aba aabb
abbbb abbab
aabaaaab ababaaba
baaabaa baaabbb
aabbaa ababaa
bbbabb abaabaa
baababba bbbbabb
aabbababb bbaaaabba
babba babbb
aaabb babaaaaa
bbabba bbbbab
abbb bbabab
aaaab bbaab
aaabb abbaab
abbbb bb
baabb bbbba
baaa bbaaaab
abbbab abbaab
abbaba aaba
ab bbaa
abbabb aababaaaaa
bababa bbb
baab aabaaaba
aaaaaaabaa aaaaabbba
bbabab aaa
bbbbaaa abababab
bbbbba b
aaa aabbb
abaabbaabaaba baabbabbbbaaa
bbaa aab
babbb bbaba
ababaab baababb
bbabaa bbbbbab
bbabbba baaabba
aba baaaaa
babbaabbaaaa abaabbbaaaa
bbaaa bbabab
bababb aaabbb
bababb baabaa
abbbb babaabaa
babaabaa abaaabbba
baa bab
abbaaabb abaabbb
bbaa abab
abbaba b
bba bb
bbbab aabb
ba a
aabbbbabaa babababaabaa
baabaab baaabaabbabbbaa
abbabb baabba
aabbb bbb
aa abb
a aa
baaaabb bbbabba
bbaababb baabbaaa
aabbab aaaab
bbabab bbabaa
aaab bbabaa
baaba bbbab
bbaabbbaabb aaababbaaaa
aaabbab aaaaa
abbb bab
abbabba bbbbaab
bbbabb abaabaa
aa baaa
bbbaaba bbabbaa
aa baa
bbabb bbabaa
abbba aaabbab
bba aa
baabaa abaaabb
aaaaaabb baabbbaa
ba bbb
bbab bab
bbbbbab baa
ababab bbbbbaa
bbbaba abbaaa
abbbababbab aababbbaaaa
abbaba ababbb
aaababb aabab
ab bbbb
baabbaab bbaaaaab
abaaba bbbaab
aab bbabab
abbbaaaba aaaabaab
bbbaab ababaa
ba aaaaabab
baaab baabb
baa bba
babaa abb
aaabb baaaa
abab ababb
abbaababab abbaabab
aabaababb bbaababba
abbabbba abbbab
bbbba bbaba
aaabb baa
aabbab babaaa
abb aa
bbb aaaa
abaabaaaba bababbbaaaa
ab abb
abb baab
babbaa aabbab
bbbbbaaabaaabaa aabbabbabababaa
abbbb aaaba
bbba abba
abababaa aaaababa
baaa abaaa
aabbaaab bbbababb
aabbba baaab
bbbbabab bbbbaab
bbbbbb bbbaaa
bbbbb bbabb
abaaab aabb
bababba bb
bbababbb baaa
bbaabaa abbaab
bbb baaa
bbaba aab
ababb babb
bbababab abbaaaba
aabaaba ababaaba
aaab babab
bbaba aaabaaab
aaab abababa
baa aabbb
baabaaa aabbbba
bbb bbaa
babbab bba
babbb abaab
bbabab aaabba
aabbabbaaba bbbbabbbbaaa
aaabb baaabb
abbbabaa bababb
bababaa ababaaa
ababa aaab
aaaa bba
b ba
abb aaab
bbaabb aababb
bbaaabaaaa abbbb
aaa bbbbba
bbab bab
bbb bbaaab
bbbbabaab abaabbbb
aaaaabb baaba
babb bbb
aabbbbab abbaabb
aba abba
bba aaa
a baaba
bbbbab babbb
bbbabaa baababa
baaab bbbbaba
babbbbaaaaaa babaabbabbbb
aaba baba
abbb aaaaba
aaaab aaa
bbbaa abbabab
ababba aabba
babbaba bbaa
bbbab bbab
bbb aabb
aaaaab babbbb
babab abba
abbba aab
aaab babb
baaaaab baaaaaa
aaaaa bbaaabb
aaabbb bbbbb
bbabb aababa
aab abbba
baaab abb
aaababaabba bbaaaaaabab
abbbb abbbbb
abbaaabaa aba
baabba bbaa
baaabb aabaabab
baabba abaaaa
abaabab babaaa
bbab bab
ababa aabaa
babbbbab aabbab
bb aa
bbbb bbaa
baabb abbbab
baaabaa bbaaabba
abb bbab
aabbaaa aba
abb bb
babbabbbb babaaabab
aaaaab aabaa
aaabaabb aabaabba
abaaab aabbbbb
b bbb
baaaa ababa
aaabab babaaaa
aaabaa babaab
aaabab aabbaa
aaaaaa aaaaba
bbabbaa aabaaab
babaaa babababb
ab ba
bbbabba baaaaa
bbabbbab bbaababb
aaabbba bb
babaa bbba
bb b
bb ab
abaaaba aaaaaaa
abbbb baaa
aa ab
bbab bbbb
baabaabbb bab
ba babb
bbbba babab
bbb bbaba
baabaabaa bbbbbab
bbaaa aabaa
baaab aabba
abbaabb bbbaaba
bbbb bbaababbaa
babbab abaab
aabaaaa bbaabb
aababaabba bababbaabb
aaba abbbbaba
bbbabbbaa abaababba
aabab abaaba
aabaaa aaaabaa
abbbabbab aaabbba
aabaabbaaab abaabbbababb
bbaababb bababbab
abab babbb
a bba
abb abaaaba
aaa aabb
aabb baab
bbbaabba bbbabbb
aaab ababab
babba aabbba
ababbbabaaa aababbabaa
bbab babbbbaa
bbbb abbb
baaabaaba abbabbaaa
aabbbb aabbbaaba
bab babaab
aabba bbbb
bab abbba
a baab
abbabaab bbbabbba
abbbbaabaa abaaabbbaaa
baabb bbaaa
bbaabb bbaba
aaabbaaa bbbbab
baab bbabab
babbba abb
bab abb
bbbbbaa baabababb
aabbbba abbaa
bbaa ba
abaab babaabba
abbbb babbbb
aaaa abbb
ababb baaab
babb ba
aaaaaa a
abbab baaabba
ababbabbb bbabaababb
aaaababaabb aaaaaabababb
aaba aabbab
aaaab aaabaa
ab aaa
bbbbaaaba abaabbbaaa
bbbabbbbaa bbbabbaabb
abaaa aababa
aaaabbbb aabbbaaa
baab baa
aa ba
bbba ab
abbbbbab aababab
ba a
aaaa abbb
abbabaaba bbbabb
aabbaa ababaa
aabaaaabb aaabaabba
baabba ab
aaaa bbba
bbbbbbbbabbb aabbbaab
abbababbbaba babaaabbaabb
abbbaababaab bbaaaaba
a bab
abbab bbabb
abaa babbbb
bbaaabaab aabbaaa
aaaba aababa
baabbaa babb
babbbbb abbabbb
aa abbb
aaaaabbb aaabbbbba
bbbbb bb
aaa abbaa
bb bbbb
baababa abbbaba
bbab aba
baaab ab
aabbaaa baabaaa
abaaabb abbbbb
aabaaab abbbaaaa
ba ababb
bbbabbb aababba
baa abbbab
baaaa babab
baaaabb abbaba
bbbaaaa bbbbb
baabbab aaaab
babbbb babaab
babbbba bbbbbab
ababbbabbb babbbbbbabb
bbbaabaa bbaabaaa
babbbb abbaaba
aaaabb aab
aababbb baabbba
aabaab aaaaab
bbb bbbaab
aba bab
aaabb baab
bba abbb
aabbaa bbbaa
aaabba bbabb
baaaaab baabbbab
abbbaa ababa
ababbbaaaaa abbbaaabba
abab bb
bbbbab bbab
bbbb abbabaa
aaababa baaaabab
bbaaab baaabaaa
abbbabaa aaabaa
ba abab
aaabbb aabaaba
ababbbb bbbaabbb
baabbb abbaa
babbb abba
aaaa aabb
babab aabbabaa
bbbbbbbbb abbbbbbb
aaaa aabbb
aaba a
aabbaaa babbaababb
bbba bab
bbbabba bbaaaab
b ba
abab abbb
aaaaaaa bbbbaba
baa ba
abbbbbab baabaaba
aa ab
bbbaba abbaa
abbbbaba bbbaaba
baaaaba aabbbbb
aaa a
baaabbab aabbb
baaaaaa bbbabba
baaabaaaba bbbbaaa
abbbab bababaa
aba aaaababb
bbab b
abbaaa baaabbb
ababba abaabbb
abaabaaa baabaaabb
babbbb baabab
baabb aba
bbbba aaa
ba aaab
babbbaa abbbabaa
abaab aa
babbbabb aaaaba
babaa bbaaa
baabbaabbbb abbbbbabb
aaababa bababb
aabaaaaaa bbbabbaaa
bbbaaaa babbbbaa
abbabaa aabaaba
baabb bbaaa
aabaab baab
babbbaa bbb
baabb bbabb
baabba aabbaa
aaaabb aaaaab
abaa a
aab bbabaa
baaaaabb abababb
bbbb abaa
abbabbaabb aaababbaab
babaaaa aabaa
bbaaba aaaaa
bbbabbb abbaaab
bbbbabab aabaaabb
abbbaaaaa bababbbba
bbb abb
ababbaaaa bbbaaba
bbaababa bbaaabba
babaabb aaa
bab aba
bbbaa aaabab
abbab abaabbba
baabb aababa
babaabb baaaaba
bbaa babbab
aaa b
bb ab
baabbbbaa aabbabbaa
aaaaab abbbbaa
bba bb
bbabaaaa baabbba
bbaabbba baababba
bbbaba abaaaa
bbba bbbb
aababba abaaaba
ababbaaabaa abbbaabbbba
aaaabbb baaaaba
baaabbb bbbbbaa
babaabbab abbabab
abaaa bbaab
aababaaa bababaa
bbbba aaaab
babb abba
aaabbab babbbb
bbbba bababa
aaaaba bb
baa bba
abaaba baabba
aaba a
baabaaaa babbaabbbaa
abbb ab
ba bbbbaa
bab aab
bbaaaaa baaabaa
aab aabba
aabaa aabbaa
bbbb baaa
aaaaba abaaaab
baaaaaaa aabbaaa
baabaaba abbbabaa
bbbbaabb bbaabbb
aaababbaaab bbbabaabaab
bbbabbb aabbaaa
bbbabbb aaaaabb
abb aabbb
aba baabb
babbbb aabbbab
ba baaaabb
bbaa aaaaa
aaabaa bbab
aaba babb
abbaaaab bbbaabba
baabaabaab aabaabaa
babaaa aaaba
bbbaba babbb
aaabbba bb
abb abaaa
aabbaab bbaabbbb
abab abaa
bbbbbb abbaa
baabaa aabaaa
bbabbbba abaabbbaa
b aba
abbabab bbbbab
bbbbb abbab
bbbaaaaba babbababa
babb baab
aaaaaaaa baaaaaba
aab bbbba
aaaa bbab
babab bbbaa
abaaab abb
aabbba babbbb
bbabbb baba
abbbab aabbbabb
abb ab
bababa abbaa
bbbb b
aaaabba babba
ab abaa
bbabbb bbbbbb
aaaab aaabb
aabba bab
bbbaba babbb
aaaaaabab bbbbaba
aabaabb aabbabbbaa
abab abbababa
bbabbab aabbbb
abaaab aab
bbbbb bbaaba
bbbab abbaaab
bbbaaba aabbaab
abbabaaab bbbaaabbb
bbbabaabbbabaaa bbaaababbaa
abababa bababbaab
aaabbb aaaaba
aabbbb bbbaaba
abba bbba
bbba abba
ababbaab baabbaaab
bbaaabbabaab aaaaaabbabab
babaababa abaababbb
baabbbb aabbaba
bbabba bababa
baaababaaab abbaaababb
babbaaaaaa aabaaaaab
bbaa aabaaab
abbbb bbaabab
babbbb aabba
abbbbaa aaaabab
aabaab abaabb
aaaabbbabbb babbbbbabaaaab
bab babbba
bab bbbab
aabababa bbbbbaab
aba ba
aab babbab
ababab abbbab
aaa abaaaaa
aabbaab baabaaa
bbabbb abab
bbabba aaab
aabbaaa aaab
aaa a
ababbba baaaa
aaa aa
bababb aaaabbb
bbbaa abaaa
aaabaab abbbaaa
abbbaa aaa
baaba bbbbbb
bbbbbaaa baaabbba
bbab abbba
bb bab
bbaba babb
bbaaabb aaabbbaaa
aaba abaa
bbbbab baaba
babbbaabb aabbaabbbb
abaaabbb aabbbaab
bbbaa aababa
bab ba
bbbaabab aabaaabb
aaaaaa aabb
bbbbaa bbbbabbbb
babaa aab
babbbb aababab
bbbaab baaaaab
baabbabaa aabbaababb
aabbb bbaaaa
bbababb bbabaab
abbaabba bbaa
babaabba aaabbaab
bbb abb
aababab bbaaab
aba baabbbb
baabbb ababab
baabaaabab abaabaaaab
bab a
aabbbbbba babaaabba
bb abaab
aaabb abbba
bb ba
aaaba aabbb
aaabbbbb ababaa
bbabbbaaa aaaabb
babbbba babbbbb
bbbbbb baaa
abaaa babba
baababba abaa
aabab bbb
a aab
abab aaaaa
bbbaab baaab
baba bbb
bbbba bb
babbb abbbaab
bb aaa
bb bbb
baab aaa
aabbaabb bbaa
bababbaabaa bbbaaaaaaa
ababbabb aabaa
bbbb abbbb
abbbbba abbbaaa
abbaaba bab
abaaaabab aab
bb bbabbbbab
bbababaab baababaa
ab bba
baaa abaa
abaabb abaaabb
aa ab
abbbbbb bbabbba
aaba babaab
bbbb bbbaa
bbabaaba aaaaaaaab
ababbabbaab abbbabbabab
baaabaabab aabaaabaaa
abbaa bababba
babaab baaabba
aaaaba baaaba
babbabb baabaa
abbba abaabb
abab baaa
aaabbabba aababa
babbbbb baababb
bbaba bbbbabb
bbbba abbbb
baaa babbb
aabb abaaa
baabaaabbabbb aaaaaaabaabaaa
babbaa abaabba
aabab ababab
babaabb baaabba
bbbabbb ababaaaa
aabb bbb
baaabbbbab aabbbbabbbb
bbab baba
aabaaaaab bbabbbbbb
abaaaa aaab
bbbaa baabbb
bbbaabab aababbabb
aa abb
aaabbb babbbb
abababb aabbaab
bbbaba abaab
abba baaaa
babaa ababb
babbb bbaabb
bbab aaa
a aaa
abaabaa bbbbbba
aa aaaba
bbabbbbb baaaabab
aababba bbabbab
baabbabbbb abaaabaaba
aba aab
babbaba aabaab
bba baaaaa
aabbabbbbb abaab
baaba bbbb
bbaaaa aaabbab
bbabababab abbbababba
baaaabbb bbbbaaaba
aaabbba abbbb
abbaaaba aaabbbbaa
bbba bbbaaaa
aba aaba
aabaaaa aaabaaa
aaababbabb bbabbaaab
bb baabab
bbbabb aabab
baaabb bbbaa
bbab ababa
aaba aaab
aaba babab
aaaabaabb ba
baabab baa
aabbaab bbbaaaa
babbbaa abaabba
abbabbbbb bbabbbbb
bbabb ababaa
bab bbbb
aaab bbab
aaaaaa ababb
aabaa babbb
abbaabb bbbbaba
bab bbaabaa
aababa bbabaa
aa ba
abab abaaba
aabaaba bbababba
ba aabbabaa
bbbbbba ababaaa
bbaa aabbba
aba bbaa
aaababa bbabbba
bababba abababb
aaaa abaa
aaa abb
baabba aabbb
babaaabb bbbbabaab
bbaaa bbbaaba
bbbba babab
ababaa aaaba
aabbaa baba
aaaab bbaa
babb bbb
abbb aaab
aaa aba
abaabab abbbbbb
babbbb abaabb
abbbb bbabaa
ab aa
aaaa babbb
bbb abb
bbaba bba
bbbaba aaaaa
bbbba abab
bbabba abbaabba
abbaaaaa abbba
baaaaaab aabbaaa
b aa
aaaabba aabbaa
bbaabbbb abbbbaabbbb
aabbb aa
aabbb aaabaa
bba aab
bbb babba
bbbaaabab baaababb
abaaab bbbaab
bbaaaa aabaaaa
aa ab
aababa babbba
bbabab bbbabaa
aaaab babb
aabaab abab
bbabbba baaaaaabaa
aaabbba abbbbba
bababaababaaaab aabbbbbb
aaaaa bbaba
aabaaa baaaabaab
aaaaabaa aabbabbba
baaaaabb baaababa
bbba aaaab
a ab
bbbaaba aabaabb
bbbbbb aaabba
aabaaa bbaaba
aaa aabaabaa
bbaabaab baaaaababa
abbbb bbaabbaa
bab ab
bbbaabaa ababbbba
baab babb
bbaba babaa
baaaba baabaa
baabb aabbabb
aabbbaa bbbb
ababaab babbbaa
ab ba
aaaab aab
abaab aaabb
bbb aaaa
ababbb bb
bb bba
bbbbbbba aaaaaa
baabaaab abbb
ba aab
ababaa bbbbbab
aaabab aabbaa
aabaaba aabbbab
aabbbbbb abbababb
babb bbaa
bbab bbaab
abaabbb babb
aabababb bbbbabbb
bbaaaab aababb
aaba babbbbb
abaaa abaab
aaa baba
bbab aabababa
ab baaabbba
bbbaa bbbbab
baaaabbb abbaaba
bbbbbbbb aababba
bbbbbbaaaaa babaababbaa
bbbaa baaba
ab abba
bbbb ab
abba aaba
aababb bababbb
baaabbb aaabbabb
bbaaab abaab
aabba babaab
aaabbba abbabba
baabaaab aabababb
aaabab aab
bba aabbb
abaabbaa aabbabaa
abbaab babbbb
babbb bab
bababa babbaa
aa bbb
bbba abbaa
bbbaba bbaa
aabaa abba
aababaab bbababbab
aaaabb bbbaa
baa ababb
abba aba
aaabaaaaaab bbabbbaabba
abbabba bbbaaa
abaaaa abbaba
bbbaabab bbaaaaab
bbababa bbbbbab
bbb bb
bab aaa
bbbbbabb aaaaabab
bbbba baaaab
abbab aabb
aabbbaa bababbba
bbabbbabb abbaabaa
bab bbaa
aaabbaba babbaab
bb baaba
babbaaab babaabb
abaab ababaaa
abb babb
abaaaa aaa
aaba bbabab
bbbbabaa ababbbaa
ababba abbaba
baaabab abbaaaaa
bbbbb bbaabb
baaabb ba
babaababaaba ababaababbb
abaaaaa abbbbba
bbbaaa bbaaaa
babbaab baa
abbbbba babab
baaa bbaaa
abbaa bababa
babb ba
abbb aaabba
aabbbb aaabbb
ababbaba bbaabbb
aabbbb bbbbba
ababaa aabbbbaa
abaaaabb aaaababb
babbbabbaba abababbbaab
ababab aabbbba
baab bbb
bbabba ababbbb
abbabab babbab
aabbaa aabaab
aabb aaabba
bbabb aab
aaaaa abbbb
bbbbbba abba
aabbbaaa baababaa
bbbbaba aababaa
aaa abb
babbbba bbaabab
babaaabb aaaaabba
bbaaaa bbbaaba
abaababb babbbabb
bbbbabbb bbabbaaaa
abababbb bbbabaaa
bba aa
baabab aaaba
aab aabbbabb
aba abaa
bbaba bbabab
aba bba
aaaaabb aababab
abbabaabaaab aaababaabba
bbbbabaab aababaabb
baabb aabba
bbbaaaa aaab
abb bbbab
aabaaa abaaba
bbbaaa abbb
abbbbb baab
aaabaaa babab
bbbaaa bababbaa
aaaababab abbabbaab
abbaab bababb
aba aaa
aaa aabbb
aab bbbaa
abbbbabaabaa bababbbbabba
abbaabab babbabab
babba b
bb b
abaaabba babaab
aaab bbbaa
aabbabab ababaaa
baba abaabaabb
baaaaaba abbaaababa
ababbb abbbaabb
bbababab baaba
abbbb aaa
baab aba
abbbbbb bbbaab
bbba bbbbbb
aabaab bbbbbbb
abbbbab bbaaaba
aabaaa aaab
bbaa baabb
aabaabb aababb
bbbb ababb
ba aaa
abbb abb
abbabaaba bbab
aababab aaaaaaaa
a b
bbbabab bbbaa
aba abb
bbbaaab bbbabab
bbabba aabaa
baba bbabb
abbbba a
aaa abb
baaba b
baaaab aa
aabbbbb bbbaabb
baab aaa
ababbb aaabaa
abaabb aabbb
bbb aabbbb
bababbba babbbaabb
bbabaaa aaaaba
bab aaaaba
aabaaabaa bbabababa
aaaaaab abaaabb
babbaa abbababaa
aabbbbb aabb
bbbbaaababbb abbaaaababaa
babbb baaba
baa bbb
aababba baabbaa
ba ab
bbabb aaaba
aab abbbaaa
bbabbab baaabaaa
bab aaabaa
aaab bbaaa
baa bab
abbaba ababb
aab baab
baa aba
abaabbabaa bbbbaaaba
abbaaa abbaaab
bbbbaabb abaaaaba
abaabbaa aaabbabab
bbb aba
bbbbbb bbabab
babbb ba
bbbaaba bbbabba
bbbab babbbbb
abaaabab baaabbb
aaaabaa bbbbabb
ababb ba
bab abbba
bbaabbaa abbaaabb
abaabba aaabaaa
bba baa
bbbba aaabbbb
babb abaa
bbbba baaaa
abaaaa aaaababb
aba bbaa
bbaaaaa ababbaa
baabb aabb
baaba babab
ba bbaaa
aabababa babbabaa
aabbbb aaaa
aaabaab abaabba
bab ab
a babbbbb
abaabaaab ababbaab
babbaa baaaba
aabbab aababa
aabaaabab aaabbbbbbb
bbbab abb
aabaabb abaabbbb
baababab abaab
bababaaa aaabaaab
abababab bababaaaba
aabaa babaa
babaabaa baaababa
ababb aabaa
abaa aab
ba bbab
abbaa bbab
aaba bbbbbab
baa aba
baba bbb
aab aba
bbbabbaaa bbbababbb
bbaba bbbb
bababbbab aaaabaaab
aaaabbb bbaaaabb
abbbaabaaaa baaaabaabb
bbabbaa bbababb
bbababababbaa bbababaabbabab
aabaaaabb aaaabbaaa
bbba aa
bbbabab bbbbaba
aabbbb aa
abbabaa aaabb
aabbb baba
bbbaaabbba bbabbaaabb
baababb bbbbab
abababa bbbbba
bbb baaaaa
aaababab aabbbaab
bababa baa
abbab bbbbaba
bbbaaa abaabb
bbbbabb aaaabaa
aabbaabbaaabb babbabbabbbbbb
bbababb aabaab
babab bbbaab
bbaa babaaba
abaaa abbbba
aabbba abbabbb
baaa baa
bbbba ababa
baa aaa
aabbaa abbbb
aabbaab abababa
aaaaab bababb
aabbba baaaa
bbabaa abaa
bbbabbab abaabbb
bbbbbbbab abababab
aabb bbaab
bbbbababab abbbaaa
baaaba babb
bbaaaa aabaa
aabbbaa aabaaba
bbbabaaa abbabaaa
abbabaa ababbab
baa aaabb
bab a
abaaabb aabba
aabbab ab
aaabbaa baaabaa
bbaababab bbbaaba
bababba abaabab
bbbbb babbaba
bababbbab baababaa
abaaaba abbbba
aaaaaa abaabab
bababab bbbaab
bbbbaaa babbaab
aabb bbba
aabab abbaa
baaab bbabab
abbbba babbb
aba bab
baaba aba
bbbbbb abbb
bb b
baaaa ababa
abbaa abbbbb
aabaa bbabb
babaaa bbbb
bbaabba aabbbba
aaaaaa aabaaa
baa aba
b bbaa
bbbaaa aabaaba
baba aaab
bba aaa
aaabbbaa babbba
aabaa aabaaa
baaabbaa ababbaaa
babaaba baaabb
babaa ababaab
babbaa abaaaaaa
aaabbba bbababb
aabba baaabb
ababaab aaabbbba
baaa aaba
bbbbabb babbaa
aaaaba baaab
abb ab
babbba bbaa
ababb aaab
bbaaaba babaaba
babbbb baabb
baab baa
babab bb
abbbb abbabbb
bbabbaaaa bbaaabaaa
bbabaab bbbbbaa
bbabaa abbbaba
aaab aa
bbbabaa baba
babbabba baababa
aaabaaba babbbbab
baaabaa baabbb
aab bab
aabaaaa bbabaab
babaab bbaaab
abaaaa aaaaa
abaaa aabbabb
aabbab aaaaab
bbbbab aaaaaa
aaa b
abbaab baabba
bab aabaaa
abbbbbaaaa baaabbaaaa
bbbaaaba aaaabb
ababaa aaabbbaa
abbaaaaa abbaaaab
bab aaa
aabab baaaaa
babaabb abbbb
bbaaba aaabbb
baab baaaa
aab ab
ab abbb
bbbabaa baabaaaa
baabab abaa
bababbb bbbbbaaa
ababaa bbaabaa
abbaaab babba
baabbbabaa abbaabbbba
bba baa
baabaab babbab
bbba aabbba
ababa babaaaa
bbabbaa bbbba
bbabbabb babbbb
aababbba aabbabab
baaa aabab
bbbbabbbabb babbbaaaa
abbabaa aabaa
abaaaaabbbba aaababaababa
baabaaa baabaab
bbbaa abbab
bbbaa abbaaa
bbabb abaa
babb baaaa
aabbb bbaab
ababba aab
aaabaa aaabbb
aabbba babbbba
aabba baab
aabbba abbaa
bbbba aabab
abbb ababbbaaa
bbbbbbbbabb aabbbbbaaab
abbaa aabb
abb aab
bbbab ababbb
babbb baab
bbbb aaba
abbbb aba
aabbaab bba
babbabba abbaaaab
aaabab ab
bbbbbbaa babbbaba
aabbaaa bbbabb
b a
aaaba aabab
abbabba abababbb
bbabb bba
bbba baba
bb baa
bbaba babbaa
