65350
ABABBBB BABBAAB
BAAABA AABBBA
AAABAA AAAAAB
BA BABA
AA AABA
$ BAB
BA AAAAA
AB BBB
BBBA ABB
B AABA
AAA ABBBB
BA AAABB
BB A
ABBBBBAA ABBABAB
BA BB
ABABA ABBBB
AB A
AABBBAB AAAAAAB
AAB BA
A BB
$ BA
AABAB BABAB
AB B
BAABABBBAAABBB ABBBABBBABAAA
BBAB AA
ABBAAB BBABAB
BBABABB BBBBAAAB
A AA
AA $
B AAA
BBBB BBBAAA
AB BAABB
AAABAA BAABAAA
AABAA ABBBB
ABAAB AABAA
AABAABAAAA BBAABBBAA
B A
AAA A
BAABBB BBAABB
ABBAB ABBA
BB AA
BA AA
AABB BBBAABB
ABBA BABAA
$ AA
AABBB BBAB
BBB ABAB
$ AABA
BB B
AAABAAA ABBBBBAA
AB AAAA
BA BBBBA
ABA BA
AABBB AAABBB
ABB BBA
ABAAB BA
$ AAB
$ A
AAAAA BAAB
BAABABB ABABBBBB
BB AAA
ABBBB BBBA
AABA BBAA
ABAA AABB
BAB $
ABAAA BBAAAA
BBAAA AAABA
B A
ABBBAAA BBAB
ABABBAB AAABBB
BBBB ABAB
A AA
BA AB
AAB ABBB
ABBBB BBBAB
BBBAABBB ABABBBABB
ABABBB AABBAA
BAAA BABA
BAAABBAB AAAABAABB
A BBAA
BABB ABB
BA AA
BAAB ABAA
ABBAAB AAA
BBBB ABBAB
AABA BABB
$ AA
BBB BA
AB BB
AB ABA
BBB AAA
AABA ABBA
$ BAAB
BABA B
ABABB AAAA
A AB
BABAA ABBAA
AABAA ABBAAB
BBB BAAA
BAB BABA
BA AA
ABB A
BAAAA BAABBBABA
AA $
AB AABA
ABAB B
BBA AAAAB
BAB BB
BAAB AAAA
BB BA
AAABB AABBAB
A $
AB AAB
BBAAA BBAA
ABA ABB
AAAAB BABA
BAAB ABAB
A $
ABB A
AABB ABB
AB $
BBABB BBBAB
BBABAA BABA
A $
$ AAAB
BBAAA ABBBA
$ BA
AAAA BBABA
BA BAA
AB BBA
BBAAB AABAB
AABA BB
BAA AAA
AA B
ABA B
BAAAAAB ABABAA
AA BA
BAABBAABB BABBABABB
BABA BBAA
AA BA
BBB AAA
BAABB BBBABB
BBA BBAAA
A $
BBBA AABA
BBBBAB AABAB
AAB BBBBBBB
ABBA AABAA
BAAB BAAA
BABAB AABBA
BBAA BB
ABBBB BAAABAA
AABBA AAAAA
A BAA
AB AA
A BBBB
AAA A
AA AABBA
BABAA ABBA
BBAA $
BAABBAA BBABBA
AAAA BB
AAABB ABBBBB
AABB AAB
BAAB AAB
BAAA BBA
BBBBBBBA ABBAABAABA
ABABAABA ABABBBAB
$ ABABABB
BAA A
ABBA AABB
BBBBA ABAB
BBBB B
BAABB AAAABBA
ABBA ABAA
BBAB $
AAB AA
ABAB AAAB
ABA BAB
BABBA AABABB
BBAB BBBBA
BBAA BABB
BABA A
$ A
A BBA
AABAB $
AAAAB AAABA
AAABAB AAAABB
AA ABABB
BBBA A
BABBBAAB BBAABAAB
B $
BAAA A
A BBA
ABBBA BBAB
A AB
BABAB BABB
ABB BAB
AB BB
BAB BBBB
AABA BABBAAA
BAB BAA
AAABA AB
ABBBA ABABA
BBAB AABA
AAA BB
BA ABAB
ABABB ABAAA
ABAAA AAAB
BBA ABABB
A BA
BBBBBA ABABAB
BBABBA BBAABB
BBA BBBBB
ABA BABB
BAABB ABABB
A B
AABBB AB
BAA $
AAB BB
A BAA
AAB BBB
ABBBBB BBBAB
BBAA ABA
ABAB ABABA
B AB
BAAAB AABA
BABA ABAB
$ B
AAAA BBA
AAA BAAA
BB AB
B $
BBBA AABBAA
ABAAAAAAB BAAABABAB
AAAAB ABABA
A BAB
ABBAAA BABBB
B AAB
BBABBBB BBBBAAA
AAB BBAA
ABAAA BABAAA
ABABA BABBB
ABBABA BABAABA
BBAB ABBA
ABAAA ABBAB
ABBBB BBB
ABB BA
BABBB ABBBAA
ABBBBAAA BAAAABAA
AAB A
BABBBAAAA BBBAAAAAAA
AABBA BBAB
BAAA BBAA
BBBB B
AB BBAAB
BAAAA BBBABAABBABAB
BA AB
BABBBBABAAAAAB BBABABAABAABB
BBAAB BABAB
ABBBAA BABABA
BBBBBBB AAAAAA
AABA BAAAB
AAAA AAB
BBB AB
BAAB AB
BAAAB AAABB
ABBBB BBBA
A AA
BABAA ABBAB
ABBA AAAAB
BB A
ABABB BABABA
BBA AAA
BAB ABABA
BAB BBAA
ABBB AABB
AAA BBAAAA
AABABBB BABBB
AB A
BAB BAAB
AB AA
A AA
AABAAB AAAA
AAAAB BAAAB
AAABB ABAAA
BA AAB
BAB BBAABB
B BBBB
AAAABA ABBABA
ABAB BABA
BB AAA
BB A
BBABA BBAAB
BB A
BAA B
A ABB
AABAA BAA
BABAAA AABAAAB
ABABBA ABAA
AAAAABAAA BAAAAAABB
BAAA BBA
ABBABBAA AAABBBAAB
BABAAA AABB
AAAAAA ABAABA
BABBB A
BBAAA BAB
AABAA ABBBAB
BBBBB AABAA
ABB ABA
BAABA BAA
BAB BAA
AAAA ABAB
BBA ABA
BABAA ABB
AABBB ABBBB
B BA
BBB AABA
AABB $
ABBABB ABBAB
ABAB BB
BAAABBBAA BAABABBB
BB AA
BBAB BB
A $
BAA B
A AA
BAAA A
BA AABA
BB AA
AB $
B BBAB
AAB B
BB BBB
AABA AABABAAB
ABB AB
BA AB
AAB ABA
ABBAA ABABB
BAAB BABAA
BA AAABBA
B BA
BAAABA ABBAAA
BAB AAB
BBBBA BABBBAB
AB B
AB A
A B
$ BBAA
$ B
ABAB BABB
BBBB AAAB
BBB AAB
BAABBB ABAAABA
AABAAB BAAAAB
BA $
BBBA ABBBB
AAABB AAAAAA
ABB AB
ABAB BBAA
ABBB BAB
BABAB BB
AAAABB ABBB
BABA BAB
BBAA ABBA
BA AABA
AB $
AABBB AAAAA
AAAB BABB
$ B
BBAB A
ABBBABABB ABBBBBABB
BABA BBA
BABA BBBA
AABB BAA
AAB A
BAB ABB
AA AAA
AA AAB
ABB BBBBA
ABABA ABAAA
BBBABBA AABBBAA
AAABBABB BABB
AAB AA
AAB BA
AABB BAB
AAB A
BA AB
BBBB BB
AAAB AAA
BABB AABB
BAAB ABB
$ BBA
BBABAB BBABB
BABB BBAA
BBBA BABA
ABBAB ABAABA
AABAAA BBAB
AB BBB
BBA AB
ABAAA ABAA
BBB ABB
AABBA BBAB
AAAAA AABAAA
$ BA
BABBBBBAAABAB AAABBAAAABBB
ABB B
ABBA AAABA
BABA AAAB
ABAAAA AABAAA
BAAB BABBA
BABAAA AAABB
AABABAAA ABBBABA
$ BB
ABB BB
AA BBBBB
AAA AB
BABB BBA
AAAA BAABA
AAB BAA
AAAAA BBABAAAB
BBAAB AABB
AA BBB
BB AAA
BAB $
B A
AAAA BBBAABA
ABBAABA ABABAA
AA A
A BBBAA
ABA B
BBABB BBBAB
BAABB ABAB
BA A
ABAABA BBBBBA
BBABAA AAABBA
ABAAAAA BA
AAA BBA
BBAA BB
AAA $
BBBABAAB ABABBBBB
AAABA A
ABABBAB BAAAB
AABA ABAB
AAABB BBA
A AA
BABABAA BBBABBB
BA AB
BBBBAA BBBBBBBA
ABAA AAB
A $
BBBBA BABAA
AAB BBABA
B A
B AB
ABAA AAABAA
$ ABB
ABB BAB
AABA BAAA
AAAB ABAB
AAABA AAAAA
AABB BBBA
BABAA ABB
ABABBA BA
AB A
ABA AABA
BAAB BBB
BB AA
BA $
AA A
AAAB AAAA
BBABA $
BAABA A
AAABAA ABA
BBABBABB BABAABBAB
AB BB
AAAAB BABBB
AAABA BAABB
BBABAA BBAAB
ABAAB BAAAB
BA AAABB
ABAAAB BAAAAA
AABB ABBB
ABBBA AAB
AAA BBA
B BAB
A BAA
ABBBAAB ABBAABBBB
BB BAA
B BAA
BBB AAB
AABA BAB
AABBBAAABBABABA BAABABBBABAABAA
AABB BABB
AABB A
AB BAAB
AA BAAAB
AB BBBAA
BAA BAAAB
AAB BBA
ABBBBBB BAAA
BABB BBA
AAABB BA
BBBAB AAAAAA
BAA AABAB
ABA BBAAAB
BBB AAAB
BBBA AAAB
AA AB
AAAAB AB
AABB AAABB
AA AAA
ABA BA
BBAABAB ABABBBB
ABAA BBBB
ABBA BAAB
BBAAAABA AAABAAAB
BBAB ABBA
BBB AAB
BBB A
$ ABBA
BABAA ABAB
$ BBB
ABBB BABBBA
BAAAB BBAAA
ABAAB BAAABA
AAABBBAAABAB BBABBBBBBABB
BAAA BBBBBAB
A BAAB
BAB AB
BBA ABAAB
ABBBB AABAA
BBAAB AABBAA
AABAA BBABBAA
AAA BAA
BABB ABB
ABBBBB BBBB
AAABA BAA
AB BAA
BAABAAA AAABAAB
AAABAA ABBBABB
ABBAA AABAB
ABBBABBA AABBABBA
BAAAAA BBBAA
BABAA BB
AABAA B
BBAA ABAA
ABBAA BAB
AABA AAAAA
BBBBB BBBBAB
BAAAA BABBA
BAA AB
B ABB
ABB ABBB
AA A
AA BA
AAA BBBB
BAA $
AAB BB
BBBAAB BAAAAA
BAABA BBAB
ABBA ABAA
BABA BAAA
$ BB
B $
BAB AAA
BB B
AABB BABA
BAB BABA
BBAAA AAAAA
BAABB AAAAB
AABAB BBB
A $
AAABB BABB
AAAAB BBBAAB
AABAABA BBBBBABA
$ B
BABBBA AABAB
BABB AABBA
BA BBA
BABB AAAB
BBB ABBAA
B BAB
BAAAA ABAA
AB A
BAB $
AA ABA
BABA BAAA
ABABAB ABABBA
AB ABB
ABAAA AAABB
ABA BAA
AA $
AABBAA ABABBB
$ AB
BB BA
AAABAA BAABBA
ABAA BBAA
AAAB AABA
AABB ABBB
ABAAA BAABB
ABBAAAB BABBAB
B $
ABBBB BAAAA
BAAABAB BBBABABB
BB BAB
ABBBABAB AAABBA
BABAB BBAB
B BBBB
ABBB AB
BAB BBB
$ B
AB $
ABA AAABBA
AAAA AAB
ABBABA BBABBA
AA AAB
AABA ABA
A $
BBBB ABAA
ABAB BBA
BA B
BABA AAAB
BABAA BBA
A BBAAB
BB ABA
AAB BA
ABB BA
BBABAB BBBBAA
AAB ABAA
ABBB AAB
ABBBBB AABAA
ABBABA AAAAB
BBBBA BBB
BBA AAA
$ B
BAB BA
AAAA AB
AAAB BBABA
BABB AAB
AA B
AB AAA
BAAAA BBBA
BB AB
AB AAB
BABBA AABBBBB
ABB ABA
AAAB ABA
A B
AABBB ABBA
AA AAB
BBBBBB AAAABA
AABBABA BBB
ABBA AAAA
AAABA BBA
AABA BBAB
BBABA AAA
BBAA ABAA
AAAB $
A AA
BABBBABBB AAAABABB
A $
AB BB
AA $
AABA ABAB
AA $
BAAA ABAAA
AABA AA
AAB AA
BABAB AABB
BB A
AABBABBB AABBABBAB
ABAA AAABA
BBBBBB BAAAAA
BABBAB AABAA
B ABA
ABABA ABBAAB
BABAA AABB
AAABA AAAAB
AA BBA
ABBA BABA
ABBBA AAAB
BABAB BAA
BBA ABAA
AAB BAA
A AB
ABBAB BBAAAA
BAAB BBBB
AAABBABAA BAAABBAA
BAA BAB
BA BBBB
AAAAAA AABBAB
BAB BB
ABAB ABBBAAAA
BBB BAA
AAAA AAB
BBBB ABAB
BAABAABB BBBBAAA
AA BBA
B A
BBABBA AAB
AAABAA BBBBAAA
ABAAAB BABBABA
BBBBA AAABA
BBAB ABBBA
BABAA AAA
AAAA AAA
ABAB BAAB
B BAB
B $
BBAAAA ABBAAB
ABAB BAB
ABAB BABBA
AAB BBBA
BBA AB
BBA AAAA
AB BAAA
A BBB
AB B
BB AA
AAABAB AAAB
AAA B
AAA BABAB
BABAABAAAAABB BBAAAABBBABAA
BAB BBA
BBBAB ABBBBB
BABB $
BAABB AA
ABBBAAABB AAABABBBBA
BAAA BBAA
ABBAB BAABA
$ AA
AA BA
AAAAAB BAAA
ABBAA ABBB
B A
AABABBA BAAAB
ABAB ABA
AABBABAB AABABBBA
BBAB AABA
$ BB
AA AAABBB
AB B
ABBBAB AABB
BBBABAAB ABBBBAB
AABA B
BABA BBBAABA
BB BBBAB
AB B
AB BBB
BAAB BAB
ABBAAB AAABA
ABB BBA
BBBAAAA ABABAAB
A $
AAAAAA ABABAB
BB BA
ABB AB
AAAAA BABAA
BA B
BAABABBAAA BBBBBAABAA
BBBBABA BABAAAAA
AA AAA
BBAB BBAAA
BBA BABA
BB B
BB BBBAA
AB BA
BBAAA BBABAA
$ A
BA AAABB
A $
BB B
AAAB AAA
ABBAB BABA
BAA AAAB
ABB BB
BABBBA BBABBB
$ BA
AB BA
BBB $
AAAAB BABB
AAABA BBBAA
AB ABBAB
BAAABB BABAAB
AAAAA AB
AAAAB BBAAA
AAAAABB AAAABA
A BBBA
AAABBA BBABAA
A AB
ABAA AB
AB AAAA
ABABBA BABBBABAAA
ABBB BBBB
ABB ABBB
BBBBB ABBBB
ABA ABB
BBAA AB
BABBA BBABA
BBAAB AABAB
BAB BBB
$ A
$ B
BAA BBA
AA AAB
BBBABB BBBA
BB A
AA B
AA AAAA
AAAA BBA
BABB ABA
AB BAAAB
B A
B A
BBABBBBAABAA ABBBABBBAB
AAA BBBA
AAAA AAAB
ABB AAAAA
BABBBABBB BABBBAAB
AABA AAABBB
A BBB
A AAAB
BBBAB BA
$ ABBAA
BB $
BBB AAB
B BBB
ABBAABBA BBABBAB
$ B
AAAA ABA
BABAB BBABAA
BBA ABA
BAABAB AAABA
AB B
B BB
B $
ABB BAA
ABA A
BBB AA
BBBA AAA
BAAABA ABBAAA
$ A
AB BBBB
ABA BAA
BB $
AAABAAA ABAABBA
AB A
BBABBA AAAAAA
ABA AABA
$ BA
BAA BBBA
AB AAAAA
AA BB
ABAA BABB
ABBBB AABBB
ABA BA
ABABAB AAABBA
ABAAA BAAA
BBBABBA BAABBBA
AABABA BAABABBB
AAABA ABAAAB
AABBB ABBA
AABA BBBB
BABB AAAA
ABB $
BBBB BBAA
BBAB ABBBA
BBBA AB
AA BBBAA
B AA
AAABBA BABABB
AAA AAB
AAB AB
AAAAA ABAAA
BAABB BBA
ABA B
AABA BBBBB
BAABBAB ABABAABB
ABABBBB ABBABA
BBA BAB
BBAA AAA
ABBA ABAAB
B BAAB
ABB BAB
$ A
BBBBB AA
$ B
ABBABA BBABABB
ABBBBA BABBAB
BAAB BABA
BBABB ABBB
BA BBBAB
AAABB AAAAB
BBB AAA
AAAA AABA
ABBBBA BBBBBA
BA A
BAA B
ABAB BABB
BAAAA BBBAA
BBAB BA
$ AB
BAA BBA
BAABBAB BAAABBAA
BABAA AA
AAAB AAABBB
ABAB ABBAB
BBB BBBA
ABBBA BAABBA
AAAA BBAB
B A
BA AB
BBB $
ABBBA ABA
BBA AABA
$ BB
AAAABB BBBAB
AAAB ABAA
AB A
ABAAA AAAA
ABAAA BAABA
BAA BAB
BAB $
BAAAA BABBB
BBBB AABB
AB BB
AAAAB BBAAA
AAB $
BBBABAA ABABBBB
ABBBAA BBBABB
AAAAB BAAB
AAABABBA BBBBAAAA
BBABAA BAABA
AAB AAAB
AABA AAB
BAAAA ABBB
BBAAAA BBBBBAB
BBB AB
ABA BAA
BBABBBBBBAA BAAAABBABBA
AAABAA AABAAB
A BB
AABBB BBBAB
ABAB BBBB
B A
AAABABBAB AABABB
BBAB BB
AABAAA AABBA
AA $
BBA BABBB
B A
BBB BBAA
ABA BBA
ABBAA BABBB
AB $
ABB BA
BBAA A
BBBBAB AABABB
AB ABAAA
AAA BAB
$ B
BAAABAA BABABA
BBBBBB BABA
$ B
BABBAB AABAA
BABABA ABAAB
BB AA
ABAA AAABA
ABAA BAA
A BAA
AA BA
BBBAA AAAA
ABBBBBBA AABBBBA
AAB B
B AB
ABBAB BBABA
AABAA AABA
ABA BB
ABAA AB
BBAA AAB
BBB BAAA
BABABABBABAAB ABBABBBBBBAA
AAAAA B
BAAABBB AABAAABB
BBBBAA B
AABABBBABBAB ABBAABBAAAA
BABAAB BBBBAB
$ A
AAAB AAB
ABBBA AB
BBB AA
BA BBABB
AABA AB
BBBA B
BB B
AAB BBB
BA $
BBA AB
BBBBBA BABBABA
AAA BABB
ABAB BBB
BABB ABBAA
BABAABAA BABBBAA
AB AA
AABA AAB
$ A
BA AAABB
AA BA
AB B
AABAAA ABABB
ABBABBBBB BBBBBBBBA
AABBA ABBA
BBBBBB AAB
AA AAB
BABBB $
AABA ABBB
BBAABB BAABB
BABB ABAA
BBAA B
AAAB $
ABBA AABBB
BAAAA BABAB
BA $
ABAB ABAA
AA AAA
BAABBBBBA $
ABAB AA
AAABAA BBAABB
A AA
B AA
ABBBA BABBA
BBAB AA
B AAAA
A BA
BAA BAB
AABAA ABAB
BA AB
BBA AB
ABAAA AABBA
BAAA ABBB
BA A
BA AB
AAB AABB
BBAA AA
BABAB ABBAB
AAB AB
AABAB AA
AABABBAAAA AABABABBAB
BBAAA BBBBA
BA BB
ABABA BAAAA
AA B
A BAAA
ABAA AAABA
BA BBAA
AABBA BBBAB
ABAAAABA AAAABBBB
AAB AB
ABBAA ABBB
$ A
BBAABA BBABAB
AABBA AABAB
AABAAAAB BAABA
AA AAA
BBAAA BBBAB
AAB AAA
ABB ABAA
ABABA AB
B A
ABBBABA AAABAAB
BBAA B
BAA BAAAA
ABAB AABA
BAAAA ABABA
BBBB ABBAB
A $
ABB AAA
AABB BABB
ABBB ABAABA
BBBB BAA
AAB BAB
AABA AAAA
BAA ABAB
BBBB ABABB
A AA
B ABAAB
ABBABA ABAAAAB
AA A
BAAB AABB
BAABB AAAA
ABB BBBA
BBAA ABAA
BABBA AAABA
BB B
ABBBBBAAABB BABBBABABBB
BABABAABAA BABABABBB
AAA BBB
BBB AAB
$ A
BBBA BBB
BB A
BAABBBBB ABABBBA
ABBBAAA ABABABBAA
AAAB BABB
AAAA BAAB
BBBB AABA
BAB AABABA
BB B
AABBABAB ABBAABB
BAB AAB
BABA AAAA
AAAB $
A BB
ABAABA ABBBA
ABABBB AAABBB
A AA
ABBBB BAAAB
BAB BBAB
AAB BAA
AB BA
AAB BAB
$ BAB
BABAB BBBBB
ABAAB B
B $
BBAB AA
ABBA BABBB
ABABBBB AAAA
ABAAAAABA ABBABBBB
BAB BBA
BABAABAA BABBBABB
ABABA BAAAB
BAAB BAA
BBAAA BAAA
AABA AAB
BBBABAABBAAA BABBBBBAABAA
BAB BBAAB
AA B
BAABAA BAABA
AAA BBB
BAB B
ABB ABAB
BAAA A
BAAB $
BBBBBB BBBBA
ABA ABAB
AABBB ABBA
BBBBABB BABAA
AABAA AAAAB
A $
BBBAB BAAA
BBB ABB
BA $
ABBAA BAA
ABAAB AAABA
ABBAB AABBBA
AAB BBA
BBBAB BAAABB
ABABBAB AABA
BABA $
BAA ABA
ABB A
AA BBB
ABBB AAA
AB AA
BBABBBAB ABAABAA
AB AAB
ABAAB BAA
AABB BA
AABBA BBAB
AABAAB BAAAAB
AB AA
BABBAAA ABAABAA
$ A
AA AB
AABBBABA BAAABAAAAA
ABAAA ABAAAB
AAAB BABAB
BAB ABAB
BAAA BABA
BABA ABB
AB AA
ABAA BBAA
AAA BBB
BAB BBA
A B
BAB AAAB
BBB BAA
AA BA
BABA BBAA
ABAA AAABA
ABBBBB BBAAA
A BB
BABAA AA
BBABAABB BAAABB
BA $
ABBAB BAB
BABAA AABB
AABAA AB
BA B
A BBB
BBBB A
BABA ABBB
A $
BBBA A
BBBBBBB ABAABAAB
$ AABB
AB AABB
BB B
BB BA
BABB ABAA
BAAB BBA
BBA BABB
BBBAABBA BABBAABA
ABBB AAAB
ABBAB BBA
A $
$ BAAABBA
BBA BAAA
BABBAAA ABBAAB
AAABAAB ABBAAB
ABAAAAABBA ABAABBAABA
BBBB BABA
BAB BAAB
BBAAB ABABB
AABAA BBABBB
BAA BAAAA
BA $
BAAAAAAA ABBBBA
BBABAB BABBBBA
AABB BBAA
BBBBB ABABB
BBBAAB BBBAAA
BABAABBA ABBBBBA
ABA BAAB
AAB A
BB BBAB
BBA BBAAB
BABB BBABB
BAAA ABABA
AABAAB ABAAAA
AABAA BAA
AB BBA
AAB BB
ABAA AAA
BB ABB
BB AA
BBB ABBB
AB BB
AAAAAA BAA
BAAAB BBBAB
ABAABA BBBAA
BBB ABB
BB BAA
BA AB
BAB AAA
$ B
BAAAA ABBBB
AB ABA
AAAAA BAAB
BAB ABA
BABAB BABBB
AAA BBB
ABA AAB
ABB BAAA
BAAB BBBB
BBBB AAB
BAAB BABBB
BBBBB BAABAA
ABA $
$ BBB
A AB
$ BA
AAAB AB
AAAA ABABB
AAA BA
AAB AA
BABABBA AAAABBA
ABBB BAB
ABABA BAAB
ABABBA ABBAB
AABAA BBABB
ABA BB
AAAB AA
BBBABABBAAA BBBABBBAABA
A AB
B AA
ABBB BB
BAB ABB
BAA AAA
BBB AABAA
BA AB
ABBB AABB
AAABA AABBB
AABBBB ABBAABB
BAAA BABA
BB ABA
BB BBB
ABBBB BBAAA
BA AAA
AB $
ABB ABABA
ABA ABB
AAA ABABBBA
AAAAAABA AABAAABAA
ABABAAB AAABAA
AAABAAA AABBBB
A BA
B $
BBBBAB BBABBA
BABA AB
ABAAB B
AB ABBBAA
AABAB ABBBA
B A
BBAA BAB
BA B
B AB
A BBB
AA BAA
BBBAB AABAA
ABABBAB BBBBBAB
BBBB AAB
BAAA ABBB
BAA AAA
BBAAAA BBAA
AA BA
$ A
BBB $
BAAAA AAAAB
ABBB AABBA
BABABAABABB BBBABBABBA
BAAABA ABBBAA
AAB AABA
ABAABB ABBBAAB
BBBBB AABBB
BBBBA BABBA
BA AB
AA BAA
BAABB ABABBB
BBAAAA BABBBAA
AAAAB ABB
BBB A
ABBBB BABAA
A BBAB
BBABBB BBABA
AAAA AABBB
BABAA ABAABA
BBABAAABBA ABBABBBABA
AAB BAAA
AABA BAA
BAAAAA AAABBB
BABBA BABBB
ABA BAABAB
BBAA BBBBBA
ABBB ABABBB
BB BBB
AAAB AAB
BBAA BABB
AABA ABBB
ABBB AABAAB
AAAA BABBB
BBBA ABBB
AA AAA
BB $
BAAAB ABBBB
ABB AA
BABAAAB BBBABB
BBAA AAABA
AABAA AA
A BB
AB BAAA
BAAAAA AABBBA
BAA AA
BAAABABABA BBBAABBBBA
BA A
BB ABA
BB AABA
ABA $
BAABBB AAABAB
BB AA
BABB ABABABB
A $
BAAABBA BABAAA
BABAB B
AAAB BBAA
BBA BB
BAAA AA
$ AA
AABBA ABBBB
AA B
ABBABA ABBB
BB B
AB BB
BAAAB BBABBB
BB BAA
BBAA BAAAABB
B BAB
AABB A
ABAB AAAABB
BAAAABAAB BABABABAA
BA A
ABB BBBAAB
AAA ABAA
AB BB
AAAABAA BBBBAAB
A BAB
BAABB BBAA
BB AAA
AAAA BABA
AABB ABBB
BBA BB
AB AA
AABBABB AAAAABB
BAABB AABBBA
ABABBAAABB ABBAAAAAB
AAAA AABB
AAAB BABB
AAAAAA AABBBA
ABBAA BABBB
BB B
AAAB AABB
AAA AA
ABABA BBB
BBA BBAAB
B BBBB
ABB BABB
BABBA BABAA
AAAB BAAB
AB BB
ABB ABABB
BBA BA
AB BA
ABBB BBAA
BBBAA BABBA
BABBB ABA
A $
ABA ABBAB
BAAA ABABA
$ B
B AA
AAABB $
ABBB AB
AB BB
AAB BBB
BBAAB BABAB
BBBBAAB BABAAB
ABBB BABA
AABBAB BABBAA
BBA ABAA
BBA BB
BAA ABB
BABB BAB
ABA AAA
AA BBA
$ BAB
A AAAA
AA BA
AB ABABA
AA B
AA BB
AAAA BBBA
AAB B
AABAABA BAAB
ABABA BAB
BAAB BABBA
BBAA AAAB
BA ABBAB
A BBB
BAABB BBBBBA
BBBBBBABA BABAA
BAAAB BABAAA
AABAB ABAAA
B BBA
BBBB BAAB
AA BAA
BBAAB BABBBAA
AB AAB
AAA BBA
BABBA BBBAB
BB AAB
BB AA
AAB AABBA
BBAB ABBBA
BA AB
BBABB AAAAB
BBBBBABA BBBAAB
BBAB ABBB
AB BBA
AABB AABBAB
BBA AABBAB
BBAABA ABBAB
BABAA AAAAA
BA B
BAAB AABBA
BA BBAA
BBBAB AABAB
BABBA ABABBAAA
BBBBB BBBBAAA
BAAA AB
AAA BBB
BBBAA AABAAB
BBAA ABBB
BAABB BBABAB
AABBBBA ABAABABAA
AABB ABBA
AB BBAAAA
BA AB
BB AAA
BB BAA
BABBB ABABA
AAABB ABABA
BABAB BAABA
BBBAA AABBA
ABABA BAAAAB
BBBA BBAB
AB A
BABBAA BAB
BAA AB
BBAAAAB AABAAB
AAB BBB
AAA BBBBA
BABAB BBAB
BAA BBB
AAB BAB
BABB BBA
BBAAAAAB ABBBBA
BAAA BAAB
AA BA
AAB AABA
ABBABB ABBAB
AAA B
A B
BBABB BBAB
ABB A
ABA ABBA
AAAA ABB
A ABBBA
BB AAA
$ B
ABABA ABABAA
BA AA
BABABB BBBABA
$ BA
AAB AB
BA ABB
BB AA
BABB AAB
AABA ABAABBABA
BBA AA
BBBBABB ABAABBA
BAAB AB
AA $
ABBA AABBA
AAAAAA ABBBBA
BBAAA AAAABA
BAAB ABAB
ABBBA BBB
BBBB BAB
ABB BB
AB BB
A BAABA
ABB AA
A BA
AB AAABB
BBBAAABB $
BA A
ABB BB
ABBAB AAAAB
$ BBB
ABAAA AAAAB
BABA $
B $
AB ABAAB
BBAA BBBB
$ A
$ AB
BAAA BBAB
A AB
A B
$ BAB
BABAA BBBA
BABA BAA
AB BBBA
AA AAAB
AAA BB
BBB A
BBB ABAB
ABB BBAAB
AB B
AABAABAAA AABBBABAA
ABBB ABAA
BBBBB BBAA
BABB ABA
AA A
AABBA ABBBB
BBBA AAAAAB
BA BBA
AA BAA
B BA
BA A
B $
BAAB AAABAA
A AAAA
BABBB AAABB
AAA BBB
ABAB ABBB
BBBAAA AAAABBAB
AB BA
AAAAAAA BBBABBB
BA BB
BBB BAA
AAAAB BAAB
$ AB
AAB A
AABA BA
BAABBB ABAAAB
BBAABB BAABBB
AAABBA ABABAB
A $
BABAAA A
B AAAB
AAA BAAA
$ B
B AA
AAAAB BBBBA
BBBABAB AAB
ABBB BBBB
BBB A
A BAAB
AABAB ABBAA
BBBA BABB
A BB
AA BBBABB
BABA AABAA
ABAAAB ABAAA
ABA BBB
BBABA BBBBB
AABB BB
BB BA
BAAB ABA
BB BAB
BBABA BAB
AA B
BABAB BBAA
AAA BB
ABBB AABB
ABA $
B AAAA
AABAB AAAAAB
BABABA BAAABA
BAABAA BBABA
ABBAA AABAA
ABA BBB
$ ABBAA
ABBA BAABA
B A
B AAAB
ABABAA BAAAAA
AA A
AAA BBBBB
AAA BBBAA
$ BA
BBBB AAAB
AB BB
BBA ABA
BABAAB BBAAB
BBBB B
ABBB AAAB
BAA B
ABAABBBB AAAABA
AAAA AABA
AABB BB
BAAB BBABB
AAABBB AABABB
AABABB BAAB
AABAA BBB
BBBAA BAAAAA
BABBB AA
BAA AA
BABBB AAABB
AAB AA
ABB AABAABA
BA BBA
ABAAA BABB
BABAB AAAB
A AA
BBB BBAB
AAAAB BA
ABAA ABBA
BBABBB ABBABAA
AAB ABB
BAB AAB
BBBABBBA ABABABAA
AABA ABBBBB
$ BAAABB
BBA BABA
BBBB BBA
AABABB BABBB
AB BA
AAAB BBB
BABAAB ABBBAA
AAB A
ABABA ABBA
BAA ABBA
BABBB BAABA
ABABA BBA
BBBBABA BBAABB
BAAAA BBBB
BABBB ABBB
BBBBB AABBA
ABAA $
BBA AB
BBAB AA
ABB BBB
BA A
ABAA BABA
AAB B
AAABAA AAAA
$ B
AA AAB
AAB A
ABAAA BBAA
BBA AAA
BABAA BAAAA
B BABB
BBAAA AAAAABB
BABB BBAA
A ABBB
AAB BA
AAAAA ABB
AAABAB BAB
AB BB
BBBAB A
BA AAAAB
AABAAA ABAA
BABBAAA ABBA
BAABAB BBBABAB
ABAB BBA
